ACCESS_SCR,BRKS_FVYRS_SCR,BRK_SCR,DIA_SCR,ENVMT_SCR,HEAD_LOSS_SCR,MI_SCR,QUALIT_SCR,RSL_SCR,STANDARD_CONFOR,out=1.0,out=2.0,out=3.0,out=4.0
0.0,5.0,10.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,2.2780566990858843e-07,0.0,3.922810887929629e-09,0.0
15.0,5.0,10.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,1.3500477171773768e-07,0.0,7.913452118092123e-10,0.0
0.0,5.0,10.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.00041033606392125335,1.5120354317406155e-06,1.905697717278803e-06,0.0
15.0,5.0,10.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.00024321867283224924,2.8584223752412134e-06,3.844990375583381e-07,0.0
0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.13711846581083e-07,0.0
15.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.3111907241562874e-08,0.0
0.0,0.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.158844153378222e-10,0.0
15.0,0.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2424181295343863e-10,0.0
0.0,0.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,2.993197364461966e-07,0.0
15.0,0.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.038151745694522e-08,0.0
0.0,0.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.194874075935096e-06,0.0
15.0,0.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.4277076228033863e-07,0.0
0.0,0.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.325299364653063e-09,0.0
15.0,0.0,15.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2759969964305442e-09,0.0
0.0,0.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0740860606318046e-06,0.0
15.0,0.0,15.0,0.0,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.201341564899239e-07,0.0
0.0,10.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.219559706908752e-09,0.0
15.0,10.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.477497975760729e-10,0.0
0.0,10.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.396425682481269e-12,0.0
15.0,10.0,15.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,1.2903452385474786e-12,0.0
0.0,10.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,3.108662872041996e-09,0.0
15.0,10.0,15.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.271077855416195e-10,0.0
0.0,10.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.2795477601916862e-08,0.0
15.0,10.0,15.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.598511415477748e-09,0.0
