condition_model,PCSDesc,criticality_model,CRITICAL_SCR
0,0.05,0,0.6902000121999999
0,0.05,0,0.6902000121999999
0,0.05,0,0.6902000121999999
0,0.05,0,0.8432000122
0,0.25,0,0.5784000244
0,0.25,0,0.5928000488
0,0.05,0,0.7787000122
0,0.05,0,0.7787000122
0,0.25,0,0.449
0,0.25,0,0.5480999756
0,0.25,0,0.40410000609999996
0,0.25,0,0.522
0,0.25,0,0.522
0,0.25,0,0.522
0,0.25,0,0.522
0,0.25,0,0.4958999939
0,0.25,0,0.4958999939
0,0.25,0,0.4958999939
0,0.25,0,0.5599000244
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.6108000488
0,0.25,0,0.5480999756
0,0.25,0,0.5480999756
0,0.25,0,0.445
0,0.25,0,0.8386000365999999
0,0.25,0,0.8386000365999999
0,0.25,0,0.46980001829999996
0,0.25,0,0.46980001829999996
