RSL,DIAMETER,STANDARD_CONFOR,BRKS_FVYRS,MI,TotBrks,QUALIT_SCR,ENVMT_SCR,HEAD_LOSS_SCR,ACCESS_SCR
0.6474,0.6672,0.6596,0.652,0.5957,0.652,0.696,0.0,1.0,0.8328
