Duration_1,CritPres2D,Tran_main,WL,GRPCODE,GDO_GID,InsigSum1A,WTR,criticality_model,Ex_Hi_2031,Hosp_Serv,INFRA_STAT,Active_Ope,HANSEN_COM,MI_SCR,STANDARD_CONFOR,CRITICAL_SCR,Remove_Seg,RiskThresh,FID,TRANS,InsigSum,BRKS_FVYRS,C06_Cost,NPA,LowSum1A,LowSum,MAXRISK,DIAMETER,Dia_x_lenO,FLP,Hospital,PCU,Priority,Source,TOT_RES,HL,ST_CLASS,HDL,MATERIAL,Dia_x_len,SumCost,Demand_Met,C08_Cost,CAM_CATEG1,HEAD_LOSS_SCR,Maintenance_Cost,School,C07_Cost,Age,Med_Centre,OPSC_TEXT,DNMMLD,Shape *,OBJECTID_1,MI,DSC_TEXT,Shape_Le_1,Crit_Rests,CritConsSc,PCScore,FRM_NODE,MedSum,Pres_Zone,HighSum,RSL_SCR,WPZ,SOGR_HANSN,INST_YR,MAFIP,WM_WATERMA,DCSDesc,New_Seg,PCSDesc,Mat_Fact,HWY,ENVMT_SCR,TotBrks,HEU,Group_Mat,OBJECTID,DNM, Normalized Quality - test result Score,Operation_Cost,TotBrks_Lenght,R,QUALIT_SCR,Shape_Leng,GISIDForm,WM_WATERM1,A2031,WM_WATERM2,DIA_SCR,OID_,SEVERITY,f,DCS,TOTCNSQS,RWY,TOT_LV,SOIL,INSTALL_DA,MATERIAL_CD,ST_DIR,MaxTOTRISK,ACCESS_SCR,DURATION,LT_CARE,Airp_Serv,BRKS_FVYRS_SCR,REPLC_COST,TM,BRKS_FV_YRS_L,DCScore,TO_NODE,LEN_M,INSTDATE,DSC_NUM,BRK_SCR,HPU,SCORE,ExtSum,GISID,ESA,YR_INSTALL,Shape_Le_2,ST_NAME,RSL,CITY,ST_TYPE,OPSC,Adj_Length,OPSC_NUM,condition_model,DRAINAGE,Grp_C_Risk
0,-24.6,NO,0,U21,29648,455000,0,5, ,0,A,YES,747847,15,15,646.8000488,NO,Moderate,1698,0,0,37,625000,281639.9931,0,0,112,600, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0261904066,LOCAL,0,CPP, ,905000,0,5000,TRSUB-TRANSMISSION MAIN,15,463.83835,0,275000,49,0,(Catastrophic),101390000,Polyline,2465,0.370025901,(Negligible),149.854096,Fail (Pressure),5 (Catastrophic),5,6558348,905000,Zone 2,0,5,2, ,1967,45.1726,R,(Negligible), ,(Catastrophic),1,0,15,122,0,CPP,2606,28.8402,0,324.686845,0.1315113336,2.91004517668718E-14,0,927.6767,2610,6,Yes,  PWL,10,676,26784400,0.0294614908,1 (Negligible),28,0,23.1,CL,01-01-1967,CPP, ,646.800049,0,0,0,0,1,2131,No,0.0398845848,1,6563264,927.6767,01-01-1967,1,15,0,646.8000488,0,2610,1,1967,234.337106,BLOOR,49,MISSISSAUGA,ST,5 (Catastrophic), ,5,0,I,U21 646.800048827999
0,Pass,YES,0,O09,13937,905000,1,4, ,0,A,YES,523950,15,15,533.4000244,NO,Moderate,892,1,0,128,625000,76.253889,0,0,70,1000, ,1,0,360,0,RATRANSMISSION MAIN,0,0.0019784866,ARTERIAL,0,TMCPP, ,1880000,0,5000,RATRANSMISSION MAIN,15,521.872233,1,1250000,45,0,(Low),27451.40039,Polyline,3337,1.0740711817,(Negligible),1043.744466,Pass,1 (Negligible),2,602693,1880000,Zone 2,0,5,2, ,1971,30.2982,R,(Negligible), ,(Low),1,0,15,144,0,CPP,3345,36.2025,0,365.3105631,0.1379648034,2.19831845394423E-15,0,1043.744466,3358,10,Yes,  PWL_,15,971,7251.890137,0.0254385179,1 (Negligible),28,0,19.049999,CL,01-10-1971,CPP, ,533.400024,15,0,0,0,1,826,Yes,0.1226353808,1,608511,1043.744466,01-10-1971,1,15,0,533.4000244,0,3358,1,1971,1043.744466,ERIN MILLS,45,MISSISSAUGA,PKWY,2 (Low), ,2,5,I,O09 533.400024413999
0,38,NO,0,A26,20477,905000,0,4, ,0,A,YES,651850,15,0,534.4499512,NO,Moderate,3000,0,0,0,175000,7.178611,0,0,84,600, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0091765025,ARTERIAL,0,DIHY, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,15,162.5180485,0,275000,39,0,(Low),2584.300049,Polyline,4,0.1296483728,(Negligible),307.716808,Fail (Pressure),2 (Low),2,PC592385,455000,Zone 6,0,10,6, ,1977,8.3477,R,(Negligible), ,(Low),0.5,0,0,1,0,CPP,5,8.3897,0,113.76263395,0.0030765814,1.01961138651437E-14,0,325.036097,5,6,Yes,  PWL,10,956,682.700012,0.0294614908,1 (Negligible),21,0,25.450001,CL,01-01-1977,DI, ,534.449951,0,0,0,0,0,2131,No,0,1,6510105,325.036097,01-01-1977,1,0,0,534.4499512,0,5,0,1977,8.667091,BOVAIRD,20,BRAMPTON,DR,2 (Low), ,2,5,I,A26 534.449951172
0,36.7,NO,0,X05,13684,1430000,0,4, ,0,A,YES,523594,15,15,585.3499756,NO,Moderate,1307,0,0,30,2500,13.401944,0,0,92,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1682170944,COLLECTOR,1,CPP, ,1627500,0,375000,TRSUB-TRANSMISSION MAIN,0,346.31251,0,1250000,33,0,(Low),4824.700195,Polyline,963,0.3735604486,(Negligible),313.268239,Fail (Pressure),2 (Low),2,607230,1627500,Zone 2,0,5,2, ,1983,6.0428,R,(Negligible), ,(Low),1,0,15,38,1,CPP,962,8.1668,0,242.418757,0.0548637414,1.86907882646824E-13,0,692.62502,964,4,Yes,  PWL,5,815,1274.550049,0.0333752697,1 (Negligible),23,0,25.450001,CL,01-01-1983,CPP, ,585.349976,10,0,0,0,1,1576,No,0.0433134801,1,605846,692.62502,01-01-1983,1,15,0,585.3499756,0,964,1,1983,7.605363,CAWTHRA,33,MISSISSAUGA,RD,2 (Low), ,2,5,I,X05 585.349975586
0,39,NO,0,D11,31139,2625000,1,7, ,0,A,YES,771024,15,15,942.5,NO,High,1078,0,0,10,625000,0.398611,0,0,125,500, ,1,0,360,18,TRSUB-TRANSMISSION MAIN,0,0.0604040395,LOCAL,0,CI, ,905000,0,5000,TRSUB-TRANSMISSION MAIN,0,406.8582355,1,275000,17,0,(Low),143.5,Polyline,303,0.8373595646,(Negligible),806.2661,Fail (Pressure),2 (Low),2,603580,0,Zone 1,905000,15,1, ,1999,5.8637,R,(Negligible), ,(Low),0.3,0,15,13,0,CI,302,5.7218,1,284.80076485,0.0159760807,6.71155994467661E-14,15,813.716471,302,5,Yes,  PWL,10,12,37.908699,0.0311311937,1 (Negligible),25,0,37.700001,CL,1/0/1900 0:00,CI,E,942.5,15,0,0,0,1,826,No,0.0122892928,1,6566284,813.716471,1/0/1900 0:00,1,15,0,942.5,0,302,1,1999,7.450371,LAKESHORE,6,MISSISSAUGA,RD,2 (Low), ,2,5,I,D11 942.5
0,38.1,NO,0,N23,3199,455000,0,5, ,0,A,YES,510347,15,15,648,NO,Moderate,3038,0,0,2,175000,19.074444,0,0,100,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1121940931,COLLECTOR,0,DI, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,230.9766325,1,275000,27,0,(Low),6866.799805,Polyline,70,0.2491499208,(Negligible),374.087058,Fail (Pressure),2 (Low),2,601538,455000,Zone 6,0,15,6, ,1989,1.2301,R,(Negligible), ,(Low),0.5,0,0,76,0,DI,70,2.0739,0,161.68364275,0.1645188069,1.24660103446649E-13,0,461.953265,70,4,Yes,  PWL,5,1283,1814.02002,0.0333752697,1 (Negligible),20,0,32.400002,CL,01-01-1989,DI, ,648,0,0,0,0,1,1576,No,0.0043294423,1,608741,461.953265,01-01-1989,1,5,0,648,0,70,0,1989,374.087058,HURONTARIO,14,BRAMPTON,ST,2 (Low), ,2,5,I,N23 648
48,n/a - flow failure,NO,0,X33,35482,905000,0,4, ,0,A,YES,834622,15,15,510.2999878,NO,Moderate,1552,0,0,69,175000,368.266111,0,0,101.25,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,31772800,0.0308520122,COLLECTOR,0,CPP3, ,455000,131647.1,5000,TRSUB-TRANSMISSION MAIN,0,63.515767,0,275000,5,0,(Catastrophic) - Flow Failure,132576,Polyline,1911,0.0685132004,(Low),127.031534,Fail (Flow),5 (Catastrophic) - Flow Failure,5,36575023,455000,Zone 2,0,15,2, ,2011,0.0391,R,(Low), ,(Catastrophic) - Flow Failure,1,0,15,196,0,CPP,1919,0.0691,0,44.4610369,1.5429239798,3.42800135191738E-14,0,127.031534,1923,4,Yes,  PWL,5,1178,35022.89844,0.0333752697,2 (Low),27,0,18.9,CL,01-04-2011,CPP,E,510.299988,0,48,0,0,1,1576,No,0.5431722174,2,6575021,127.031534,01-04-2011,2,15,0,510.2999878,0,1923,1,2011,127.031534,BURNHAMTHORPE,5,MISSISSAUGA,RD,5 (Catastrophic) - Flow Failure, ,5,0,I,X33 510.299987793
10000000,n/a - flow failure,NO,0,S43,33426,332500,0,5, ,0,A,YES,794206,15,15,632,NO,Moderate,2395,0,0,12,175000,6158.651389,0,0,120,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,1.16E+14,0.2264761916,LOCAL,0,CPP, ,455000,10000000,5000,TRSUB-TRANSMISSION MAIN,0,466.251891,1,275000,6,0,(Catastrophic) - Not Balanced,2217110,Polyline,1749,0.5029366845,(Catastrophic) - Not Balanced,32.579232,Fail (Flow),5 (Catastrophic) - Flow Failure,5,6543386,455000,Zone 5,0,15,5, ,2010,0.6443,NAMP,(Catastrophic) - Not Balanced, ,(Catastrophic) - Not Balanced,1,0,15,120,0,CPP,1750,2.8632,0,326.3763237,0.1286858052,2.51640212843849E-13,0,932.503782,1753,4,Yes,  PWL,5,1228,585699,0.0333752697,3 (Moderate),32,0,19.75,C,05-03-2010,CPP, ,632,0,10000000,0,0,1,1576,No,0.0128685805,5,6570368,932.503782,05-03-2010,5,15,0,632,0,1753,1,2010,2.515628,THE GORE,6,BRAMPTON,RD,5 (Catastrophic) - Flow Failure, ,5,0,I,S43 632
0.3,n/a - flow failure,NO,0,T33,32551,2625000,0,6, ,0,A,YES,787399,15,0,838.6000366,NO,High,3123,0,0,43,175000,49.286111,0,0,140,400, ,0,0,360,50,TRSUB-TRANSMISSION MAIN,42114.5,0.2442374093,ARTERIAL,0,CPP, ,1430000,16910.5,5000,TRSUB-TRANSMISSION MAIN,0,502.81733,0,1250000,32,0,(Catastrophic) - Flow Failure,17743,Polyline,411,0.5423790996,(Negligible),264.483892,Fail (Flow),5 (Catastrophic) - Flow Failure,5,599431,0,Zone 5,1430000,5,5, ,1984,1.5742,R,(Negligible), ,(Catastrophic) - Flow Failure,1,0,0,197,0,CPP,1729,5.0095,0,351.972131,0.1958961916,2.713748992447E-13,0,1005.63466,1732,4,Yes,  PWL,5,130,4687.200195,0.0333752697,1 (Negligible),28,1,29.950001,CL,01-01-1984,CPP,N,838.600037,15,0.3,0,0,1,1576,No,0.0427590672,1,6568264,1005.63466,01-01-1984,1,15,0,838.6000366,0,1732,0,1984,91.208017,MCLAUGHLIN,32,BRAMPTON,RD,5 (Catastrophic) - Flow Failure, ,5,0,I,T33 838.600036620999
0,37.9,YES,0,V23,21239,282500,0,4, ,0,A,YES,659522,15,0,542.8000488,NO,Low,4020,1,0,100,52500,1329.624444,0,702500,92,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.283445704,LOCAL,0,CPP, ,702500,0,375000,TRSUB-TRANSMISSION MAIN,0,583.5363735,0,275000,26,0,(Low),478665,Polyline,1061,0.6294491339,(Negligible),224.687876,Fail (Pressure),2 (Low),2,1618329,0,Zone 6,0,10,6, ,1990,2.6818,R,(Negligible), ,(Low),1,0,0,175,0,CPP,1170,3.515,0,408.47546145,0.1499478078,3.14939671160857E-13,0,1167.072747,1172,4,Some,  PWL,5,209,126450,0.0333752697,1 (Negligible),23,0,23.6,CL,01-03-1990,CPP,S,542.800049,0,0,0,0,1,1576,No,0.0856844616,1,6517869,1167.072747,01-03-1990,1,15,0,542.8000488,0,1172,0,1990,10.760543,QUEEN,26,BOLTON,ST,2 (Low), ,2,5,I,V23 542.800048827999
0.1,n/a - flow failure,NO,0,H52,9783,455000,0,5, ,0,A,YES,518557,15,15,730.8000488,NO,Moderate,187,0,0,95,175000,11.945556,0,0,112,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,2965.090088,0.3731409969,LOCAL,0,CPP, ,455000,4843.8,5000,TRSUB-TRANSMISSION MAIN,0,768.194194,1,275000,33,0,(Catastrophic) - Flow Failure,4300.399902,Polyline,790,0.8286358692,(Negligible),645.141318,Fail (Flow),5 (Catastrophic) - Flow Failure,5,603509,455000,Zone 4,0,5,4, ,1983,1.4968,R,(Negligible), ,(Catastrophic) - Flow Failure,1,0,15,177,0,CPP,787,2.4893,0,537.7359358,0.1152052446,4.14601107716621E-13,0,1536.388388,789,4,Yes,  PWL,5,1149,1136.050049,0.0333752697,1 (Negligible),28,0,26.1,CL,01-01-1983,CPP, ,730.800049,0,0.1,0,0,1,1576,No,0.0618333234,1,603508,1536.388388,01-01-1983,1,15,0,730.8000488,0,789,1,1983,284.864891,RIDGEWAY,33,MISSISSAUGA,DR,5 (Catastrophic) - Flow Failure, ,5,0,I,H52 730.800048827999
80.7,n/a - flow failure,NO,0,Q01,1412,1430000,0,6, ,0,A,YES,507918,15,0,762.5,NO,Moderate,3061,0,0,30,52500,7479.816667,0,0,100,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,1750870016,0.1814624287,LOCAL,0,DI, ,332500,2693877.9,5000,TRSUB-TRANSMISSION MAIN,0,373.580993,0,275000,41,0,(Catastrophic) - Flow Failure,2692730,Polyline,172,0.4029744214,(Moderate),72.856525,Fail (Flow),5 (Catastrophic) - Flow Failure,5,608404,332500,Zone 6,0,10,6, ,1975,0.8015,R,(Moderate), ,(Catastrophic) - Flow Failure,0.5,0,0,35,0,DI,26,1.2968,0,261.5066951,0.046843925,2.01624920794019E-13,0,747.161986,26,4,Yes,  PWL,5,1352,711344,0.0333752697,3 (Moderate),25,0,30.5,CL,01-01-1975,DI, ,762.5,0,80.699997,0,0,1,1576,No,0.0401519357,3,599321,747.161986,01-01-1975,3,15,0,762.5,0,26,0,1975,49.61951,LINKDALE,21,BRAMPTON,RD,5 (Catastrophic) - Flow Failure, ,5,0,I,Q01 762.5
0,37.8,NO,0,I19,32255,905000,0,3, ,0,A,YES,782128,15,0,414.75,NO,Low,368,0,0,140,175000,11.014167,0,455000,78.75,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.3301253877,LOCAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,679.636942,0,275000,13,0,(Low),3965.100098,Polyline,1252,0.7331109146,(Negligible),106.194317,Fail (Pressure),2 (Low),2,6567238,0,Zone 5,0,15,5, ,2003,0.4957,NAMP,(Negligible), ,(Low),1,0,0,141,0,CPP,1689,1.9694,0,475.7458594,0.1037318539,3.668059862977E-13,0,1359.273884,1692,4,Yes,  PWL,5,425,1047.469971,0.0333752697,1 (Negligible),21,0,19.75,C,01-09-2003,CPP, ,414.75,0,0,0,0,1,1576,No,0.102996167,1,6529284,1359.273884,01-09-2003,1,15,0,414.75,0,1692,0,2003,7.424831,MARITZ,13,MISSISSAUGA,DR,2 (Low), ,2,5,I,I19 414.75
0,37.8,NO,0,I19,32255,905000,0,3, ,0,A,YES,782128,15,0,414.75,NO,Low,362,0,0,40,175000,11.014167,0,455000,78.75,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.3301253877,LOCAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,679.636942,0,275000,13,0,(Low),3965.100098,Polyline,1241,0.7331109146,(Negligible),106.194317,Fail (Pressure),2 (Low),2,6567238,0,Zone 5,0,15,5, ,2003,0.4957,NAMP,(Negligible), ,(Low),1,0,0,153,0,CPP,1689,1.9694,0,475.7458594,0.1125600968,3.668059862977E-13,0,1359.273884,1692,4,Yes,  PWL,5,425,1047.469971,0.0333752697,1 (Negligible),21,0,19.75,C,01-09-2003,CPP, ,414.75,0,0,0,0,1,1576,No,0.0294274763,1,6529284,1359.273884,01-09-2003,1,15,0,414.75,0,1692,0,2003,97.362392,MARITZ,13,MISSISSAUGA,DR,2 (Low), ,2,5,I,I19 414.75
0,Pass,NO,0,N43,14574,282500,0,4, ,0,A,YES,524613,10,0,600.75,NO,Moderate,668,0,0,65,625000,0,0,0,108,600, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.001911206,COLLECTOR,0,CPP, ,1275000,0,375000,TRSUB-TRANSMISSION MAIN,15,33.8479145,0,275000,39,0,(Low),0,Polyline,2463,0.0270020904,(Negligible),67.695829,Pass,1 (Negligible),2,607964,1275000,Zone 5,0,5,5, ,1977,5.955,R,(Negligible), ,(Low),1,0,0,81,0,CPP,2471,8.4573,0,23.69354015,1.1965286665,2.1235622352409E-15,0,67.695829,2475,6,Yes,  PWL,10,775,0,0.0294614908,1 (Negligible),27,0,22.25,CL,01-01-1977,CPP, ,600.75,0,0,0,0,1,2131,No,0.960177325,1,6510044,67.695829,01-01-1977,1,15,0,600.75,0,2475,0,1977,67.695829,MEADOWVALE,39,MISSISSAUGA,BLVD,1 (Negligible), ,2,5,W,N43 600.75
0,38.3,NO,0,A37,221,1800000,1,4, ,0,A,YES,506533,15,15,509.2499695,NO,Low,3108,0,0,5,175000,8.636389,0,455000,84,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0910882953,ARTERIAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,187.5256275,0,275000,27,0,(Low),3109.100098,Polyline,391,0.2022801819,(Negligible),352.720154,Fail (Pressure),2 (Low),2,608881,0,Zone 7,0,10,7, ,1989,1.9477,R,(Negligible), ,(Low),1,1,15,113,0,CPP,391,4.4913,0,131.26793925,0.3012921527,1.01209217010503E-13,0,375.051255,392,4,Yes,  PWL,5,250,821.336975,0.0333752697,1 (Negligible),21,0,24.25,CL,1/0/1900 0:00,CPP, ,509.24997,15,0,0,0,1,1576,No,0.0133315112,1,601448,375.051255,1/0/1900 0:00,1,0,0,509.2499695,0,392,0,1989,352.720154,MAYFIELD,27,BRAMPTON,RD,2 (Low), ,2,5,W,A37 509.249969481999
0,38.3,NO,0,K19,29137,1257500,0,3, ,0,A,YES,744929,15,15,472.4999695,NO,Low,239,0,0,15,175000,10.490278,0,455000,84,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.104188632,ARTERIAL,0,DI, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,214.4956005,1,275000,37,0,(Low),3776.5,Polyline,948,0.2313721579,(Negligible),131.157793,Fail (Pressure),2 (Low),2,6561905,0,Zone 4,0,10,4, ,2028,6.1847,R,(Negligible), ,(Low),0.5,0,0,45,0,CPP,232,6.1668,0,150.14692035,0.1048972564,1.15765146706696E-13,0,428.991201,232,4,Yes,  PWL,5,313,997.645996,0.0333752697,1 (Negligible),21,0,22.5,CL,01-02-1979,DI, ,472.49997,0,0,0,0,1,1576,No,0.0349657521,1,607058,428.991201,01-02-1979,1,15,0,472.4999695,0,232,0,1979,6.04704,ERIN MILLS,19,MISSISSAUGA,PKWY,2 (Low), ,2,5,I,K19 472.499969481999
0,38.1,NO,0,I25,12066,777500,0,4, ,0,A,YES,521684,15,15,554.3000488,NO,Low,1273,0,0,78,175000,28.326944,0,455000,92,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0385836298,LOCAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,79.433031,0,275000,30,0,(Low),10197.7002,Polyline,874,0.085682838,(Negligible),115.001359,Fail (Pressure),2 (Low),2,606761,0,Zone 3,0,0,3, ,1986,1.6605,R,(Negligible), ,(Low),1,0,15,155,0,CPP,871,3.2914,0,55.6031217,0.9756646451,4.287069975159E-14,0,158.866062,873,4,Yes,  PWL,5,203,2693.949951,0.0333752697,1 (Negligible),23,0,24.1,CL,01-01-1986,CPP, ,554.300049,0,0,0,0,1,1576,No,0.4909796279,1,606759,158.866062,01-01-1986,1,15,0,554.3000488,0,873,1,1986,8.864164,LIVING ARTS,30,MISSISSAUGA,DR,2 (Low), ,2,5,I,I25 554.300048827999
0,Inactive/Closed,NO,0,L19,23092,905000,0,3, ,0,A,NO,689282,10,15,482.3999939,NO,Low,1910,1,0,15,2500,0,0,1627500,96,1500, ,0,0,360,0,RATRANSMISSION MAIN,0,2.71883425067517E-05,ARTERIAL,0,TMCPP, ,1627500,0,375000,RATRANSMISSION MAIN,15,60.7501025,1,1250000,38,0,Inactive/Closed,0,Polyline,3579,0.0407397137,Inactive/Closed,121.500205,Inactive/Closed,Inactive/Closed,0,6530065,0,Inactive,0,5,1, ,1978,0,R,Inactive/Closed, ,Inactive/Closed,1,1,15,24,0,CPP,3587,263.359,0,42.52507175,0.1975305309,3.02092694519463E-17,0,121.500205,3606,15,Yes,  PWL_,15,304,0,0.0228042027,Inactive/Closed,24,0,20.1,CL,01-12-1978,CPP, ,482.399994,15,0,0,0,1,2535,Yes,0.1234565818,0,607304,121.500205,01-12-1978,0,15,0,482.3999939,0,3606,1,1978,121.500205,EASEMENT,38,MISSISSAUGA, ,Inactive/Closed, ,0,7,I,L19 482.399993896
0,Not Balanced,NO,0,H66,11649,905000,1,5, ,0,A,YES,521188,15,15,631.0499878,NO,Moderate,972,0,0,32,175000,169.939444,0,0,105,300, ,1,0,360,0,LAKE_BASED_WATERMAIN,0,0.634296015,ARTERIAL,0,CI, ,455000,0,5000,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,282.2307905,0,275000,66,0,(Low),61178.19922,Polyline,3987,0.4097287309,(Negligible),164.596366,Not Balanced,5 (Catastrophic) - Not Balanced,2,606192,455000,Zone 2,0,10,2, ,1950,0.8495,R,(Negligible), ,(Low),0.3,0,15,118,0,CI,4196,2.5146,1,197.56155335,0.2090487714,7.04773349974455E-13,15,564.461581,4286,3,Yes,  PWL,5,37,16161.59961,0.0366451703,Not Balanced,21,0,30.049999,SL,1/0/1900 0:00,CI, ,631.049988,15,0,0,0,1,1171,No,0.0566911922,1,606193,564.461581,1/0/1900 0:00,1,15,0,631.0499878,0,4286,1,1950,164.930281,DUNDAS,20,MISSISSAUGA,ST W,5 (Catastrophic) - Not Balanced, ,2,5,W,H66 631.049987793
0,39.1,NO,0,P35,13477,282500,1,5, ,0,A,YES,523340,15,15,712.4000244,NO,Moderate,652,0,0,127,625000,3.585,0,0,104,600, ,1,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.041985872,LOCAL,0,CPP3, ,905000,0,5000,TRSUB-TRANSMISSION MAIN,15,743.579811,1,275000,26,0,(Low),1290.599976,Polyline,2426,0.5931889623,(Negligible),250.640859,Fail (Pressure),2 (Low),2,1607114,905000,Zone 4,0,10,4, ,1990,6.2393,R,(Negligible), ,(Low),1,0,15,180,0,CPP,2432,4.5577,0,520.5058677,0.1210360995,4.66509688662551E-14,0,1487.159622,2436,6,Yes,  PWL,10,595,340.940002,0.0294614908,1 (Negligible),26,0,27.4,CL,01-06-1990,CPP,W,712.400024,15,0,0,0,1,2131,No,0.0853976924,1,607115,1487.159622,01-06-1990,1,15,0,712.4000244,0,2436,1,1990,349.638513,BRISTOL,26,MISSISSAUGA,RD,2 (Low), ,2,5,I,P35 712.400024413999
48,n/a - flow failure,NO,0,P56,35193,1257500,0,3, ,0,A,YES,813643,5,0,485.0999756,NO,Low,1929,0,0,96,2500,986.806944,0,282500,110,300, ,0,0,360,0,ILDISTRIBUTION MAIN - LARGE DIAMETE,99328096,0.0092605835, ,0,DI, ,282500,349087.5,5000,ILDISTRIBUTION MAIN - LARGE DIAMETE,0,4.120508,0,275000,74,0,(Catastrophic) - Flow Failure,355251,Polyline,3701,0.0059819501,(Low),8.241016,Fail (Flow),5 (Catastrophic) - Flow Failure,5,6573545,0,Zone 4,0,5,4, ,1942,0.1028,GTAA,(Low), ,(Catastrophic) - Flow Failure,0.5,0,0,127,0,DI,3713,0.1702,0,2.8843556,15.4107212023,1.02895372316102E-14,0,8.241016,3735,3,Yes,  PWL,5,1255,93847.39844,0.0366451703,2 (Low),22,0,22.049999,C,1/0/1900 0:00,DI, ,485.099976,0,48,0,0,1,1171,No,11.6490490978,2,592772,8.241016,1/0/1900 0:00,2,15,0,485.0999756,0,3735,0,1942,8.241016,PIA RP,37,MISSISSAUGA, ,5 (Catastrophic) - Flow Failure, ,5,0,P,P56 485.099975586
0,37.9,NO,0,E50,14027,905000,0,3, ,0,A,YES,524063,15,15,474.6000061,NO,Low,2202,0,0,39,175000,26.071944,0,455000,84,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1979455706,LOCAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,407.515227,0,275000,42,0,(Low),9385.900391,Polyline,975,0.4395786078,(Negligible),290.571635,Fail (Pressure),2 (Low),2,607455,0,Zone 4,0,5,4, ,1974,3.5841,R,(Negligible), ,(Low),1,0,15,55,0,CPP,975,6.3128,0,285.2606589,0.067482141,2.19939522903489E-13,0,815.030454,977,4,Yes,  PWL,5,309,2479.48999,0.0333752697,1 (Negligible),21,0,22.6,C,01-01-1974,CPP, ,474.600006,0,0,0,0,1,1576,No,0.0478509727,1,601167,815.030454,01-01-1974,1,15,0,474.6000061,0,977,1,1974,290.571635,DREW,42,MISSISSAUGA,RD,2 (Low), ,2,5,I,E50 474.600006103999
0,Pass,NO,0,S48,7993,905000,0,3, ,0,A,YES,515873,5,0,395.8500061,NO,Low,1768,0,0,128,175000,0,0,455000,78.75,700, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,6.3981378846523E-05,COLLECTOR,0,TMCPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,15,2.5630165,0,275000,62,0,(Low),0,Polyline,2830,0.0052749734,(Negligible),5.126033,Pass,1 (Negligible),2,592697,0,Zone 3,0,0,3, ,1954,1.9191,R,(Negligible), ,(Low),1,0,0,135,0,CPP,2838,72.2985,0,1.79411155,26.3361550735,7.10904209405811E-17,0,5.126033,2842,7,Yes,  PWL_,10,467,0,0.0281523902,1 (Negligible),21,0,18.85,CL,01-01-1954,CPP, ,395.850006,0,0,0,0,1,826,No,24.9705766623,1,592698,5.126033,01-01-1954,1,15,0,395.8500061,0,2842,0,1954,5.126033,TOMKEN,62,MISSISSAUGA,RD,1 (Negligible), ,2,5,I,S48 395.850006103999
0,36.2,NO,0,J23,22228,1430000,0,3, ,0,A,YES,672240,15,15,414.75,NO,Low,2222,0,0,104,175000,25.073889,0,455000,78.75,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.2246066463,LOCAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,462.403014,0,275000,16,0,(Low),9026.599609,Polyline,1106,0.498784977,(Negligible),65.304798,Fail (Pressure),2 (Low),2,6449957,0,Zone 4,0,10,4, ,2000,1.2644,R,(Negligible), ,(Low),1,0,15,126,0,CPP,1200,0.9478,0,323.6821098,0.1362447867,2.49562940351908E-13,0,924.806028,1202,4,Yes,  PWL,5,426,2384.580078,0.0333752697,1 (Negligible),21,0,19.75,C,01-12-2000,CPP, ,414.75,0,0,0,0,1,1576,No,0.1124560144,1,6524324,924.806028,01-12-2000,1,15,0,414.75,0,1202,1,2000,91.098309,VIA ROMANO,16,BRAMPTON,WAY,2 (Low), ,2,5,I,J23 414.75
