Duration_1,CritPres2D,Tran_main,WL,GRPCODE,GDO_GID,InsigSum1A,WTR,criticality_model,Ex_Hi_2031,Hosp_Serv,INFRA_STAT,Active_Ope,HANSEN_COM,MI_SCR,STANDARD_CONFOR,CRITICAL_SCR,Remove_Seg,RiskThresh,FID,TRANS,InsigSum,BRKS_FVYRS,C06_Cost,NPA,LowSum1A,LowSum,MAXRISK,DIAMETER,Dia_x_lenO,FLP,Hospital,PCU,Priority,Source,TOT_RES,HL,ST_CLASS,HDL,MATERIAL,Dia_x_len,SumCost,Demand_Met,C08_Cost,CAM_CATEG1,HEAD_LOSS_SCR,Maintenance_Cost,School,C07_Cost,Age,Med_Centre,OPSC_TEXT,DNMMLD,Shape *,OBJECTID_1,MI,DSC_TEXT,Shape_Le_1,Crit_Rests,CritConsSc,PCScore,FRM_NODE,MedSum,Pres_Zone,HighSum,RSL_SCR,WPZ,SOGR_HANSN,INST_YR,MAFIP,WM_WATERMA,DCSDesc,New_Seg,PCSDesc,Mat_Fact,HWY,ENVMT_SCR,TotBrks,HEU,Group_Mat,OBJECTID,DNM, Normalized Quality - test result Score,Operation_Cost,TotBrks_Lenght,R,QUALIT_SCR,Shape_Leng,GISIDForm,WM_WATERM1,A2031,WM_WATERM2,DIA_SCR,OID_,SEVERITY,f,DCS,TOTCNSQS,RWY,TOT_LV,SOIL,INSTALL_DA,MATERIAL_CD,ST_DIR,MaxTOTRISK,ACCESS_SCR,DURATION,LT_CARE,Airp_Serv,BRKS_FVYRS_SCR,REPLC_COST,TM,BRKS_FV_YRS_L,DCScore,TO_NODE,LEN_M,INSTDATE,DSC_NUM,BRK_SCR,HPU,SCORE,ExtSum,GISID,ESA,YR_INSTALL,Shape_Le_2,ST_NAME,RSL,CITY,ST_TYPE,OPSC,Adj_Length,OPSC_NUM,condition_model,DRAINAGE,Grp_C_Risk
0,39.2,YES,0,T19,10022,455000,0,6, ,0,A,YES,518836,10,15,824.2000122,NO,High,1056,1,0,60,2500,1193.281111,0,0,130,900, ,0,0,360,60,RATRANSMISSION MAIN,0,0.0002045292,LOCAL,0,TMCI, ,2002500,0,750000,RATRANSMISSION MAIN,15,30.9332185,0,1250000,53,0,(Low),429581,Polyline,279,0.0248518296,(Negligible),61.866437,Fail (Pressure),2 (Low),2,603754,0,Zone 1,2002500,10,1, ,1963,49.1138,R,(Negligible), ,(Low),0.3,0,15,175,0,CI,279,43.1641,0,21.65325295,2.8286742939,2.27254643086889E-16,0,61.866437,279,9,Yes,  PWL_,15,19,113483,0.0261978464,1 (Negligible),26,1,31.700001,SL,01-10-1965,CI, ,824.200012,15,0,0,0,1,2116,Yes,0.9698311865,1,603753,61.866437,01-10-1965,1,15,0,824.2000122,0,279,1,1963,61.866437,EASEMENT,16,MISSISSAUGA, ,2 (Low), ,2,5,W,T19 824.200012206999
0,38.3,NO,0,D12,35904,332500,0,4, ,0,A,YES,838023,15,15,537.5999756,NO,Moderate,2445,0,0,30,175000,17.083333,0,0,84,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.3790386919,LOCAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,780.335918,0,275000,27,0,(Low),6150,Polyline,1901,0.8417329065,(Negligible),35.620577,Fail (Pressure),2 (Low),2,596364,455000,Zone 4,0,10,4, ,1989,5.1712,R,(Negligible), ,(Low),1,0,15,137,0,CPP,1966,2.3958,0,546.2351426,0.087782708,4.21154102075739E-13,0,1560.671836,1970,4,Yes,  PWL,5,945,1624.660034,0.0333752697,1 (Negligible),21,0,25.6,C,01-01-1989,CPP, ,537.599976,0,0,0,0,1,1576,No,0.0192224908,1,6576105,1560.671836,01-01-1989,1,15,0,537.5999756,0,1970,1,1989,56.431212,DEVON,27,BRAMPTON,RD,2 (Low), ,2,5,I,D12 537.599975586
0,35.9,NO,0,D23,21459,282500,0,5, ,0,A,YES,661179,15,15,626.4000244,NO,Moderate,1380,0,0,3,52500,29.125556,0,0,96,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1953253559,ARTERIAL,1,CPP, ,1677500,0,375000,TRSUB-TRANSMISSION MAIN,0,402.120929,0,1250000,37,0,(Low),10485.2002,Polyline,1393,0.4337598853,(Negligible),58.845304,Fail (Pressure),2 (Low),2,6519165,1677500,Zone 1,0,5,1, ,1979,1.374,R,(Negligible), ,(Low),1,0,15,8,1,CPP,1180,1.9186,0,281.4846503,0.0099472564,2.17028173216624E-13,0,804.241858,1182,4,Yes,  PWL,5,717,2769.899902,0.0333752697,1 (Negligible),24,0,26.1,CL,01-01-1979,CPP, ,626.400024,10,0,0,0,1,1576,No,0.0037302212,1,6519084,804.241858,01-01-1979,1,5,0,626.4000244,0,1182,1,1979,31.119288,ROYAL WINDSOR,37,MISSISSAUGA,DR,2 (Low), ,2,5,I,D23 626.400024413999
0,37.1,NO,0,D18,23019,455000,0,6, ,0,A,YES,688723,15,0,834.6000366,NO,High,2254,0,0,145,175000,28.099444,0,0,130,400, ,0,0,360,55,TRSUB-TRANSMISSION MAIN,0,0.1482764187,ARTERIAL,0,CPP3, ,1430000,0,5000,TRSUB-TRANSMISSION MAIN,0,305.2601695,0,1250000,21,0,(Low),10115.7998,Polyline,1244,0.3292781016,(Negligible),371.22375,Fail (Pressure),2 (Low),2,16529344,0,Zone 4,1430000,10,4, ,1995,1.5006,R,(Negligible), ,(Low),1,1,0,150,0,CPP,1252,5.8242,0,213.68211865,0.2456920604,1.64751576365681E-13,0,610.520339,1254,4,Yes,  PWL,5,89,2672.310059,0.0333752697,1 (Negligible),26,1,32.099998,C,01-05-1995,CPP, ,834.600037,15,0,0,0,1,1576,No,0.237502325,1,6529445,610.520339,01-05-1995,1,15,0,834.6000366,0,1254,0,1995,371.22375,BRAMALEA,21,BRAMPTON,RD,2 (Low), ,2,5,I,D18 834.600036620999
0,34,NO,0,R01,9405,1430000,0,4, ,0,A,YES,518055,15,15,587.5999756,NO,Moderate,588,0,0,137,175000,2229.613333,0,0,104,600, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.019041111,LOCAL,0,CPP, ,825000,0,375000,TRSUB-TRANSMISSION MAIN,15,337.222619,0,275000,44,0,(Moderate),802661,Polyline,2318,0.2690185135,(Negligible),264.105658,Fail (Pressure),3 (Moderate),3,603181,825000,Zone 3,0,5,3, ,1972,23.63,R,(Negligible), ,(Moderate),1,0,15,177,0,CPP,2326,34.631,0,236.0558333,0.262437912,2.11567899870886E-14,0,674.445238,2330,6,Yes,  PWL,10,804,212041,0.0294614908,1 (Negligible),26,0,22.6,C,01-01-1972,CPP, ,587.599976,0,0,0,0,1,2131,No,0.2031299093,1,603183,674.445238,01-01-1972,1,15,0,587.5999756,0,2330,1,1972,264.105658,SHERIDAN PARK,44,MISSISSAUGA,DR,3 (Moderate), ,3,4,I,R01 587.599975586
0,37.7,NO,0,Y30,11302,1800000,0,3, ,0,A,YES,520703,15,15,458.1000061,NO,Moderate,1258,0,0,3,2500,14.098333,0,0,72,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1101640317,COLLECTOR,0,CPP, ,282500,0,5000,TRSUB-TRANSMISSION MAIN,0,226.797297,0,275000,40,0,(Low),5075.399902,Polyline,857,0.2446417544,(Negligible),118.490933,Fail (Pressure),2 (Low),2,605716,282500,Zone 2,0,5,2, ,1976,4.1011,R,(Negligible), ,(Low),1,0,15,72,0,CPP,838,5.4066,0,158.7581079,0.1587320505,1.22404479619558E-13,0,453.594594,840,4,Yes,  PWL,5,1111,1340.780029,0.0333752697,1 (Negligible),18,0,25.450001,CL,01-01-1976,CPP, ,458.100006,0,0,0,0,1,1576,No,0.0066138354,1,605717,453.594594,01-01-1976,1,5,0,458.1000061,0,840,1,1976,158.889096,MISSISSAUGA VALLEY,40,MISSISSAUGA,BLVD,2 (Low), ,2,5,I,Y30 458.100006103999
0,37.7,NO,0,T34,3291,332500,0,4, ,0,A,YES,510457,15,0,585.3499756,NO,Moderate,3174,0,0,35,175000,19.129722,0,0,92,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.2458686746,ARTERIAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,506.1756545,0,275000,34,0,(Low),6886.700195,Polyline,485,0.5460016578,(Negligible),23.933039,Fail (Pressure),2 (Low),2,599723,455000,Zone 5,0,5,5, ,1982,0.4247,R,(Negligible), ,(Low),1,0,0,120,0,CPP,484,5.1223,0,354.32295815,0.1185359261,2.73187416273138E-13,0,1012.351309,485,4,Yes,  PWL,5,814,1819.27002,0.0333752697,1 (Negligible),23,0,25.450001,CL,01-01-1982,CPP,N,585.349976,0,0,0,0,1,1576,No,0.0345729785,1,599514,1012.351309,01-01-1982,1,15,0,585.3499756,0,485,0,1982,105.02314,MAIN,34,BRAMPTON,ST,2 (Low), ,2,5,I,T34 585.349975586
0,38.2,NO,0,P05,32295,282500,0,3, ,0,A,YES,782685,15,15,472.8000183,NO,Low,2377,0,0,74,175000,9.402222,0,1430000,90,400, ,1,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1523602651,LOCAL,0,CPP, ,1430000,0,5000,TRSUB-TRANSMISSION MAIN,0,313.6676805,0,1250000,16,0,(Low),3384.800049,Polyline,1687,0.3383471173,(Negligible),167.577943,Fail (Pressure),2 (Low),2,6567349,0,Zone 4,0,10,4, ,2000,3.3554,R,(Negligible), ,(Low),1,1,0,80,0,CPP,1693,3.9256,0,219.56737635,0.1275234986,1.6928918339391E-13,0,627.335361,1696,4,Yes,  PWL,5,312,894.169983,0.0333752697,1 (Negligible),24,0,19.700001,C,15-02-2000,CPP, ,472.800018,15,0,0,0,1,1576,No,0.1179592362,1,608364,627.335361,15-02-2000,1,15,0,472.8000183,0,1696,0,2000,122.7439,FARMHOUSE,16,BRAMPTON,CT,2 (Low), ,2,5,I,P05 472.800018310999
0,38.7,NO,0,P31,15753,1257500,1,5, ,0,A,YES,526041,15,15,630.2000122,NO,Moderate,1148,0,0,83,175000,5.425,0,0,92,400, ,1,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0947143172,COLLECTOR,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,194.9906045,0,275000,33,0,(Low),1953,Polyline,650,0.2103325049,(Negligible),282.328198,Fail (Pressure),2 (Low),2,592601,455000,Zone 3,0,5,3, ,1983,2.0321,R,(Negligible), ,(Low),1,0,15,134,0,CPP,1014,6.3857,0,136.49342315,0.3436062992,1.05238130216893E-13,0,389.981209,1016,4,Yes,  PWL,5,704,515.927978,0.0333752697,1 (Negligible),23,0,27.4,CL,01-01-1983,CPP, ,630.200012,15,0,0,0,1,1576,No,0.2128307674,1,592633,389.981209,01-01-1983,1,15,0,630.2000122,0,1016,0,1983,49.889731,SISMET,33,MISSISSAUGA,RD,2 (Low), ,2,5,I,P31 630.200012206999
0,39.4,NO,0,J30,35681,1627500,0,3, ,0,A,YES,836093,15,0,375.25,NO,Low,2458,0,0,69,52500,0.467222,0,332500,71.25,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1921105672,COLLECTOR,0,YPCPP, ,332500,0,5000,TRSUB-TRANSMISSION MAIN,0,395.5025675,0,275000,5,0,(Low),168.199997,Polyline,1934,0.4266207898,(Negligible),20.816051,Fail (Pressure),2 (Low),2,6575629,0,Zone 4,0,15,4, ,2011,7.0809,R,(Negligible), ,(Low),1,0,0,136,0,CPP,1938,8.5383,0,276.85179725,0.1719331443,2.13456185780893E-13,0,791.005135,1942,4,Yes,  PWLB,5,492,44.433701,0.0333752697,1 (Negligible),19,0,19.75,C,09-05-2011,CPP, ,375.25,0,0,0,0,1,1576,No,0.0872307864,1,6575627,791.005135,09-05-2011,1,15,0,375.25,0,1942,0,2011,78.706929,TOMKEN,5,MISSISSAUGA,RD,2 (Low), ,2,5,I,J30 375.25
0,29.2,YES,0,J31,9925,332500,0,4, ,0,A,YES,518724,15,15,621.25,NO,High,1881,1,0,7,625000,109344.5719,0,0,87.5,1500, ,0,0,360,135,RATRANSMISSION MAIN,0,0.000194185,LOCAL,0,TMCPP, ,2625000,0,750000,RATRANSMISSION MAIN,15,433.890262,1,1250000,46,0,(Severe),39364000,Polyline,3319,0.2909717733,(Negligible),867.780524,Fail (Pressure),4 (Severe),4,603581,0,Zone 1,2625000,5,1, ,1970,184.1029,R,(Negligible), ,(Severe),1,0,15,17,0,CPP,3327,140.153,0,303.7231834,0.0195902069,2.15761081840703E-16,0,867.780524,3340,15,Yes,  PWL_,15,123,10398900,0.0228042027,1 (Negligible),35,1,17.75,CL,01-01-1970,CPP, ,621.25,15,0,0,0,1,2535,Yes,0.0080665558,1,604701,867.780524,01-01-1970,1,10,0,621.25,0,3340,1,1970,867.780524,EASEMENT,46,MISSISSAUGA, ,4 (Severe), ,4,1,I,J31 621.25
4.5,n/a - flow failure,NO,0,I47,8450,455000,0,5, ,0,A,YES,516634,15,0,673.75,NO,Moderate,1178,0,0,14,2500,1081.002222,0,0,100,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,12467700,0.3843394312,ARTERIAL,0,CPP3, ,282500,389186.1,5000,TRSUB-TRANSMISSION MAIN,0,791.2486755,0,275000,29,0,(Catastrophic) - Flow Failure,389161,Polyline,722,0.8535042819,(Low),16.388543,Fail (Flow),5 (Catastrophic) - Flow Failure,5,1592779,282500,Zone 4,0,0,4, ,1987,2.0767,R,(Low), ,(Catastrophic) - Flow Failure,1,0,0,150,0,CPP,723,2.7828,0,553.87407285,0.0947868885,4.27043812494122E-13,0,1582.497351,725,4,Yes,  PWL,5,1173,102805,0.0333752697,3 (Moderate),25,0,26.950001,C,01-01-1987,CPP, ,673.75,0,4.5,0,0,1,1576,No,0.0088467763,2,592748,1582.497351,01-01-1987,2,15,0,673.75,0,725,0,1987,149.08976,AIRPORT,29,MISSISSAUGA,RD,5 (Catastrophic) - Flow Failure, ,5,0,P,I47 673.75
0,37.7,NO,0,P25,5706,455000,0,4, ,0,A,YES,513305,15,15,610.8000488,NO,Moderate,530,0,0,2,625000,17.797222,0,0,96,600, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0408819318,COLLECTOR,0,CPP, ,905000,0,5000,TRSUB-TRANSMISSION MAIN,15,724.0287665,0,275000,22,0,(Low),6407,Polyline,2245,0.5775921647,(Negligible),3.500041,Fail (Pressure),2 (Low),2,595151,905000,Zone 4,0,10,4, ,1994,3.1322,R,(Negligible), ,(Low),1,0,15,29,0,CPP,2259,1.9179,0,506.82013655,0.0200268286,4.54243686348076E-14,0,1448.057533,2263,6,Yes,  PWL,10,759,1692.550049,0.0294614908,1 (Negligible),24,0,25.450001,CL,01-01-1994,CPP, ,610.800049,0,0,0,0,1,2131,No,0.0013811606,1,595150,1448.057533,01-01-1994,1,5,0,610.8000488,0,2263,1,1994,21.417204,TERRY FOX,22,MISSISSAUGA,WAY,2 (Low), ,2,5,I,P25 610.800048827999
0,37.3,NO,0,R49,13523,332500,0,4, ,0,A,YES,523395,15,15,509,NO,Moderate,1659,0,0,83,2500,3007.53,0,0,80,600, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0239981079,ARTERIAL,0,CPP, ,282500,0,5000,TRSUB-TRANSMISSION MAIN,15,425.012217,0,275000,34,0,(Low),1082710,Polyline,2359,0.339052449,(Negligible),11.929676,Fail (Pressure),2 (Low),2,606672,282500,Zone 3,0,5,3, ,1982,11.5124,R,(Negligible), ,(Low),1,0,15,111,0,CPP,2442,26.59,0,297.5085519,0.1305844815,2.66645643275071E-14,0,850.024434,2446,6,Yes,  PWL,10,1018,286022,0.0294614908,1 (Negligible),20,0,25.450001,CL,01-01-1982,CPP, ,509,0,0,0,0,1,2131,No,0.097644252,1,607137,850.024434,01-01-1982,1,15,0,509,0,2446,1,1982,188.936558,CAWTHRA,34,MISSISSAUGA,RD,2 (Low), ,2,5,I,R49 509
0,38.2,NO,0,U45,34511,332500,0,3, ,0,A,YES,808976,15,0,415.7999878,NO,Low,477,0,0,4,175000,12.345833,0,1430000,82.5,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0849653123,ARTERIAL,0,CPP3, ,1430000,0,5000,TRSUB-TRANSMISSION MAIN,0,174.9200975,0,1250000,7,0,(Low),4444.5,Polyline,1798,0.1886828463,(Negligible),179.560606,Fail (Pressure),2 (Low),2,16573096,0,Zone 4,0,15,4, ,2009,6.4146,R,(Negligible), ,(Low),1,0,0,19,0,CPP,1808,6.6008,0,122.44406825,0.0543105117,9.44059025072498E-14,0,349.840195,1812,4,Yes,  PWL,5,422,1174.109985,0.0333752697,1 (Negligible),22,0,18.9,CL,01-12-2009,CPP, ,415.799988,0,0,0,0,1,1576,No,0.0114337919,1,6573110,349.840195,01-12-2009,1,5,0,415.7999878,0,1812,0,2009,68.114961,ERIN MILLS,7,MISSISSAUGA,PKWY,2 (Low), ,2,5,I,U45 415.799987793
0,39,NO,0,O27,12680,282500,0,4, ,0,A,YES,522397,15,15,598.75,NO,Moderate,2432,0,0,38,175000,9.324722,0,0,100,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.3051418273,LOCAL,0,CPP, ,825000,0,375000,TRSUB-TRANSMISSION MAIN,0,628.2026955,0,275000,55,0,(Low),3356.899902,Polyline,1856,0.6776298111,(Negligible),781.106651,Fail (Pressure),2 (Low),2,592793,825000,Zone 4,0,0,4, ,1961,4.4071,R,(Negligible), ,(Low),1,0,15,65,0,CPP,916,5.0581,0,439.74188685,0.0517348942,3.3904647478352E-13,0,1256.405391,918,4,Yes,  PWL,5,789,886.799011,0.0333752697,1 (Negligible),25,0,23.950001,C,01-01-1961,CPP,E,598.75,0,0,0,0,1,1576,No,0.0302450151,1,592788,1256.405391,01-01-1961,1,15,0,598.75,0,918,1,1961,115.14259,COURTNEYPARK,55,MISSISSAUGA,DR,2 (Low), ,2,5,I,O27 598.75
48,n/a - flow failure,NO,0,O66,9543,2255000,0,6, ,0,A,YES,518239,15,15,800.3999634,NO,High,968,0,0,19,175000,77.4775,0,0,116,400, ,0,0,360,72,LAKE_BASED_WATERMAIN,9761480,0.1401453541,ARTERIAL,0,DI, ,825000,33255.5,375000,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,288.5205545,0,275000,41,0,(Catastrophic) - Flow Failure,27891.90039,Polyline,3872,0.3112214103,(Negligible),577.041109,Fail (Flow),5 (Catastrophic) - Flow Failure,5,602925,0,Zone 3,825000,10,3, ,1975,0.0081,R,(Negligible), ,(Catastrophic) - Flow Failure,0.5,0,15,79,0,CPP,4086,0.0157,0,201.96438815,0.136905324,1.55717060124922E-13,0,577.041109,4138,3,Yes,  PWL,5,131,7368.259766,0.0333752697,1 (Negligible),29,0,27.6,C,1/0/1900 0:00,DI, ,800.399963,0,48,0,0,1,1576,No,0.0329265969,1,602926,577.041109,1/0/1900 0:00,1,15,0,800.3999634,0,4138,1,1975,577.041109,WINSTON CHURCHILL BV,21,MISSISSAUGA, ,5 (Catastrophic) - Flow Failure, ,5,0,I,O66 800.399963379
0,39.9,NO,0,C57,11072,2625000,0,3, ,0,A,YES,520345,5,15,471.75,NO,Moderate,1934,0,0,37,2500,0.017222,0,0,75,150, ,0,0,360,0,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,0.2845337745,ARTERIAL,0,CI, ,282500,0,5000,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,3.096815,0,275000,116,0,(Low),6.2,Polyline,3717,0.0060029481,(Negligible),6.19363,Fail (Pressure),2 (Low),2,605425,282500,Zone 2,0,5,2, ,1900,1.6938,R,(Negligible), ,(Low),0.3,0,15,51,0,CI,3729,1.8998,1,2.1677705,8.2342664964,3.16148638289228E-13,15,6.19363,3753,1,Yes,  PWL,5,50,1.63787,0.0468163701,1 (Negligible),15,0,31.450001,CL,1/0/1900 0:00,CI, ,471.75,0,0,0,0,1,877,No,5.973879615,1,605424,6.19363,1/0/1900 0:00,1,15,0,471.75,0,3753,1,1900,6.19363,DIXIE RD,35,MISSISSAUGA, ,2 (Low), ,2,5,W,C57 471.75
0,38.4,NO,0,P20,12313,282500,0,4, ,0,A,YES,521979,15,15,578.5,NO,Moderate,1468,0,0,44,625000,5.561389,0,0,104,450, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0944686703,LOCAL,0,CPP, ,1880000,0,5000,TRSUB-TRANSMISSION MAIN,0,363.6933935,0,1250000,71,0,(Low),2002.099976,Polyline,1678,0.748521512,(Negligible),137.844861,Fail (Pressure),2 (Low),2,605052,1880000,Zone 1,0,0,1, ,1945,5.1834,R,(Negligible), ,(Low),1,0,15,110,0,CPP,903,3.4555,0,254.58537545,0.1512262829,1.04965189266442E-13,0,727.386787,905,4,Yes,  PWL,10,845,528.898987,0.0321616143,1 (Negligible),26,0,22.25,S,01-01-1945,CPP, ,578.5,0,0,0,0,1,826,No,0.0604905131,1,604893,727.386787,01-01-1945,1,15,0,578.5,0,905,1,1945,84.329447,HURONTARIO,71,MISSISSAUGA,ST,2 (Low), ,2,5,W,P20 578.5
4.5,n/a - flow failure,NO,0,I47,8450,455000,0,5, ,0,A,YES,516634,15,0,673.75,NO,Moderate,1179,0,0,53,2500,1081.002222,0,0,100,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,12467700,0.3843394312,ARTERIAL,0,CPP3, ,282500,389186.1,5000,TRSUB-TRANSMISSION MAIN,0,791.2486755,0,275000,29,0,(Catastrophic) - Flow Failure,389161,Polyline,723,0.8535042819,(Low),16.388543,Fail (Flow),5 (Catastrophic) - Flow Failure,5,1592779,282500,Zone 4,0,0,4, ,1987,2.0767,R,(Low), ,(Catastrophic) - Flow Failure,1,0,0,71,0,CPP,723,2.7828,0,553.87407285,0.0448657939,4.27043812494122E-13,0,1582.497351,725,4,Yes,  PWL,5,1173,102805,0.0333752697,3 (Moderate),25,0,26.950001,C,01-01-1987,CPP, ,673.75,0,4.5,0,0,1,1576,No,0.0334913673,2,592748,1582.497351,01-01-1987,2,15,0,673.75,0,725,0,1987,16.388543,AIRPORT,29,MISSISSAUGA,RD,5 (Catastrophic) - Flow Failure, ,5,0,P,I47 673.75
0,36.8,NO,0,J50,16065,455000,1,5, ,0,A,YES,526406,15,15,657.7999878,NO,Moderate,2695,0,0,5,625000,23.260278,0,0,104,900, ,1,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.0033357002,COLLECTOR,0,TMCPP, ,905000,0,5000,TRSUB-TRANSMISSION MAIN,15,504.494976,0,275000,34,0,(Low),8373.700195,Polyline,3020,0.4053125989,(Negligible),419.204814,Fail (Pressure),2 (Low),2,596823,905000,Zone 4,0,5,4, ,1982,33.3009,R,(Negligible), ,(Low),1,0,15,26,0,CPP,3113,8.7885,0,353.1464832,0.0257683438,3.70633355562431E-15,0,1008.989952,3118,9,Yes,  PWL_,15,657,2212.100098,0.0261978464,1 (Negligible),26,0,25.299999,C,01-01-1982,CPP, ,657.799988,15,0,0,0,1,2116,Yes,0.0049554507,1,607332,1008.989952,01-01-1982,1,0,0,657.7999878,0,3118,1,1982,7.588505,WALKER,34,BRAMPTON,DR,2 (Low), ,2,5,I,J50 657.799987793
0,36.7,NO,0,O48,25145,1880000,0,3, ,0,A,YES,702278,15,0,454.25,NO,Low,2287,0,0,62,175000,21.883889,0,455000,86.25,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.3769487045,ARTERIAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,776.0332115,0,275000,14,0,(Low),7878.200195,Polyline,1335,0.8370916622,(Negligible),74.410988,Fail (Pressure),2 (Low),2,6541525,0,Zone 5,0,15,5, ,2002,3.7073,R,(Negligible), ,(Low),1,0,0,114,0,CPP,1352,2.6643,0,543.22324805,0.0734504647,4.18831893843742E-13,0,1552.066423,1354,4,Yes,  PWL,5,345,2081.199951,0.0333752697,1 (Negligible),23,0,19.75,C,01-06-2002,CPP,S,454.25,0,0,0,0,1,1576,No,0.039946744,1,6541588,1552.066423,01-06-2002,1,15,0,454.25,0,1354,0,2002,2.999901,KENNEDY,14,BRAMPTON,RD,2 (Low), ,2,5,I,O48 454.25
0,36.6,NO,0,N04,10938,1307500,0,3, ,0,A,YES,520142,15,15,446.2499695,NO,Low,1398,0,0,36,175000,29.584167,0,455000,84,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1115508042,LOCAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,229.6522785,0,275000,52,0,(Low),10650.2998,Polyline,1453,0.2477213664,(Negligible),63.051184,Fail (Pressure),2 (Low),2,605071,0,Zone 2,0,0,2, ,1964,4.7985,R,(Negligible), ,(Low),1,0,15,99,0,CPP,830,1.8294,0,160.75659495,0.2155432566,1.23945338040066E-13,0,459.304557,832,4,Yes,  PWL,5,359,2813.51001,0.0333752697,1 (Negligible),21,0,21.25,S,01-01-1964,CPP, ,446.24997,0,0,0,0,1,1576,No,0.078379366,1,605103,459.304557,01-01-1964,1,15,0,446.2499695,0,832,1,1964,16.044248,CONFEDERATION,52,MISSISSAUGA,PKWY,2 (Low), ,2,5,W,N04 446.249969481999
0,38.5,NO,0,H56,33360,1430000,0,2, ,0,A,YES,793528,5,0,327.7500305,NO,Low,3864,0,1430000,41,175000,6.809167,0,0,71.25,300, ,0,0,360,0,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,0.0085179313,LOCAL,0,PVC, ,1430000,0,5000,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,3.790064,0,1250000,6,0,(Low),2451.300049,Polyline,3693,0.0055022278,(Negligible),7.580128,Fail (Pressure),2 (Low),2,6570094,0,Zone 7,0,15,7, ,2010,1.9566,R,(Negligible), ,(Low),0.1,1,0,177,0,PVC,3705,1.5217,0,2.6530448,23.3505291731,9.4643681405753E-15,0,7.580128,3727,3,Yes,  PWL,5,1454,647.565002,0.0366451703,1 (Negligible),19,0,17.25,CL,1/0/1900 0:00,PVC, ,327.75003,15,0,0,0,1,1171,No,5.408879639,1,6570086,7.580128,1/0/1900 0:00,1,15,0,327.7500305,0,3727,0,2010,7.580128,KENNEDY RD,1,CALEDON, ,2 (Low), ,2,5,W,H56 327.750030518
0,38.7,NO,0,P40,32073,455000,0,4, ,0,A,YES,781226,15,15,516.3499756,NO,Low,1461,0,0,19,175000,32.341667,0,455000,92,400, ,0,0,360,0,TRSUB-TRANSMISSION MAIN,0,0.1753023707,ARTERIAL,0,CPP, ,455000,0,5000,TRSUB-TRANSMISSION MAIN,0,360.899136,0,275000,48,0,(Low),11643,Polyline,1660,0.3892947533,(Negligible),24.678001,Fail (Pressure),2 (Low),2,6567107,0,Zone 3,0,5,3, ,1968,1.0144,R,(Negligible), ,(Low),1,0,15,43,0,CPP,1669,1.9076,0,252.6293952,0.0595734316,1.9478041194304E-13,0,721.798272,1672,4,Yes,  PWL,5,241,3075.76001,0.0333752697,1 (Negligible),23,0,22.450001,CL,01-01-1968,CPP, ,516.349976,0,0,0,0,1,1576,No,0.0263231442,1,592660,721.798272,01-01-1968,1,15,0,516.3499756,0,1672,1,1968,430.926649,MAINGATE,48,MISSISSAUGA,DR,2 (Low), ,2,5,I,P40 516.349975586
