FID,MITIGATION_Level_PAN,mitigation_model_pred
316,1.0,1.0
379,1.0,1.0
1298,2.0,2.0
2628,2.0,2.0
2842,2.0,2.0
1968,2.0,2.0
714,3.0,3.0
4073,2.0,3.0
1591,2.0,2.0
3822,2.0,1.0
2568,3.0,3.0
666,3.0,3.0
2021,2.0,2.0
1807,3.0,3.0
1182,2.0,2.0
616,3.0,3.0
402,2.0,2.0
3237,2.0,2.0
1839,3.0,3.0
3654,2.0,2.0
2085,2.0,2.0
3740,2.0,2.0
3376,1.0,1.0
3141,1.0,1.0
3791,2.0,2.0
2691,2.0,3.0
793,2.0,2.0
1131,3.0,2.0
3140,2.0,2.0
3108,2.0,2.0
468,1.0,1.0
224,2.0,1.0
3449,2.0,2.0
2613,2.0,3.0
850,3.0,3.0
4022,2.0,1.0
3824,3.0,3.0
3187,2.0,1.0
2767,2.0,2.0
2203,2.0,2.0
408,2.0,2.0
2317,2.0,2.0
1203,2.0,2.0
1860,3.0,3.0
3418,2.0,3.0
3511,2.0,3.0
634,3.0,3.0
2166,2.0,2.0
2097,2.0,1.0
3312,2.0,2.0
3653,2.0,2.0
1158,2.0,2.0
977,2.0,2.0
1580,2.0,2.0
1988,2.0,2.0
1293,2.0,2.0
1338,2.0,2.0
697,3.0,3.0
221,1.0,1.0
3347,1.0,1.0
808,2.0,2.0
2555,2.0,2.0
3727,2.0,2.0
3016,2.0,1.0
1194,2.0,2.0
2346,2.0,2.0
2839,2.0,2.0
2699,2.0,2.0
2995,2.0,2.0
3543,2.0,2.0
2390,2.0,2.0
417,1.0,1.0
2595,3.0,3.0
392,2.0,2.0
576,3.0,3.0
121,1.0,1.0
2180,1.0,1.0
2635,2.0,2.0
244,2.0,2.0
2730,2.0,2.0
3268,2.0,2.0
3886,2.0,2.0
609,2.0,3.0
2351,2.0,2.0
2879,2.0,2.0
3393,1.0,1.0
1219,2.0,2.0
625,3.0,3.0
2013,2.0,1.0
3314,2.0,2.0
3146,2.0,2.0
1348,2.0,2.0
3077,2.0,2.0
163,2.0,2.0
2618,3.0,3.0
1814,3.0,3.0
139,1.0,1.0
4078,2.0,2.0
104,1.0,1.0
1696,2.0,3.0
1562,2.0,2.0
350,1.0,1.0
560,2.0,2.0
2466,2.0,2.0
1734,3.0,3.0
129,1.0,1.0
1271,2.0,2.0
633,3.0,3.0
2050,1.0,1.0
140,1.0,1.0
1863,3.0,3.0
650,3.0,3.0
3646,2.0,2.0
3678,2.0,2.0
2028,2.0,1.0
868,3.0,3.0
504,2.0,2.0
3655,2.0,2.0
2967,2.0,2.0
2825,3.0,3.0
3370,1.0,1.0
2286,1.0,1.0
374,2.0,2.0
3500,2.0,3.0
234,2.0,1.0
1260,2.0,2.0
3563,2.0,2.0
3831,2.0,2.0
3071,2.0,1.0
3650,2.0,2.0
1733,3.0,3.0
3680,2.0,3.0
3666,2.0,3.0
1277,2.0,2.0
4074,2.0,2.0
737,2.0,2.0
1524,2.0,2.0
1435,1.0,1.0
3089,3.0,2.0
3466,2.0,2.0
2331,2.0,2.0
1253,2.0,2.0
3738,2.0,2.0
3518,2.0,3.0
3029,2.0,2.0
1810,3.0,3.0
1699,3.0,3.0
702,2.0,2.0
3269,2.0,2.0
1728,2.0,2.0
656,3.0,3.0
2102,1.0,1.0
2747,2.0,2.0
256,2.0,2.0
424,2.0,2.0
3407,2.0,2.0
2032,1.0,1.0
3805,2.0,2.0
1523,1.0,1.0
2197,2.0,2.0
806,3.0,3.0
2515,2.0,2.0
3583,3.0,3.0
2631,2.0,2.0
1396,2.0,2.0
3041,2.0,1.0
3501,2.0,2.0
376,2.0,2.0
1156,2.0,2.0
3773,2.0,2.0
3492,2.0,3.0
1840,3.0,3.0
2998,3.0,3.0
2328,2.0,2.0
157,2.0,2.0
1947,2.0,2.0
383,1.0,1.0
1636,3.0,3.0
1643,3.0,3.0
475,1.0,1.0
3750,2.0,2.0
786,2.0,3.0
209,2.0,2.0
2313,1.0,1.0
2316,1.0,1.0
2915,2.0,2.0
101,1.0,1.0
2362,1.0,1.0
699,3.0,3.0
3211,1.0,1.0
16,2.0,2.0
1578,2.0,2.0
1650,3.0,3.0
969,3.0,3.0
1456,2.0,2.0
179,2.0,2.0
2486,1.0,1.0
196,2.0,2.0
3502,2.0,3.0
2726,3.0,3.0
3572,2.0,2.0
281,1.0,1.0
1571,2.0,2.0
3739,2.0,2.0
1535,1.0,1.0
2133,2.0,2.0
1090,3.0,3.0
1409,2.0,2.0
2151,2.0,2.0
764,3.0,3.0
877,2.0,2.0
3336,1.0,1.0
3728,2.0,2.0
4008,2.0,1.0
46,1.0,1.0
514,3.0,3.0
3375,1.0,1.0
214,2.0,2.0
2661,3.0,3.0
2866,2.0,2.0
258,2.0,2.0
953,2.0,2.0
2503,2.0,2.0
3875,1.0,2.0
3038,2.0,2.0
3241,2.0,2.0
511,3.0,3.0
2303,1.0,1.0
1078,3.0,2.0
2155,2.0,2.0
2987,2.0,2.0
523,3.0,3.0
1423,2.0,2.0
3024,2.0,2.0
3366,2.0,2.0
2630,2.0,2.0
1228,2.0,2.0
898,3.0,3.0
546,2.0,2.0
1978,2.0,2.0
3916,2.0,1.0
2189,2.0,2.0
2150,2.0,1.0
564,2.0,2.0
3341,1.0,1.0
876,3.0,3.0
1754,2.0,2.0
2108,1.0,1.0
763,3.0,3.0
2410,2.0,2.0
102,2.0,2.0
2748,2.0,2.0
1658,3.0,3.0
1727,3.0,3.0
2470,2.0,2.0
203,2.0,2.0
604,3.0,3.0
667,2.0,3.0
3881,2.0,2.0
477,1.0,1.0
202,2.0,2.0
3837,2.0,1.0
2811,2.0,3.0
1929,1.0,2.0
2669,2.0,2.0
3780,2.0,2.0
111,2.0,2.0
143,1.0,1.0
3103,2.0,2.0
707,3.0,3.0
3990,2.0,3.0
787,2.0,3.0
1197,2.0,2.0
2465,2.0,2.0
3315,2.0,2.0
845,2.0,3.0
4079,2.0,2.0
3068,1.0,1.0
259,2.0,2.0
342,1.0,1.0
1413,2.0,2.0
2721,3.0,3.0
3856,1.0,2.0
312,2.0,2.0
3622,2.0,2.0
3786,2.0,2.0
3643,2.0,2.0
913,2.0,3.0
1815,3.0,3.0
1325,2.0,2.0
2130,2.0,2.0
2550,2.0,2.0
1152,2.0,2.0
455,1.0,1.0
2374,2.0,2.0
526,3.0,3.0
2432,2.0,2.0
1165,2.0,2.0
1542,2.0,2.0
1349,2.0,2.0
1080,3.0,2.0
169,2.0,2.0
3627,3.0,3.0
1230,2.0,2.0
2129,2.0,2.0
1188,2.0,2.0
1749,2.0,2.0
2781,2.0,2.0
2889,2.0,2.0
1401,2.0,2.0
268,1.0,1.0
519,3.0,3.0
1974,2.0,2.0
3999,2.0,2.0
3594,2.0,2.0
3330,1.0,1.0
4098,3.0,3.0
1544,2.0,2.0
3870,2.0,2.0
568,3.0,3.0
3331,1.0,1.0
3430,2.0,3.0
2665,2.0,2.0
1039,2.0,2.0
624,3.0,3.0
3784,2.0,2.0
3565,2.0,2.0
1631,3.0,3.0
1778,3.0,3.0
1101,3.0,2.0
1367,2.0,2.0
1883,3.0,3.0
1720,2.0,2.0
2478,2.0,2.0
4050,3.0,3.0
2327,2.0,2.0
4080,2.0,2.0
1237,2.0,2.0
2468,2.0,2.0
1963,2.0,2.0
1647,3.0,3.0
409,2.0,2.0
191,2.0,2.0
2412,2.0,2.0
1752,2.0,2.0
44,1.0,1.0
1302,2.0,2.0
1488,1.0,1.0
24,2.0,2.0
3362,2.0,2.0
294,2.0,2.0
3935,2.0,1.0
2974,2.0,3.0
3770,2.0,2.0
2640,2.0,2.0
723,3.0,3.0
1223,2.0,2.0
2857,2.0,2.0
1484,1.0,1.0
2480,2.0,1.0
3851,2.0,2.0
1987,2.0,2.0
1610,2.0,2.0
3640,2.0,2.0
415,1.0,1.0
3149,2.0,2.0
2506,2.0,2.0
2841,2.0,2.0
1793,3.0,3.0
2447,2.0,2.0
739,2.0,2.0
3522,2.0,2.0
2769,2.0,2.0
36,3.0,2.0
879,2.0,1.0
3412,2.0,3.0
3787,2.0,2.0
2634,2.0,2.0
3184,2.0,1.0
1397,2.0,2.0
3771,2.0,2.0
3020,2.0,2.0
4087,2.0,2.0
205,2.0,2.0
155,2.0,2.0
592,3.0,3.0
981,2.0,3.0
679,2.0,2.0
1314,2.0,2.0
2057,2.0,1.0
2240,2.0,2.0
4026,2.0,2.0
3441,2.0,2.0
1327,2.0,2.0
747,2.0,2.0
2743,2.0,2.0
1394,2.0,2.0
508,2.0,2.0
351,1.0,1.0
798,3.0,3.0
1546,2.0,2.0
2626,2.0,2.0
2215,2.0,2.0
1801,3.0,3.0
3931,1.0,1.0
3893,2.0,2.0
120,1.0,1.0
2483,2.0,2.0
3560,2.0,2.0
3616,2.0,2.0
888,3.0,3.0
276,2.0,2.0
1027,2.0,2.0
4015,2.0,1.0
3946,2.0,1.0
1911,3.0,3.0
596,3.0,3.0
1099,3.0,2.0
2387,2.0,2.0
1496,2.0,2.0
1531,1.0,1.0
1430,2.0,2.0
1339,2.0,2.0
2624,2.0,2.0
3301,1.0,1.0
152,1.0,1.0
1884,3.0,3.0
3949,2.0,1.0
2174,2.0,2.0
3351,1.0,1.0
1990,2.0,2.0
652,3.0,3.0
2482,2.0,1.0
1764,2.0,2.0
1830,3.0,3.0
2824,3.0,3.0
4083,2.0,2.0
3550,3.0,3.0
1632,3.0,3.0
2333,1.0,1.0
909,2.0,1.0
1588,2.0,2.0
2325,2.0,2.0
2366,2.0,2.0
108,1.0,1.0
1585,2.0,2.0
1628,3.0,3.0
8,2.0,2.0
1030,2.0,2.0
2909,2.0,2.0
3406,2.0,2.0
2612,2.0,3.0
1252,2.0,2.0
601,3.0,3.0
1912,3.0,3.0
2376,2.0,2.0
162,2.0,2.0
2335,2.0,2.0
1053,2.0,2.0
80,2.0,1.0
2139,1.0,1.0
3610,2.0,2.0
1045,2.0,2.0
2868,2.0,2.0
3246,2.0,2.0
867,3.0,3.0
2765,2.0,2.0
2753,3.0,3.0
883,2.0,2.0
1209,2.0,2.0
4035,2.0,2.0
1530,1.0,1.0
2046,2.0,2.0
1553,2.0,2.0
2924,2.0,2.0
13,2.0,2.0
1678,3.0,3.0
2675,2.0,2.0
3561,2.0,2.0
2996,2.0,3.0
2302,1.0,1.0
3591,3.0,3.0
2564,2.0,2.0
3578,2.0,3.0
3136,1.0,1.0
1850,3.0,3.0
3669,2.0,3.0
3720,2.0,2.0
271,1.0,1.0
3754,2.0,2.0
1514,2.0,2.0
599,3.0,3.0
773,2.0,2.0
1540,1.0,1.0
1809,3.0,3.0
3744,2.0,2.0
2951,2.0,2.0
3473,2.0,3.0
3104,2.0,2.0
89,1.0,1.0
2975,2.0,1.0
1481,2.0,2.0
3867,2.0,2.0
17,2.0,2.0
2159,2.0,2.0
2572,2.0,2.0
1904,2.0,2.0
3599,3.0,3.0
3274,2.0,2.0
240,1.0,1.0
698,3.0,3.0
524,3.0,3.0
3113,2.0,1.0
1076,3.0,3.0
3618,2.0,2.0
753,2.0,3.0
450,1.0,1.0
297,2.0,2.0
3161,2.0,2.0
3147,2.0,2.0
2496,2.0,2.0
2694,3.0,3.0
2034,2.0,2.0
2491,2.0,2.0
293,2.0,2.0
1786,3.0,3.0
2343,2.0,2.0
308,1.0,1.0
954,3.0,3.0
1170,2.0,1.0
441,2.0,2.0
683,2.0,2.0
626,3.0,3.0
1702,3.0,3.0
2354,2.0,2.0
2600,2.0,3.0
3293,1.0,1.0
357,1.0,1.0
454,2.0,2.0
3196,1.0,1.0
3031,2.0,1.0
1061,3.0,2.0
395,1.0,1.0
443,2.0,2.0
2989,2.0,2.0
1973,2.0,2.0
2710,2.0,2.0
2415,2.0,2.0
1415,2.0,2.0
1069,3.0,2.0
1802,3.0,3.0
3906,2.0,1.0
2603,2.0,3.0
3154,1.0,1.0
772,3.0,3.0
3188,2.0,2.0
1758,2.0,2.0
3823,2.0,2.0
2019,2.0,2.0
2244,2.0,2.0
1986,2.0,2.0
2615,2.0,3.0
2278,1.0,1.0
1291,2.0,2.0
2852,2.0,2.0
1201,2.0,2.0
3127,1.0,1.0
359,1.0,1.0
32,3.0,2.0
1716,3.0,3.0
437,2.0,2.0
1517,2.0,2.0
3226,1.0,1.0
776,2.0,2.0
3434,2.0,3.0
1227,2.0,2.0
1533,2.0,2.0
2253,1.0,1.0
311,2.0,2.0
3448,2.0,2.0
1475,2.0,2.0
1117,3.0,2.0
2184,1.0,1.0
2473,2.0,2.0
2396,2.0,2.0
3189,1.0,1.0
2307,1.0,1.0
1306,2.0,2.0
3025,2.0,2.0
1305,2.0,2.0
282,1.0,1.0
3894,1.0,2.0
1441,2.0,2.0
2281,1.0,1.0
3409,2.0,2.0
1003,2.0,1.0
3039,2.0,2.0
226,1.0,1.0
2627,2.0,2.0
1893,3.0,2.0
1187,2.0,2.0
2728,2.0,3.0
2211,1.0,1.0
2930,2.0,2.0
285,2.0,2.0
2608,2.0,2.0
168,2.0,2.0
1502,1.0,1.0
1356,1.0,1.0
3658,2.0,3.0
915,2.0,2.0
1015,2.0,2.0
3945,2.0,1.0
3562,3.0,3.0
2549,2.0,2.0
1113,3.0,3.0
2288,1.0,1.0
1792,3.0,3.0
2606,2.0,3.0
3086,1.0,1.0
1137,1.0,1.0
2414,2.0,2.0
490,1.0,1.0
2680,3.0,3.0
927,2.0,2.0
2809,3.0,3.0
2380,2.0,2.0
1595,2.0,2.0
3776,2.0,2.0
1848,3.0,3.0
1068,3.0,2.0
813,2.0,3.0
677,2.0,2.0
26,1.0,1.0
1360,1.0,1.0
299,1.0,1.0
1543,2.0,2.0
3649,3.0,3.0
1664,3.0,3.0
1510,2.0,2.0
2676,2.0,2.0
3703,2.0,2.0
1886,3.0,3.0
729,2.0,2.0
1592,2.0,2.0
610,3.0,3.0
2476,2.0,2.0
2061,2.0,1.0
1856,3.0,3.0
2348,1.0,1.0
117,1.0,1.0
3369,1.0,1.0
1299,2.0,2.0
501,2.0,2.0
3978,2.0,1.0
3062,2.0,1.0
165,2.0,2.0
216,2.0,2.0
2182,2.0,2.0
1310,2.0,2.0
1936,2.0,2.0
1402,2.0,2.0
1900,3.0,3.0
3074,2.0,2.0
1659,3.0,3.0
1010,2.0,2.0
2961,2.0,2.0
175,2.0,2.0
61,2.0,2.0
2342,2.0,2.0
3379,1.0,1.0
1775,3.0,3.0
1785,3.0,3.0
861,2.0,2.0
1389,2.0,1.0
355,1.0,1.0
3001,2.0,2.0
1866,3.0,3.0
1023,2.0,2.0
2076,2.0,2.0
2336,2.0,2.0
2268,1.0,1.0
2195,1.0,1.0
4027,2.0,1.0
1210,2.0,2.0
778,2.0,3.0
2433,2.0,2.0
1439,2.0,2.0
2590,2.0,3.0
2683,2.0,2.0
1709,3.0,3.0
549,2.0,3.0
314,2.0,2.0
3809,2.0,2.0
796,3.0,3.0
892,3.0,3.0
2605,2.0,3.0
3142,1.0,1.0
4023,2.0,1.0
2821,2.0,2.0
2914,2.0,2.0
3979,2.0,1.0
1942,2.0,2.0
3295,1.0,1.0
2115,1.0,1.0
704,2.0,2.0
4057,2.0,2.0
525,3.0,3.0
2153,2.0,1.0
2771,2.0,2.0
1528,2.0,1.0
406,2.0,2.0
782,2.0,2.0
3384,2.0,2.0
1081,3.0,2.0
459,1.0,1.0
759,3.0,3.0
3046,2.0,1.0
2379,2.0,2.0
436,2.0,2.0
1472,2.0,2.0
2913,2.0,2.0
1712,3.0,3.0
1560,2.0,2.0
1498,1.0,1.0
35,3.0,2.0
658,3.0,3.0
2698,3.0,3.0
972,3.0,2.0
3452,2.0,2.0
664,3.0,3.0
896,2.0,2.0
1087,3.0,2.0
746,3.0,3.0
2493,2.0,2.0
478,2.0,2.0
3598,2.0,3.0
2052,2.0,1.0
3463,2.0,3.0
2931,2.0,2.0
2310,1.0,1.0
818,2.0,2.0
2075,2.0,2.0
641,2.0,2.0
2318,2.0,2.0
3034,2.0,1.0
1800,3.0,3.0
1089,3.0,2.0
2586,2.0,2.0
2512,2.0,2.0
1928,2.0,2.0
2538,3.0,3.0
2576,2.0,2.0
2725,3.0,3.0
682,2.0,2.0
2529,2.0,3.0
70,2.0,2.0
1980,2.0,2.0
3504,2.0,2.0
1953,2.0,2.0
3398,1.0,1.0
300,1.0,1.0
1670,3.0,3.0
3494,2.0,3.0
708,3.0,3.0
3278,1.0,1.0
665,3.0,3.0
1608,2.0,2.0
3322,1.0,1.0
2273,1.0,1.0
3159,2.0,2.0
3132,1.0,1.0
3714,3.0,3.0
207,2.0,2.0
2112,2.0,2.0
1586,2.0,2.0
771,3.0,3.0
474,1.0,1.0
2556,2.0,2.0
3415,2.0,3.0
3957,2.0,1.0
14,2.0,2.0
1744,3.0,3.0
2535,2.0,2.0
537,3.0,3.0
2666,2.0,3.0
130,2.0,2.0
1213,2.0,2.0
3927,1.0,2.0
2259,2.0,2.0
3114,1.0,1.0
166,2.0,2.0
3507,2.0,3.0
3009,2.0,1.0
2773,2.0,1.0
2119,2.0,2.0
802,2.0,2.0
3577,2.0,2.0
3663,2.0,2.0
2462,1.0,1.0
307,1.0,1.0
3545,1.0,2.0
2647,2.0,2.0
3907,2.0,1.0
3210,1.0,1.0
1283,2.0,2.0
4069,2.0,2.0
899,3.0,3.0
1468,2.0,2.0
3445,2.0,3.0
2536,2.0,2.0
799,2.0,2.0
114,1.0,1.0
3909,2.0,1.0
4082,2.0,2.0
628,3.0,3.0
83,1.0,1.0
3345,2.0,2.0
3356,2.0,2.0
60,2.0,2.0
2548,2.0,2.0
313,1.0,1.0
591,3.0,3.0
2723,2.0,2.0
3129,1.0,1.0
4084,3.0,3.0
3915,2.0,1.0
2672,2.0,2.0
991,2.0,2.0
4037,2.0,2.0
2010,2.0,2.0
31,3.0,2.0
3963,2.0,1.0
3044,2.0,2.0
3897,2.0,1.0
1894,3.0,2.0
848,2.0,2.0
76,2.0,2.0
1405,2.0,2.0
2490,2.0,2.0
3838,2.0,2.0
713,3.0,3.0
566,2.0,2.0
3950,2.0,1.0
3509,2.0,3.0
1022,2.0,2.0
487,1.0,1.0
1828,3.0,3.0
2298,1.0,1.0
3900,1.0,1.0
2802,2.0,1.0
1897,3.0,3.0
2789,3.0,3.0
1652,3.0,3.0
2179,1.0,1.0
3478,2.0,3.0
2011,2.0,2.0
749,2.0,2.0
1746,2.0,2.0
67,2.0,2.0
1715,2.0,3.0
1457,2.0,2.0
48,2.0,2.0
3190,2.0,2.0
3991,2.0,2.0
4021,2.0,1.0
1774,3.0,3.0
2171,2.0,2.0
25,1.0,1.0
2832,2.0,2.0
651,3.0,3.0
1995,2.0,2.0
2217,1.0,1.0
3593,3.0,3.0
3051,2.0,2.0
1382,2.0,1.0
3671,2.0,1.0
783,3.0,3.0
1826,3.0,3.0
2807,2.0,3.0
1713,3.0,3.0
3865,2.0,2.0
1378,2.0,2.0
4058,2.0,2.0
1118,3.0,2.0
1421,2.0,2.0
3148,2.0,2.0
1808,3.0,3.0
750,3.0,3.0
2004,2.0,2.0
3520,2.0,2.0
2450,1.0,1.0
3208,1.0,1.0
2965,2.0,2.0
3013,2.0,1.0
3185,1.0,1.0
3349,2.0,2.0
2228,2.0,2.0
567,3.0,3.0
1959,3.0,3.0
570,3.0,3.0
3394,1.0,1.0
1729,3.0,3.0
1876,3.0,3.0
2762,3.0,3.0
3374,1.0,1.0
3785,2.0,2.0
2305,1.0,1.0
2364,2.0,2.0
3134,1.0,1.0
1944,2.0,2.0
2758,2.0,2.0
619,3.0,3.0
932,2.0,2.0
685,2.0,2.0
2768,2.0,2.0
3387,1.0,1.0
968,2.0,2.0
3970,2.0,1.0
3959,2.0,2.0
510,2.0,2.0
1115,3.0,2.0
1249,2.0,2.0
389,2.0,2.0
141,1.0,1.0
3060,2.0,2.0
948,3.0,3.0
2921,2.0,2.0
371,2.0,2.0
4028,2.0,2.0
2557,2.0,2.0
298,2.0,2.0
1018,2.0,2.0
1054,2.0,2.0
1625,3.0,3.0
2960,2.0,2.0
110,1.0,1.0
2777,2.0,1.0
4076,2.0,2.0
193,2.0,2.0
2719,3.0,3.0
2869,2.0,2.0
2249,2.0,2.0
1159,2.0,2.0
2887,2.0,2.0
3105,1.0,1.0
1966,2.0,2.0
1576,2.0,2.0
1539,1.0,1.0
2757,3.0,3.0
960,2.0,2.0
1140,2.0,2.0
1674,3.0,3.0
768,2.0,3.0
1070,3.0,2.0
2227,1.0,1.0
204,2.0,2.0
2304,1.0,1.0
2642,3.0,3.0
3984,2.0,2.0
4066,2.0,2.0
2799,3.0,3.0
1377,2.0,2.0
1827,3.0,3.0
1555,2.0,2.0
1096,3.0,2.0
2152,2.0,2.0
2684,2.0,2.0
3844,2.0,1.0
994,2.0,2.0
4042,2.0,3.0
1114,3.0,2.0
245,2.0,2.0
1287,2.0,2.0
3000,2.0,2.0
1276,2.0,2.0
261,2.0,2.0
1915,3.0,3.0
2902,2.0,2.0
3687,2.0,2.0
2361,1.0,1.0
4025,2.0,2.0
2375,2.0,2.0
4012,2.0,1.0
541,3.0,3.0
3490,2.0,3.0
3026,2.0,1.0
3741,2.0,2.0
426,1.0,1.0
2959,2.0,2.0
2423,2.0,2.0
1104,3.0,2.0
529,3.0,3.0
3717,3.0,3.0
3806,2.0,2.0
2280,1.0,1.0
241,2.0,2.0
1878,2.0,2.0
2872,2.0,2.0
2086,2.0,2.0
847,2.0,2.0
107,1.0,1.0
3872,1.0,2.0
3433,2.0,3.0
2984,2.0,1.0
72,2.0,1.0
2267,1.0,1.0
615,3.0,3.0
1939,2.0,2.0
1214,2.0,2.0
1558,2.0,2.0
269,1.0,1.0
3940,2.0,1.0
555,2.0,2.0
480,2.0,2.0
2622,2.0,2.0
106,1.0,1.0
3930,2.0,2.0
185,2.0,2.0
2858,2.0,2.0
3107,1.0,1.0
1059,3.0,3.0
3588,3.0,3.0
62,2.0,2.0
3402,2.0,2.0
3764,2.0,2.0
2207,1.0,1.0
1841,3.0,3.0
3677,2.0,1.0
473,2.0,2.0
3506,2.0,3.0
4016,2.0,1.0
3532,3.0,3.0
3964,2.0,1.0
223,1.0,1.0
3061,2.0,1.0
3564,2.0,2.0
3980,2.0,1.0
2098,2.0,2.0
3066,2.0,2.0
2007,2.0,1.0
3229,1.0,1.0
2847,2.0,2.0
1590,2.0,2.0
1037,2.0,2.0
816,2.0,3.0
360,1.0,1.0
2294,1.0,1.0
1075,3.0,3.0
3334,2.0,2.0
1898,3.0,3.0
1881,3.0,3.0
2009,2.0,1.0
1521,2.0,2.0
528,3.0,3.0
1266,2.0,2.0
1946,2.0,2.0
380,1.0,1.0
583,3.0,3.0
1640,3.0,3.0
1072,3.0,2.0
1589,2.0,2.0
1704,3.0,3.0
4,1.0,1.0
482,1.0,1.0
885,2.0,2.0
503,2.0,2.0
2973,2.0,2.0
3540,2.0,2.0
3242,2.0,2.0
2855,2.0,2.0
3941,2.0,1.0
3313,2.0,2.0
2311,1.0,1.0
1926,2.0,2.0
1907,3.0,3.0
2140,1.0,1.0
2846,2.0,2.0
3480,2.0,3.0
1211,2.0,2.0
1972,2.0,2.0
340,1.0,1.0
2216,2.0,2.0
1941,2.0,2.0
134,2.0,2.0
4096,3.0,3.0
11,2.0,2.0
736,3.0,3.0
1954,2.0,2.0
291,2.0,2.0
3634,2.0,2.0
3801,2.0,2.0
1190,2.0,2.0
1501,1.0,1.0
653,3.0,3.0
4063,3.0,3.0
1875,3.0,3.0
225,1.0,1.0
3873,2.0,2.0
760,2.0,2.0
1833,3.0,3.0
2081,1.0,1.0
2008,2.0,1.0
2446,2.0,2.0
3530,2.0,3.0
2071,2.0,1.0
1527,2.0,1.0
3373,1.0,1.0
1718,3.0,3.0
2881,2.0,2.0
3361,2.0,2.0
775,2.0,2.0
982,3.0,2.0
1858,3.0,3.0
832,3.0,3.0
2947,2.0,2.0
3576,3.0,3.0
147,1.0,1.0
3775,2.0,2.0
4053,2.0,2.0
2235,2.0,2.0
1313,2.0,2.0
3195,2.0,2.0
1370,2.0,2.0
947,3.0,3.0
1797,3.0,3.0
1821,2.0,3.0
28,1.0,1.0
78,2.0,1.0
1648,3.0,3.0
278,2.0,2.0
1977,2.0,2.0
3905,2.0,1.0
337,1.0,1.0
1234,2.0,2.0
3910,2.0,1.0
1261,2.0,2.0
2688,2.0,2.0
810,2.0,3.0
396,1.0,1.0
1564,2.0,2.0
1869,3.0,2.0
2969,2.0,2.0
1836,3.0,3.0
2978,2.0,1.0
3427,2.0,2.0
3825,2.0,3.0
2309,1.0,1.0
2060,2.0,1.0
2460,1.0,1.0
2176,2.0,2.0
3722,2.0,2.0
2808,2.0,2.0
1508,2.0,2.0
492,1.0,1.0
2457,1.0,1.0
693,3.0,3.0
3803,2.0,3.0
2558,3.0,3.0
3952,2.0,1.0
1067,3.0,2.0
4103,2.0,2.0
1040,2.0,2.0
1927,2.0,2.0
3644,2.0,2.0
2604,2.0,3.0
87,1.0,1.0
2037,2.0,1.0
1141,2.0,2.0
183,1.0,1.0
2617,2.0,3.0
4045,3.0,3.0
1756,2.0,2.0
1938,2.0,2.0
3718,3.0,3.0
3395,2.0,2.0
3318,2.0,1.0
237,2.0,2.0
2687,2.0,2.0
2882,2.0,2.0
1483,2.0,2.0
3098,2.0,2.0
4004,2.0,2.0
2252,2.0,2.0
3342,2.0,2.0
662,3.0,3.0
2397,2.0,2.0
3715,3.0,3.0
1044,2.0,2.0
1324,2.0,2.0
1624,2.0,3.0
3749,2.0,2.0
10,2.0,2.0
3236,1.0,1.0
3601,3.0,3.0
158,2.0,2.0
1374,2.0,2.0
869,3.0,3.0
1773,2.0,2.0
1284,2.0,2.0
305,2.0,2.0
719,2.0,2.0
1065,3.0,3.0
1333,2.0,2.0
1909,3.0,3.0
1406,2.0,2.0
3047,2.0,1.0
2292,1.0,1.0
3996,2.0,2.0
3049,2.0,2.0
3567,2.0,2.0
1218,2.0,2.0
1246,2.0,2.0
2581,2.0,2.0
3694,2.0,2.0
3102,2.0,2.0
1427,2.0,2.0
1232,2.0,2.0
2523,2.0,3.0
4051,2.0,3.0
445,2.0,2.0
2188,2.0,2.0
2885,2.0,2.0
1919,3.0,3.0
700,1.0,2.0
3475,2.0,3.0
283,1.0,1.0
3036,2.0,1.0
407,2.0,2.0
612,3.0,3.0
3203,2.0,2.0
3926,1.0,2.0
465,1.0,1.0
3914,1.0,2.0
1388,2.0,2.0
1295,2.0,2.0
2420,1.0,1.0
2589,3.0,3.0
3701,2.0,2.0
2319,2.0,2.0
2167,2.0,2.0
907,3.0,3.0
878,2.0,2.0
2239,2.0,2.0
123,1.0,1.0
2320,2.0,2.0
3934,2.0,1.0
804,3.0,3.0
263,2.0,2.0
3419,2.0,3.0
780,3.0,3.0
433,1.0,1.0
2385,2.0,2.0
401,1.0,1.0
3253,2.0,2.0
3725,2.0,2.0
410,2.0,2.0
3446,2.0,2.0
3400,2.0,2.0
1384,1.0,1.0
2843,2.0,2.0
846,2.0,2.0
1710,2.0,3.0
2708,2.0,2.0
2250,2.0,2.0
2658,2.0,2.0
3468,2.0,2.0
859,2.0,2.0
2582,3.0,3.0
3781,2.0,2.0
1577,2.0,2.0
1525,1.0,1.0
1315,2.0,1.0
3355,2.0,2.0
3842,2.0,2.0
1599,2.0,2.0
2577,2.0,2.0
3307,2.0,2.0
1176,2.0,2.0
2479,2.0,2.0
2111,2.0,2.0
1036,2.0,2.0
429,1.0,1.0
2092,2.0,2.0
4020,2.0,1.0
3056,2.0,1.0
506,2.0,2.0
2972,2.0,2.0
1645,3.0,3.0
21,2.0,2.0
538,3.0,3.0
629,3.0,3.0
3551,3.0,3.0
1279,2.0,2.0
361,1.0,1.0
757,3.0,3.0
413,1.0,1.0
1294,2.0,2.0
231,2.0,2.0
1171,1.0,1.0
