FID,MITIGATION_Level_PAN,mitigation_model_pred
854,3.0,3.0
673,3.0,3.0
1925,2.0,2.0
593,2.0,3.0
1706,3.0,3.0
2295,1.0,1.0
1376,2.0,2.0
2720,2.0,2.0
571,3.0,3.0
471,2.0,2.0
2312,1.0,1.0
122,1.0,1.0
3493,2.0,3.0
56,2.0,2.0
3552,3.0,3.0
2324,2.0,2.0
43,1.0,1.0
1620,2.0,2.0
3139,2.0,2.0
3585,3.0,3.0
1697,3.0,3.0
3145,2.0,2.0
1092,3.0,2.0
761,2.0,2.0
1717,3.0,3.0
2214,2.0,2.0
1479,2.0,2.0
338,1.0,1.0
2552,2.0,2.0
837,2.0,2.0
385,1.0,1.0
456,1.0,1.0
1217,2.0,2.0
75,2.0,2.0
820,2.0,3.0
2616,3.0,3.0
3097,2.0,2.0
2144,2.0,2.0
4097,3.0,3.0
2127,1.0,1.0
2971,2.0,2.0
2828,1.0,1.0
419,1.0,1.0
1859,3.0,3.0
2338,2.0,2.0
585,3.0,3.0
532,3.0,3.0
2964,2.0,2.0
3488,2.0,3.0
3324,1.0,1.0
1128,3.0,2.0
1751,2.0,2.0
1001,2.0,3.0
3639,3.0,3.0
457,2.0,2.0
2655,2.0,2.0
353,1.0,1.0
1741,3.0,3.0
1685,3.0,3.0
2970,2.0,2.0
2734,2.0,2.0
1414,2.0,2.0
595,3.0,3.0
1245,2.0,2.0
1323,2.0,2.0
784,2.0,3.0
3853,2.0,2.0
3525,1.0,2.0
2090,2.0,1.0
502,2.0,2.0
600,3.0,3.0
3130,1.0,1.0
963,2.0,2.0
1410,2.0,2.0
1151,1.0,1.0
2520,2.0,2.0
3789,2.0,2.0
1060,3.0,3.0
1534,2.0,2.0
2570,2.0,3.0
3310,2.0,2.0
1467,2.0,2.0
3845,2.0,1.0
1447,2.0,2.0
1163,2.0,2.0
4014,2.0,2.0
1440,2.0,2.0
2368,2.0,2.0
423,2.0,2.0
535,3.0,3.0
3279,1.0,1.0
3457,2.0,2.0
573,3.0,3.0
4036,2.0,2.0
1653,3.0,3.0
3521,2.0,2.0
1824,3.0,3.0
3215,2.0,2.0
855,3.0,3.0
2780,2.0,1.0
1593,2.0,2.0
2403,2.0,2.0
3961,2.0,1.0
1493,2.0,2.0
3083,2.0,1.0
2649,2.0,2.0
3589,2.0,2.0
3526,2.0,3.0
1056,3.0,3.0
918,2.0,2.0
132,2.0,2.0
1449,2.0,2.0
554,2.0,2.0
936,2.0,2.0
748,2.0,3.0
1408,2.0,2.0
3942,2.0,1.0
921,2.0,2.0
2674,2.0,2.0
4043,3.0,3.0
3555,2.0,2.0
2968,3.0,3.0
1896,3.0,3.0
1707,3.0,3.0
2541,2.0,2.0
983,2.0,2.0
3986,2.0,2.0
253,1.0,1.0
367,1.0,1.0
1066,3.0,3.0
3096,2.0,2.0
1738,3.0,3.0
356,1.0,1.0
989,2.0,2.0
3120,1.0,1.0
3325,2.0,2.0
2363,2.0,2.0
151,1.0,1.0
388,1.0,1.0
2103,1.0,1.0
2804,2.0,2.0
3821,2.0,2.0
647,3.0,3.0
1835,3.0,3.0
2210,1.0,1.0
34,3.0,2.0
3004,2.0,2.0
2718,3.0,3.0
2956,2.0,2.0
484,2.0,2.0
3035,1.0,1.0
3827,2.0,3.0
1275,2.0,2.0
1582,2.0,2.0
2580,2.0,3.0
4017,2.0,1.0
2237,2.0,2.0
2487,2.0,1.0
1148,2.0,2.0
3597,2.0,2.0
691,3.0,3.0
3925,1.0,2.0
1383,2.0,1.0
71,2.0,2.0
2946,2.0,2.0
257,2.0,2.0
2690,3.0,3.0
811,2.0,3.0
2560,3.0,3.0
3808,2.0,2.0
3938,2.0,1.0
3352,1.0,1.0
738,2.0,2.0
2779,2.0,1.0
3664,3.0,3.0
2419,1.0,1.0
1557,2.0,2.0
403,2.0,2.0
1668,3.0,3.0
694,3.0,3.0
3529,2.0,3.0
1379,2.0,2.0
3017,2.0,1.0
149,1.0,1.0
2101,1.0,1.0
2528,2.0,3.0
1286,2.0,2.0
578,3.0,3.0
1236,2.0,2.0
1948,1.0,2.0
2745,2.0,2.0
3972,2.0,2.0
3698,2.0,2.0
3839,3.0,3.0
79,2.0,1.0
3800,2.0,2.0
3087,2.0,1.0
15,2.0,2.0
550,2.0,3.0
167,2.0,2.0
187,2.0,2.0
2321,2.0,2.0
148,1.0,1.0
1471,2.0,2.0
394,1.0,1.0
2966,2.0,3.0
3662,2.0,3.0
2878,2.0,2.0
2796,3.0,3.0
2509,2.0,2.0
1025,2.0,2.0
1111,3.0,2.0
227,2.0,2.0
3143,2.0,2.0
617,3.0,3.0
2120,2.0,2.0
2264,1.0,1.0
3613,3.0,3.0
2272,1.0,1.0
266,1.0,1.0
1872,3.0,2.0
1960,2.0,2.0
3385,1.0,1.0
2546,2.0,2.0
766,2.0,2.0
920,2.0,2.0
1849,3.0,3.0
1630,3.0,3.0
3193,2.0,2.0
2712,3.0,3.0
77,2.0,2.0
1958,3.0,2.0
3850,1.0,2.0
470,2.0,2.0
1596,2.0,2.0
377,2.0,2.0
3668,2.0,3.0
1335,2.0,2.0
3235,1.0,1.0
2059,2.0,2.0
755,2.0,3.0
2185,1.0,1.0
3820,2.0,2.0
649,3.0,3.0
4070,2.0,2.0
3767,2.0,2.0
4024,1.0,1.0
1326,2.0,2.0
1609,2.0,2.0
3491,1.0,2.0
2079,1.0,1.0
911,2.0,1.0
1046,2.0,2.0
33,3.0,2.0
1910,2.0,3.0
2070,2.0,1.0
1041,2.0,2.0
2261,2.0,2.0
3982,3.0,3.0
432,2.0,2.0
466,1.0,1.0
1011,2.0,2.0
95,2.0,2.0
1834,3.0,3.0
84,1.0,1.0
2334,2.0,2.0
1725,3.0,3.0
3524,2.0,3.0
1818,3.0,3.0
99,2.0,2.0
1038,2.0,2.0
3514,2.0,3.0
4067,2.0,2.0
812,2.0,3.0
3667,2.0,3.0
1340,2.0,2.0
1034,2.0,2.0
2816,2.0,2.0
208,2.0,2.0
1058,3.0,3.0
2442,1.0,1.0
3696,2.0,2.0
864,2.0,2.0
1473,2.0,2.0
3793,2.0,2.0
399,2.0,2.0
206,2.0,2.0
952,3.0,3.0
2943,2.0,2.0
3182,1.0,1.0
2899,2.0,2.0
889,3.0,3.0
824,2.0,2.0
2938,2.0,2.0
1016,2.0,2.0
4075,2.0,2.0
1206,3.0,3.0
3256,2.0,2.0
2218,2.0,2.0
513,3.0,3.0
2928,2.0,2.0
3428,2.0,3.0
2810,2.0,3.0
1226,2.0,2.0
2158,2.0,2.0
1267,2.0,2.0
1760,2.0,2.0
1106,3.0,2.0
1703,3.0,3.0
3432,2.0,3.0
2053,2.0,1.0
469,1.0,1.0
3917,2.0,1.0
3954,2.0,1.0
608,3.0,3.0
2243,2.0,2.0
1870,3.0,2.0
3919,2.0,1.0
584,3.0,3.0
1418,2.0,2.0
2833,2.0,1.0
260,2.0,2.0
1380,2.0,2.0
1442,2.0,2.0
1337,2.0,2.0
2456,1.0,1.0
499,2.0,2.0
2939,2.0,2.0
453,2.0,2.0
3792,2.0,2.0
1937,2.0,2.0
2657,2.0,2.0
1344,2.0,2.0
942,2.0,2.0
2118,2.0,2.0
988,3.0,3.0
290,2.0,2.0
955,3.0,3.0
1321,2.0,2.0
1094,3.0,2.0
186,2.0,2.0
949,3.0,3.0
3099,2.0,2.0
3058,2.0,1.0
598,3.0,3.0
3453,2.0,2.0
321,1.0,1.0
726,3.0,3.0
3425,2.0,3.0
3484,2.0,3.0
3202,1.0,1.0
2685,2.0,2.0
1931,1.0,2.0
2819,2.0,2.0
1224,2.0,2.0
1940,3.0,3.0
3998,2.0,2.0
375,2.0,2.0
1077,3.0,2.0
144,1.0,1.0
2427,2.0,2.0
2980,1.0,1.0
3860,2.0,2.0
3413,2.0,3.0
3212,2.0,1.0
119,1.0,1.0
951,3.0,3.0
2542,2.0,2.0
3974,2.0,2.0
497,1.0,1.0
3804,2.0,3.0
849,3.0,3.0
4048,3.0,3.0
1444,2.0,2.0
1355,1.0,1.0
2920,2.0,2.0
1103,3.0,3.0
1654,3.0,3.0
3670,2.0,1.0
2094,2.0,2.0
3239,1.0,1.0
3798,2.0,2.0
2054,2.0,2.0
3679,2.0,2.0
1865,3.0,3.0
1567,2.0,2.0
3699,2.0,2.0
3813,2.0,2.0
69,2.0,2.0
559,2.0,2.0
3311,2.0,2.0
3858,2.0,2.0
1432,1.0,1.0
967,2.0,2.0
2892,2.0,2.0
2566,2.0,3.0
274,1.0,1.0
931,2.0,1.0
2314,1.0,1.0
447,1.0,1.0
3487,2.0,3.0
3987,2.0,2.0
2271,1.0,1.0
517,3.0,3.0
1771,3.0,3.0
3766,2.0,2.0
756,2.0,3.0
2170,2.0,2.0
3983,3.0,3.0
1404,2.0,2.0
219,1.0,1.0
3348,1.0,1.0
3442,2.0,2.0
3264,2.0,2.0
3006,1.0,1.0
3743,2.0,2.0
370,1.0,1.0
197,2.0,2.0
3538,2.0,2.0
2729,2.0,3.0
2064,2.0,2.0
2916,2.0,2.0
3405,2.0,2.0
2247,2.0,2.0
4049,3.0,3.0
695,3.0,3.0
2485,2.0,2.0
2954,2.0,2.0
2135,2.0,2.0
3131,1.0,1.0
961,2.0,2.0
2323,2.0,2.0
2772,2.0,1.0
833,2.0,2.0
2707,2.0,2.0
2033,1.0,1.0
3458,2.0,2.0
416,1.0,1.0
1566,2.0,2.0
655,3.0,3.0
1823,3.0,3.0
2405,2.0,2.0
3629,2.0,2.0
2388,2.0,2.0
2530,2.0,3.0
30,2.0,2.0
2573,2.0,3.0
1184,2.0,2.0
1549,2.0,2.0
675,2.0,3.0
908,3.0,3.0
3855,2.0,2.0
306,1.0,1.0
2383,1.0,1.0
3592,2.0,2.0
3966,2.0,1.0
3899,2.0,1.0
115,2.0,1.0
3712,2.0,2.0
3465,2.0,3.0
3222,2.0,2.0
2826,3.0,3.0
3110,2.0,2.0
2782,3.0,2.0
1162,2.0,2.0
2438,2.0,2.0
1274,2.0,2.0
4039,1.0,2.0
159,2.0,2.0
2659,2.0,2.0
3456,2.0,3.0
494,1.0,1.0
324,1.0,1.0
3688,2.0,2.0
3765,2.0,2.0
3300,1.0,1.0
2863,2.0,2.0
709,3.0,3.0
1420,2.0,2.0
3364,2.0,2.0
2073,2.0,1.0
2800,2.0,2.0
3692,3.0,3.0
1126,3.0,2.0
2583,3.0,3.0
3380,1.0,1.0
3255,2.0,2.0
3396,2.0,2.0
3168,1.0,1.0
767,2.0,2.0
2976,2.0,1.0
843,3.0,3.0
2407,2.0,2.0
2091,2.0,2.0
3898,2.0,1.0
2871,2.0,2.0
2950,2.0,2.0
781,2.0,2.0
2692,3.0,3.0
2763,3.0,3.0
1005,2.0,2.0
2776,2.0,2.0
3947,2.0,1.0
3124,1.0,1.0
3891,2.0,1.0
2068,2.0,2.0
112,2.0,2.0
1312,2.0,2.0
3469,2.0,2.0
2,2.0,2.0
452,1.0,1.0
1796,3.0,3.0
97,2.0,2.0
2198,2.0,2.0
946,2.0,2.0
2888,2.0,2.0
2284,1.0,1.0
2181,2.0,2.0
1320,2.0,2.0
2265,1.0,1.0
3450,2.0,3.0
1425,2.0,2.0
3790,2.0,2.0
3956,2.0,1.0
1250,2.0,2.0
2806,2.0,2.0
3423,2.0,2.0
2359,2.0,2.0
3612,3.0,3.0
170,2.0,2.0
789,3.0,3.0
2220,2.0,2.0
1817,3.0,3.0
462,1.0,1.0
3614,2.0,2.0
2812,2.0,2.0
255,2.0,2.0
2440,2.0,2.0
2169,2.0,2.0
3923,1.0,1.0
2005,2.0,2.0
872,3.0,3.0
3372,1.0,1.0
3580,3.0,3.0
3796,2.0,2.0
1790,3.0,3.0
3943,2.0,1.0
1803,3.0,3.0
2277,1.0,1.0
55,2.0,2.0
2402,2.0,2.0
2477,2.0,2.0
3472,2.0,3.0
1172,2.0,1.0
2553,3.0,3.0
3027,2.0,2.0
1178,1.0,1.0
2221,2.0,2.0
1767,2.0,2.0
3920,2.0,1.0
2673,2.0,2.0
2867,2.0,2.0
1043,2.0,2.0
1452,2.0,2.0
551,2.0,3.0
3747,2.0,2.0
1708,3.0,3.0
3892,2.0,2.0
2727,2.0,2.0
3173,1.0,1.0
1285,2.0,2.0
1984,2.0,2.0
421,2.0,2.0
451,1.0,1.0
3546,2.0,3.0
3485,2.0,3.0
3011,2.0,1.0
2741,2.0,2.0
4019,2.0,1.0
2660,2.0,2.0
1788,3.0,3.0
2282,1.0,1.0
2933,2.0,2.0
2123,2.0,2.0
440,2.0,2.0
2714,3.0,3.0
2822,2.0,2.0
3008,2.0,2.0
142,1.0,1.0
265,2.0,2.0
2022,2.0,2.0
2157,2.0,2.0
3642,2.0,2.0
1353,2.0,2.0
1730,3.0,3.0
2439,2.0,2.0
3795,2.0,2.0
2778,2.0,1.0
1017,2.0,2.0
2322,2.0,2.0
3479,2.0,3.0
1487,1.0,1.0
720,2.0,2.0
2504,1.0,1.0
2400,2.0,2.0
192,2.0,2.0
2148,2.0,2.0
194,2.0,2.0
2219,2.0,2.0
1871,3.0,2.0
2848,2.0,2.0
427,1.0,1.0
439,1.0,1.0
3363,2.0,2.0
3233,1.0,1.0
1055,2.0,2.0
418,1.0,1.0
2437,2.0,2.0
3170,1.0,1.0
686,2.0,2.0
348,1.0,1.0
3265,2.0,2.0
605,3.0,3.0
4032,2.0,1.0
792,3.0,3.0
2900,2.0,2.0
1407,2.0,2.0
2883,2.0,2.0
1515,2.0,2.0
4013,2.0,2.0
3710,3.0,3.0
1763,2.0,2.0
1233,2.0,2.0
732,3.0,3.0
3828,2.0,3.0
1551,2.0,2.0
3332,1.0,1.0
2761,2.0,2.0
3751,2.0,2.0
1719,3.0,3.0
1035,2.0,2.0
2514,2.0,2.0
3673,2.0,1.0
3995,2.0,2.0
3711,3.0,3.0
2291,1.0,1.0
296,2.0,2.0
1857,3.0,3.0
3579,3.0,3.0
3876,2.0,2.0
935,3.0,3.0
2474,2.0,2.0
1985,2.0,2.0
3296,1.0,1.0
730,2.0,2.0
3695,2.0,2.0
891,3.0,3.0
3257,1.0,1.0
2651,2.0,2.0
3250,2.0,2.0
3080,2.0,2.0
491,1.0,1.0
3573,2.0,2.0
2854,2.0,2.0
3328,1.0,1.0
1682,3.0,3.0
3117,1.0,1.0
1822,3.0,3.0
252,2.0,2.0
3012,2.0,2.0
3076,1.0,1.0
4018,2.0,1.0
213,1.0,1.0
1387,2.0,2.0
1270,2.0,2.0
2206,1.0,1.0
648,3.0,3.0
3621,2.0,2.0
2508,2.0,2.0
844,2.0,3.0
2579,3.0,3.0
1847,3.0,3.0
146,1.0,1.0
2441,2.0,2.0
2156,2.0,2.0
3911,1.0,2.0
3835,2.0,3.0
2668,2.0,3.0
2787,3.0,3.0
2722,2.0,2.0
3811,2.0,1.0
3276,2.0,2.0
928,3.0,3.0
2175,2.0,2.0
2283,1.0,1.0
553,2.0,3.0
1328,2.0,2.0
2891,2.0,2.0
1186,2.0,2.0
544,2.0,3.0
4054,2.0,2.0
1743,3.0,3.0
2764,2.0,2.0
328,2.0,2.0
1166,1.0,1.0
2301,1.0,1.0
124,1.0,1.0
2018,2.0,2.0
639,3.0,3.0
3048,2.0,2.0
1794,3.0,3.0
3988,2.0,2.0
2006,1.0,1.0
1268,2.0,2.0
2533,2.0,2.0
2212,2.0,2.0
1169,2.0,1.0
2702,2.0,2.0
211,1.0,1.0
1629,3.0,3.0
3595,3.0,3.0
2926,2.0,2.0
2372,2.0,2.0
1225,2.0,2.0
3270,2.0,2.0
1049,2.0,2.0
2047,2.0,2.0
398,2.0,2.0
1511,2.0,2.0
3689,2.0,2.0
957,1.0,2.0
1411,2.0,2.0
1597,2.0,2.0
390,2.0,2.0
2907,2.0,2.0
3968,2.0,1.0
2213,2.0,2.0
2801,3.0,3.0
2890,2.0,2.0
2574,2.0,3.0
574,3.0,3.0
3033,2.0,1.0
937,2.0,2.0
3890,2.0,1.0
2165,2.0,2.0
1913,3.0,3.0
3383,2.0,2.0
1969,2.0,2.0
333,1.0,1.0
2511,2.0,2.0
1879,2.0,2.0
943,1.0,1.0
2894,2.0,2.0
1150,2.0,2.0
3829,2.0,3.0
836,2.0,2.0
1463,2.0,2.0
3884,1.0,2.0
3091,2.0,2.0
710,3.0,3.0
925,2.0,2.0
2770,2.0,1.0
1675,3.0,3.0
912,2.0,2.0
262,2.0,2.0
2653,2.0,2.0
865,2.0,2.0
2695,3.0,3.0
1127,3.0,2.0
680,2.0,2.0
1965,2.0,2.0
1095,3.0,2.0
2062,2.0,2.0
2934,2.0,2.0
646,3.0,3.0
1672,3.0,3.0
2137,2.0,2.0
1885,3.0,3.0
42,3.0,2.0
1506,2.0,2.0
1547,2.0,2.0
1280,2.0,2.0
990,2.0,2.0
1491,2.0,2.0
105,1.0,1.0
347,1.0,1.0
3575,3.0,3.0
3358,2.0,2.0
1694,3.0,3.0
841,3.0,3.0
2794,3.0,3.0
3112,1.0,1.0
1901,2.0,2.0
1116,3.0,2.0
1933,3.0,3.0
378,1.0,1.0
1289,2.0,2.0
4001,2.0,1.0
1573,2.0,2.0
2527,2.0,3.0
2141,2.0,2.0
1908,3.0,3.0
343,1.0,1.0
839,2.0,3.0
579,3.0,3.0
3245,2.0,2.0
807,2.0,2.0
3389,1.0,1.0
2656,2.0,2.0
218,1.0,1.0
2201,2.0,2.0
3558,2.0,2.0
1844,3.0,3.0
339,1.0,1.0
3495,2.0,2.0
2919,2.0,2.0
904,2.0,2.0
863,2.0,2.0
733,3.0,3.0
2983,2.0,1.0
1303,2.0,2.0
978,2.0,3.0
1655,3.0,3.0
2798,3.0,3.0
220,1.0,1.0
3248,2.0,2.0
984,3.0,3.0
2937,2.0,2.0
974,3.0,2.0
2233,1.0,1.0
3969,2.0,1.0
1681,3.0,3.0
1021,2.0,2.0
2416,2.0,2.0
3498,2.0,2.0
127,1.0,1.0
1138,1.0,1.0
3847,2.0,2.0
2481,2.0,1.0
1257,2.0,2.0
3638,3.0,3.0
228,2.0,2.0
3359,1.0,1.0
3849,1.0,2.0
803,3.0,3.0
2517,2.0,2.0
3476,2.0,3.0
1199,2.0,2.0
3716,3.0,3.0
678,2.0,2.0
270,1.0,1.0
1914,3.0,3.0
674,2.0,3.0
3496,2.0,2.0
3628,3.0,3.0
3262,1.0,1.0
1278,2.0,2.0
2903,2.0,2.0
3559,2.0,2.0
2732,3.0,3.0
1518,2.0,2.0
463,2.0,2.0
1957,3.0,2.0
705,2.0,2.0
966,2.0,2.0
38,3.0,2.0
2596,3.0,3.0
916,2.0,2.0
3392,1.0,1.0
3467,2.0,3.0
1981,2.0,2.0
2591,2.0,2.0
2788,2.0,2.0
335,1.0,1.0
2398,2.0,2.0
5,2.0,1.0
2830,1.0,2.0
2532,1.0,2.0
794,2.0,2.0
2697,3.0,3.0
2045,2.0,1.0
3708,2.0,2.0
3299,1.0,1.0
3186,1.0,1.0
2000,2.0,2.0
3830,2.0,2.0
2838,1.0,2.0
2191,2.0,2.0
785,2.0,2.0
1042,2.0,2.0
1769,3.0,3.0
2815,2.0,2.0
3755,2.0,2.0
3408,2.0,2.0
3761,2.0,2.0
1714,3.0,3.0
2814,1.0,1.0
1086,3.0,2.0
2539,2.0,3.0
3569,2.0,2.0
3438,2.0,2.0
85,1.0,1.0
3769,2.0,2.0
3447,2.0,2.0
3866,2.0,2.0
1142,2.0,2.0
3965,2.0,1.0
1772,3.0,3.0
3607,2.0,3.0
3691,2.0,2.0
323,1.0,1.0
2232,2.0,2.0
51,2.0,2.0
1684,3.0,3.0
2817,2.0,2.0
37,3.0,2.0
1446,2.0,2.0
3604,2.0,2.0
1403,2.0,2.0
495,1.0,1.0
2844,2.0,2.0
19,2.0,1.0
2099,2.0,2.0
2623,2.0,2.0
2597,2.0,2.0
2132,1.0,1.0
1781,3.0,3.0
3762,2.0,2.0
3288,1.0,1.0
3584,2.0,2.0
3818,2.0,2.0
536,3.0,3.0
100,1.0,1.0
1149,2.0,1.0
1083,3.0,2.0
1052,2.0,2.0
1281,2.0,2.0
318,1.0,1.0
2737,3.0,3.0
2785,3.0,3.0
2636,3.0,3.0
200,2.0,2.0
3121,1.0,1.0
3912,2.0,1.0
3799,2.0,2.0
1739,3.0,3.0
2682,2.0,2.0
3748,2.0,2.0
2015,2.0,1.0
486,2.0,2.0
998,2.0,1.0
2290,1.0,1.0
3090,2.0,2.0
3019,2.0,1.0
2426,2.0,2.0
2031,2.0,2.0
1604,2.0,2.0
2106,1.0,1.0
4006,2.0,1.0
2345,2.0,2.0
3321,1.0,1.0
2306,1.0,1.0
2391,2.0,2.0
669,2.0,3.0
3631,2.0,3.0
874,3.0,3.0
1677,3.0,3.0
986,2.0,2.0
3166,2.0,2.0
3081,2.0,2.0
2637,3.0,3.0
1183,2.0,2.0
1820,3.0,3.0
2488,2.0,1.0
3224,2.0,2.0
2043,2.0,2.0
1996,2.0,2.0
1701,3.0,3.0
2126,1.0,1.0
751,3.0,3.0
2202,2.0,2.0
3164,2.0,2.0
1097,3.0,2.0
814,2.0,3.0
1185,2.0,2.0
1499,1.0,1.0
1661,3.0,3.0
1504,2.0,2.0
1651,3.0,3.0
1300,2.0,2.0
2287,1.0,1.0
3802,1.0,2.0
3752,1.0,2.0
1091,3.0,3.0
2927,2.0,2.0
3895,1.0,2.0
4041,3.0,3.0
6,2.0,1.0
823,3.0,3.0
3874,1.0,2.0
2860,2.0,2.0
3706,2.0,2.0
3833,2.0,2.0
3896,2.0,2.0
940,2.0,2.0
2350,1.0,1.0
2445,2.0,2.0
979,2.0,2.0
248,2.0,2.0
3282,2.0,2.0
3782,2.0,2.0
3515,2.0,3.0
3958,2.0,1.0
344,1.0,1.0
1297,2.0,2.0
3932,2.0,1.0
3985,2.0,2.0
320,1.0,1.0
1422,2.0,2.0
2588,2.0,2.0
3053,2.0,1.0
3201,1.0,1.0
2625,2.0,2.0
2384,2.0,2.0
548,2.0,3.0
558,2.0,2.0
52,2.0,2.0
126,1.0,1.0
1329,2.0,2.0
2039,2.0,1.0
428,1.0,1.0
2044,1.0,1.0
2521,2.0,2.0
2177,1.0,1.0
2231,2.0,2.0
2095,2.0,2.0
1667,3.0,3.0
1561,2.0,2.0
2087,2.0,2.0
2877,2.0,2.0
3615,3.0,3.0
1616,2.0,2.0
448,1.0,1.0
2733,3.0,3.0
1633,2.0,3.0
275,1.0,1.0
391,2.0,2.0
2329,2.0,2.0
2431,2.0,2.0
3109,1.0,1.0
2027,2.0,1.0
2545,2.0,2.0
64,1.0,1.0
2629,2.0,3.0
2703,3.0,3.0
1350,2.0,2.0
2113,1.0,1.0
1512,2.0,2.0
3095,2.0,2.0
1634,3.0,3.0
3059,2.0,1.0
873,3.0,3.0
3977,2.0,2.0
310,1.0,1.0
3078,2.0,2.0
2145,1.0,1.0
1617,2.0,2.0
2435,2.0,2.0
3625,2.0,3.0
1167,1.0,1.0
1216,2.0,2.0
2633,2.0,2.0
1242,2.0,2.0
1192,2.0,2.0
18,2.0,2.0
941,2.0,3.0
1930,2.0,2.0
3088,2.0,2.0
2436,2.0,2.0
744,3.0,3.0
2293,1.0,1.0
2088,2.0,2.0
3156,2.0,2.0
243,2.0,2.0
229,2.0,2.0
3272,2.0,2.0
1902,3.0,3.0
1434,1.0,1.0
1362,1.0,1.0
2979,2.0,1.0
3939,2.0,1.0
706,3.0,3.0
3516,2.0,3.0
1753,2.0,2.0
1243,2.0,2.0
2955,2.0,2.0
1288,2.0,2.0
620,3.0,3.0
2164,2.0,2.0
1563,2.0,2.0
3125,1.0,1.0
3273,2.0,2.0
1899,3.0,3.0
1812,3.0,3.0
919,3.0,3.0
1583,2.0,2.0
3054,2.0,2.0
2641,2.0,2.0
1994,2.0,2.0
1700,3.0,3.0
618,3.0,3.0
1967,2.0,2.0
2671,2.0,2.0
2499,1.0,1.0
2041,2.0,2.0
857,2.0,2.0
3757,2.0,2.0
2187,2.0,2.0
1050,2.0,2.0
3797,2.0,2.0
3660,2.0,3.0
1683,3.0,3.0
2621,3.0,3.0
3326,2.0,2.0
3424,2.0,2.0
3554,2.0,2.0
1107,3.0,2.0
3304,2.0,2.0
2678,2.0,2.0
3783,2.0,2.0
2853,2.0,2.0
815,2.0,3.0
3697,2.0,2.0
3391,2.0,2.0
2670,2.0,2.0
315,1.0,1.0
840,3.0,3.0
4099,2.0,2.0
3772,2.0,2.0
2109,2.0,2.0
795,3.0,3.0
1485,1.0,1.0
1130,3.0,2.0
1102,3.0,3.0
2149,1.0,1.0
2448,1.0,1.0
2958,2.0,2.0
1520,2.0,2.0
3993,2.0,2.0
286,2.0,2.0
1480,2.0,2.0
1983,2.0,2.0
3333,2.0,2.0
1722,2.0,2.0
2360,2.0,2.0
1819,3.0,3.0
3350,2.0,2.0
2356,2.0,2.0
1136,1.0,1.0
2296,1.0,1.0
950,3.0,3.0
1750,2.0,2.0
3228,1.0,1.0
671,3.0,3.0
27,1.0,1.0
362,1.0,1.0
1961,2.0,2.0
2827,2.0,1.0
533,3.0,3.0
1357,1.0,1.0
1687,3.0,3.0
613,3.0,3.0
3378,1.0,1.0
2136,2.0,2.0
1757,2.0,2.0
3052,2.0,1.0
2859,2.0,2.0
1,2.0,2.0
1259,2.0,2.0
1013,2.0,2.0
1737,3.0,3.0
483,2.0,2.0
2256,2.0,2.0
4062,3.0,3.0
1132,3.0,2.0
3167,1.0,1.0
1073,3.0,2.0
329,2.0,1.0
1951,3.0,2.0
2865,2.0,2.0
3216,2.0,2.0
4072,2.0,3.0
2069,2.0,1.0
2551,2.0,2.0
3541,2.0,2.0
2873,2.0,2.0
2355,2.0,2.0
2262,2.0,2.0
2143,2.0,2.0
3169,1.0,1.0
2238,2.0,2.0
2056,2.0,1.0
1047,2.0,2.0
1386,2.0,2.0
352,1.0,1.0
2953,2.0,2.0
1134,3.0,2.0
2067,2.0,2.0
54,2.0,2.0
774,2.0,2.0
2784,2.0,2.0
3050,2.0,2.0
3731,2.0,2.0
1417,2.0,2.0
3137,1.0,1.0
1748,2.0,2.0
2895,2.0,2.0
1735,3.0,3.0
856,2.0,3.0
133,2.0,2.0
838,2.0,3.0
3693,2.0,3.0
2205,2.0,2.0
2055,2.0,1.0
3647,2.0,2.0
3414,2.0,2.0
1575,2.0,2.0
239,2.0,2.0
1351,2.0,2.0
769,3.0,3.0
3603,3.0,3.0
145,1.0,1.0
2531,2.0,2.0
3553,3.0,3.0
2299,1.0,1.0
3082,2.0,1.0
3857,2.0,2.0
2562,2.0,3.0
594,3.0,3.0
2192,2.0,2.0
1579,2.0,2.0
1032,2.0,2.0
2775,2.0,2.0
3807,3.0,3.0
1761,2.0,2.0
2266,1.0,1.0
1622,2.0,2.0
1346,2.0,2.0
3084,2.0,1.0
724,2.0,2.0
3303,1.0,1.0
3880,2.0,2.0
614,3.0,3.0
250,1.0,1.0
2543,2.0,2.0
3174,1.0,1.0
4091,2.0,2.0
2751,3.0,3.0
1509,2.0,2.0
1240,2.0,2.0
1164,2.0,2.0
2242,2.0,2.0
2058,2.0,2.0
3443,3.0,3.0
2255,2.0,2.0
1924,1.0,2.0
3630,2.0,3.0
701,2.0,3.0
3685,2.0,2.0
1519,2.0,2.0
2704,3.0,3.0
717,3.0,3.0
3221,2.0,2.0
2358,2.0,2.0
2614,2.0,3.0
50,2.0,2.0
2208,1.0,1.0
3138,1.0,1.0
1301,2.0,2.0
2898,2.0,2.0
3702,2.0,2.0
1311,2.0,2.0
740,2.0,2.0
900,2.0,3.0
273,1.0,1.0
1505,2.0,2.0
2876,2.0,2.0
3151,1.0,1.0
631,3.0,3.0
880,2.0,1.0
3992,2.0,2.0
3,2.0,2.0
1991,2.0,2.0
2632,3.0,3.0
3160,1.0,1.0
3198,2.0,2.0
938,2.0,2.0
2475,2.0,2.0
