FID,Shape *,OBJECTID,HANSEN_COM,INFRA_STAT,MATERIAL,MATERIAL_CD,FRM_NODE,TO_NODE,INSTALL_DA,DIAMETER,WPZ,LEN_M,INST_YR,ST_CLASS,Source,Shape_Leng,TRANS,TotBrks,TotBrks_Lenght,BRK_SCR,BRL_SCR_TARGET,BRK_Level,BRKS_FVYRS,BRKS_FV_YRS_L,BRKS_FVYRS_SCR,BRKS_FVYRS_SCR_TARGET,BRKS_FVYRS_Level,Age,Mat_Fact,TARGET_Mat_Fact,RSL,TARGET_RSL,RSL_SCR,TARGET_RSL_SCR,RSL_Level,Operation_Cost,Maintenance_Cost,REPLC_COST,MI,MI_SCR,MI_Level,Condition_Score,TARGET_Condition_Score,Condition_Score_Level,TARGET_Condition_Score_Level,Condition_level,TARGET_Condition_level,,QUALIT_SCR,TARGET_QUALIT_SCR,DRAINAGE,SOIL,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,Crit_Rests,CritPres2D,CritConsSc,OPSC,STANDARD_CONFOR,f,R,HL,HEAD_LOSS_SCR,Performanc_SCR,TARGET_Performanc_SCR,Performance_Score_Level,TARGET_Performance_Score_Level,Performance_Level,TARGET_Performance_Level,,ST_NAME,ST_TYPE,ST_DIR,CITY,TM,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Tran_main,DIA_SCR,TARGET_DIA_SCR,ENVMT_SCR,TARGET_ENVMT_SCR,ACCESS_SCR,TARGET_ACCESS_SCR,Criticality_SCR,TARGET_Criticality_SCR,Criticality_Score_Level,TARGET_Criticality_Score_Level,Criticality_Level,TARGET_Criticality_Level,,PAN,TARGET_PAN,MITIGATION_Score_Level,TARGET_MITIGATION_Score_Level,MITIGATION_Level_PAN,TARGET_MITIGATION_Level_PAN,Model_Mitigation,TARGET_Model_ Mitigation,RiskThresh
265,Polyline,1016,526055,A,CPP,CPP,603359,595726,01-01-1978,400,3,535.704164,1978,ARTERIAL,TRSUB-TRANSMISSION MAIN,535.704164,0,32,0.0597344619,5,7.35,Low,16,0.029867231,5,10.89,Low,39,1,0.25,36,29.25,5,10,Medium,187.4964574,267.852082,1576,0.288926738,15,High,240,384.836,Medium,Very High,3,5,,0,0,W,CL,0,1,0,0,1,0,0,0,0,0,0,0,0,Pass,Pass,1 (Negligible),4 (Severe),15,0.0333752697,1.45E-13,0.1301058947,0,150,105,Moderately Low,Moderately Low,2,2,,WINSTON CHURCHILL,BLVD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,600,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
266,Polyline,601,514642,A,CPP,CPP,594029,594032,01-01-1997,400,4,1553.336177,1997,LOCAL,TRSUB-TRANSMISSION MAIN,1553.336177,0,17,0.010944186,5,7.35,Low,6,0.0038626539,5,10.89,Low,20,1,0.25,55,15,0,0,Low,543.667662,776.6680885,1576,0.837776491,15,High,200,295.836,Medium,Moderately High,3,4,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,4.19E-13,0.3772570882,0,0,0,Very Low,Very Low,1,1,,SECOND,LINE,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,0,10,9,90,115.5,Moderately Low,Medium,2,3,,290,411.336,DO NOTHING,RELINE - REHAB,1,2,,,Moderate
267,Polyline,557,513308,A,CPP,CPP,595153,595154,01-01-1994,400,4,221.908711,1994,COLLECTOR,TRSUB-TRANSMISSION MAIN,221.908711,0,29,0.1306843696,5,7.35,Medium,20,0.0901271514,5,10.89,Low,23,1,0.25,52,17.25,0,10,Low,77.66804885,110.9543555,1576,0.119684267,15,High,200,384.836,Medium,Very High,3,5,,0,0,I,CL,0,1,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,5.99E-14,0.0538947302,0,150,105,Moderately Low,Moderately Low,2,2,,TERRY FOX,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9,15,9,210,178.5,Moderately High,Moderately High,5,4,,560,668.336,RELINE - REHAB,RELINE - REHAB,2,2,,,Moderate
268,Polyline,1033,536622,A,CPP,CPP,608454,1071271,17-09-2001,400,4,730.69969,2001,LOCAL,TRSUB-TRANSMISSION MAIN,730.69969,0,31,0.0424250898,5,7.35,Low,5,0.0068427564,5,10.89,Low,16,1,0.25,59,12,0,15,Low,255.7448915,365.349845,1576,0.394095645,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,1.97E-13,0.1774642486,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
269,Polyline,1033,536622,A,CPP,CPP,608454,1071271,17-09-2001,400,4,730.69969,2001,LOCAL,TRSUB-TRANSMISSION MAIN,730.69969,0,35,0.047899295,5,7.35,Low,15,0.0205282693,5,10.89,Low,16,1,0.25,59,12,0,15,Low,255.7448915,365.349845,1576,0.394095645,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.7,2 (Low),2 (Low),0,0.0333752697,1.97E-13,0.1774642486,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
270,Polyline,1038,536689,A,CPP,CPP,1071452,1071517,17-09-2001,400,4,828.597612,2001,LOCAL,TRSUB-TRANSMISSION MAIN,828.597612,0,22,0.0265508851,5,7.35,Medium,0,0,0,6,Low,16,1,0.25,59,12,0,15,Low,290.0091642,414.298806,1576,0.44689592,15,High,160,385.815,Moderately Low,Very High,2,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),0,0.0333752697,2.24E-13,0.2012406117,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,190,438.315,DO NOTHING,RELINE - REHAB,1,2,,,Low
271,Polyline,1038,536689,A,CPP,CPP,1071452,1071517,17-09-2001,400,4,828.597612,2001,LOCAL,TRSUB-TRANSMISSION MAIN,828.597612,0,31,0.0374126108,5,7.35,Medium,20,0.0241371683,5,10.89,Medium,16,1,0.25,59,12,0,15,Low,290.0091642,414.298806,1576,0.44689592,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),0,0.0333752697,2.24E-13,0.2012406117,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
272,Polyline,1038,536689,A,CPP,CPP,1071452,1071517,17-09-2001,400,4,828.597612,2001,LOCAL,TRSUB-TRANSMISSION MAIN,828.597612,0,31,0.0374126108,5,7.35,Low,11,0.0132754426,5,10.89,Low,16,1,0.25,59,12,0,15,Low,290.0091642,414.298806,1576,0.44689592,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),0,0.0333752697,2.24E-13,0.2012406117,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
273,Polyline,1038,536689,A,CPP,CPP,1071452,1071517,17-09-2001,400,4,828.597612,2001,LOCAL,TRSUB-TRANSMISSION MAIN,828.597612,0,15,0.0181028762,5,7.35,Low,6,0.0072411505,5,10.89,Low,16,1,0.25,59,12,0,15,Low,290.0091642,414.298806,1576,0.44689592,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),38.3,2 (Low),2 (Low),0,0.0333752697,2.24E-13,0.2012406117,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
274,Polyline,1039,536720,A,CPP,CPP,1071646,1071644,17-09-2001,400,4,191.120323,2001,LOCAL,TRSUB-TRANSMISSION MAIN,191.120323,0,21,0.1098784246,5,7.35,Very High,1,0.0052323059,5,10.89,Very High,16,1,0.25,59,12,0,15,Low,66.89211305,95.5601615,1576,0.103078854,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,0,0,Pass,Pass,1 (Negligible),1 (Negligible),0,0.0333752697,5.16E-14,0.0464171875,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
275,Polyline,1040,536725,A,CPP,CPP,1071517,1071646,31-01-1998,400,4,114.66433,1998,ARTERIAL,TRSUB-TRANSMISSION MAIN,114.66433,0,15,0.1308166193,5,7.35,Very High,12,0.1046532954,5,10.89,Low,19,1,0.25,56,14.25,0,15,Low,40.1325155,57.332165,1576,0.061843071,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,0,0,0,0,0,0,0,0,Fail (Pressure),39.1,2 (Low),2 (Low),0,0.0333752697,3.09E-14,0.0278484026,0,0,0,Very Low,Very Low,1,1,,FINANCIAL,DR, ,BRAMPTON,No,0,0, ,YES,NO,5,7.5,0,0,0,0,30,52.5,Very Low,Very Low,1,1,,230,481.836,DO NOTHING,RELINE - REHAB,1,2,,,Low
276,Polyline,1042,537689,A,CPP,CPP,1089653,593572,11-01-1999,400,4,752.416442,1999,LOCAL,TRSUB-TRANSMISSION MAIN,752.416442,0,0,0,0,6,Medium,0,0,0,6,Low,18,1,0.25,57,13.5,0,15,Low,263.3457547,376.208221,1576,0.40580836,15,High,120,373.8,Moderately Low,Moderately High,2,4,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),15,0.0333752697,2.03E-13,0.1827385728,0,150,105,Moderately Low,Moderately Low,2,2,,FINANCIAL,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,390,531.3,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
277,Polyline,1042,537689,A,CPP,CPP,1089653,593572,11-01-1999,400,4,752.416442,1999,LOCAL,TRSUB-TRANSMISSION MAIN,752.416442,0,34,0.0451877419,5,7.35,Low,25,0.0332262808,5,10.89,Low,18,1,0.25,57,13.5,0,15,Low,263.3457547,376.208221,1576,0.40580836,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),15,0.0333752697,2.03E-13,0.1827385728,0,150,105,Moderately Low,Moderately Low,2,2,,FINANCIAL,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
278,Polyline,1043,538199,A,CPP3,CPP,1594557,6017700,10-01-1991,400,4,626.024947,1991,ARTERIAL,TRSUB-TRANSMISSION MAIN,626.024947,0,37,0.059103076,5,7.35,Low,22,0.0351423695,5,10.89,Low,26,1,0.25,49,19.5,5,10,Medium,219.1087315,313.0124735,1576,0.337640359,15,High,240,384.836,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,1,0,0,0,0,1,Fail (Pressure),38.1,2 (Low),2 (Low),15,0.0333752697,1.69E-13,0.1520420062,0,150,105,Moderately Low,Moderately Low,2,2,,TERRY FOX,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,9.9,0,0,120,121.8,Medium,Medium,5,3,,510,611.636,RELINE - REHAB,RELINE - REHAB,2,2,,,High
279,Polyline,3600,766101,A,CPP,CPP,6566069,6339492,10-01-2000,400,4,681.719284,2000,COLLECTOR,TRSUB-TRANSMISSION MAIN,681.719284,0,17,0.0249369504,5,7.35,Low,15,0.0220031916,5,10.89,Low,17,1,0.25,58,12.75,0,15,Low,238.6017494,340.859642,1576,0.367678548,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),39.1,2 (Low),2 (Low),15,0.0333752697,1.84E-13,0.16556843,0,150,105,Moderately Low,Moderately Low,2,2,,DONWAY,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
280,Polyline,1074,545135,A,CPP,CPP,6080178,6080171,03-01-1999,400,4,1010.055344,1999,COLLECTOR,TRSUB-TRANSMISSION MAIN,1010.055344,0,25,0.024751119,5,7.35,Low,12,0.0118805371,5,10.89,Low,18,1,0.25,57,13.5,0,15,Low,353.5193704,505.027672,1576,0.544763352,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,1,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,2.73E-13,0.2453110561,0,0,0,Very Low,Very Low,1,1,,CREDITVIEW,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,11.7,0,0,30,134.4,Very Low,Medium,1,3,,230,563.736,DO NOTHING,RELINE - REHAB,1,2,,,High
281,Polyline,1074,545135,A,CPP,CPP,6080178,6080171,03-01-1999,400,4,1010.055344,1999,COLLECTOR,TRSUB-TRANSMISSION MAIN,1010.055344,0,26,0.0257411637,5,7.35,Low,5,0.0049502238,5,10.89,Low,18,1,0.25,57,13.5,0,15,Low,353.5193704,505.027672,1576,0.544763352,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,1,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,2.73E-13,0.2453110561,0,0,0,Very Low,Very Low,1,1,,CREDITVIEW,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,11.7,0,0,30,134.4,Very Low,Medium,1,3,,230,563.736,DO NOTHING,RELINE - REHAB,1,2,,,High
282,Polyline,1074,545135,A,CPP,CPP,6080178,6080171,03-01-1999,400,4,1010.055344,1999,COLLECTOR,TRSUB-TRANSMISSION MAIN,1010.055344,0,21,0.0207909399,5,7.35,Low,7,0.0069303133,5,10.89,Low,18,1,0.25,57,13.5,0,15,Low,353.5193704,505.027672,1576,0.544763352,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,1,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,2.73E-13,0.2453110561,0,0,0,Very Low,Very Low,1,1,,CREDITVIEW,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,11.7,0,0,30,134.4,Very Low,Medium,1,3,,230,563.736,DO NOTHING,RELINE - REHAB,1,2,,,High
283,Polyline,1074,545135,A,CPP,CPP,6080178,6080171,03-01-1999,400,4,1010.055344,1999,COLLECTOR,TRSUB-TRANSMISSION MAIN,1010.055344,0,21,0.0207909399,5,7.35,Low,15,0.0148506714,5,10.89,Low,18,1,0.25,57,13.5,0,15,Low,353.5193704,505.027672,1576,0.544763352,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,1,1,0,0,0,0,0,0,0,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,5 (Catastrophic) - Flow Failure,0,0.0333752697,2.73E-13,0.2453110561,0,0,0,Very Low,Very Low,1,1,,CREDITVIEW,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,0,11.7,0,0,30,134.4,Very Low,Medium,1,3,,230,563.736,DO NOTHING,RELINE - REHAB,1,2,,,High
284,Polyline,1042,537689,A,CPP,CPP,1089653,593572,11-01-1999,400,4,752.416442,1999,LOCAL,TRSUB-TRANSMISSION MAIN,752.416442,0,5,0.0066452562,5,7.35,Low,2,0.0026581025,5,10.89,Low,18,1,0.25,57,13.5,0,15,Low,263.3457547,376.208221,1576,0.40580836,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),15,0.0333752697,2.03E-13,0.1827385728,0,150,105,Moderately Low,Moderately Low,2,2,,FINANCIAL,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
285,Polyline,1042,537689,A,CPP,CPP,1089653,593572,11-01-1999,400,4,752.416442,1999,LOCAL,TRSUB-TRANSMISSION MAIN,752.416442,0,8,0.0106324099,5,7.35,Low,4,0.0053162049,5,10.89,Low,18,1,0.25,57,13.5,0,15,Low,263.3457547,376.208221,1576,0.40580836,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),37.9,2 (Low),2 (Low),15,0.0333752697,2.03E-13,0.1827385728,0,150,105,Moderately Low,Moderately Low,2,2,,FINANCIAL,DR, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
286,Polyline,1082,548884,A,CPP,CPP,6326662,6339328,11-09-2001,400,4,117.287426,2001,ARTERIAL,TRSUB-TRANSMISSION MAIN,117.287426,0,35,0.29841221,5,7.35,Low,0,0,0,6,Low,16,1,0.25,59,12,0,15,Low,41.0505991,58.643713,1576,0.063257812,15,High,160,385.815,Moderately Low,Very High,2,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.9,2 (Low),2 (Low),15,0.0333752697,3.17E-14,0.0284854711,0,150,105,Moderately Low,Moderately Low,2,2,,MCLAUGHLIN,RD, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,430,543.315,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
287,Polyline,1088,548925,A,CPP,CPP,6339618,6339545,11-09-2001,400,4,739.30244,2001,COLLECTOR,TRSUB-TRANSMISSION MAIN,739.30244,0,31,0.0419314185,5,7.35,Medium,25,0.0338156601,5,10.89,Low,16,1,0.25,59,12,0,15,Low,258.755854,369.65122,1576,0.398735453,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,2.00E-13,0.1795535892,0,150,105,Moderately Low,Moderately Low,2,2,,COURTNEYPARK,DR,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
288,Polyline,1088,548925,A,CPP,CPP,6339618,6339545,11-09-2001,400,4,739.30244,2001,COLLECTOR,TRSUB-TRANSMISSION MAIN,739.30244,0,18,0.0243472753,5,7.35,Medium,3,0.0040578792,5,10.89,Medium,16,1,0.25,59,12,0,15,Low,258.755854,369.65122,1576,0.398735453,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,2.00E-13,0.1795535892,0,150,105,Moderately Low,Moderately Low,2,2,,COURTNEYPARK,DR,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
289,Polyline,1088,548925,A,CPP,CPP,6339618,6339545,11-09-2001,400,4,739.30244,2001,COLLECTOR,TRSUB-TRANSMISSION MAIN,739.30244,0,32,0.0432840449,5,7.35,Low,19,0.0256999017,5,10.89,Low,16,1,0.25,59,12,0,15,Low,258.755854,369.65122,1576,0.398735453,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,2.00E-13,0.1795535892,0,150,105,Moderately Low,Moderately Low,2,2,,COURTNEYPARK,DR,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
290,Polyline,1088,548925,A,CPP,CPP,6339618,6339545,11-09-2001,400,4,739.30244,2001,COLLECTOR,TRSUB-TRANSMISSION MAIN,739.30244,0,5,0.006763132,5,7.35,Medium,1,0.0013526264,5,10.89,Medium,16,1,0.25,59,12,0,15,Low,258.755854,369.65122,1576,0.398735453,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,2.00E-13,0.1795535892,0,150,105,Moderately Low,Moderately Low,2,2,,COURTNEYPARK,DR,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
291,Polyline,1088,548925,A,CPP,CPP,6339618,6339545,11-09-2001,400,4,739.30244,2001,COLLECTOR,TRSUB-TRANSMISSION MAIN,739.30244,0,39,0.0527524297,5,7.35,Low,29,0.0392261657,5,10.89,Low,16,1,0.25,59,12,0,15,Low,258.755854,369.65122,1576,0.398735453,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,2.00E-13,0.1795535892,0,150,105,Moderately Low,Moderately Low,2,2,,COURTNEYPARK,DR,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
292,Polyline,1088,548925,A,CPP,CPP,6339618,6339545,11-09-2001,400,4,739.30244,2001,COLLECTOR,TRSUB-TRANSMISSION MAIN,739.30244,0,8,0.0108210112,5,7.35,Medium,6,0.0081157584,5,10.89,Low,16,1,0.25,59,12,0,15,Low,258.755854,369.65122,1576,0.398735453,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,2.00E-13,0.1795535892,0,150,105,Moderately Low,Moderately Low,2,2,,COURTNEYPARK,DR,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
293,Polyline,1088,548925,A,CPP,CPP,6339618,6339545,11-09-2001,400,4,739.30244,2001,COLLECTOR,TRSUB-TRANSMISSION MAIN,739.30244,0,33,0.0446366713,5,7.35,Low,8,0.0108210112,5,10.89,Low,16,1,0.25,59,12,0,15,Low,258.755854,369.65122,1576,0.398735453,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,0,0,0,0,0,0,0,0,0,0,0,1,0,Fail (Pressure),38.6,2 (Low),2 (Low),15,0.0333752697,2.00E-13,0.1795535892,0,150,105,Moderately Low,Moderately Low,2,2,,COURTNEYPARK,DR,W,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
294,Polyline,1092,548930,A,CPP,CPP,6339322,6339492,11-09-2001,400,4,775.409606,2001,LOCAL,TRSUB-TRANSMISSION MAIN,775.409606,0,35,0.0451374341,5,7.35,Low,6,0.0077378458,5,10.89,Low,16,1,0.25,59,12,0,15,Low,271.3933621,387.704803,1576,0.418209496,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,2.09E-13,0.1883228978,0,150,105,Moderately Low,Moderately Low,2,2,,SOMBRERO,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
295,Polyline,1092,548930,A,CPP,CPP,6339322,6339492,11-09-2001,400,4,775.409606,2001,LOCAL,TRSUB-TRANSMISSION MAIN,775.409606,0,19,0.0245031785,5,7.35,Medium,8,0.0103171278,5,10.89,Low,16,1,0.25,59,12,0,15,Low,271.3933621,387.704803,1576,0.418209496,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,2.09E-13,0.1883228978,0,150,105,Moderately Low,Moderately Low,2,2,,SOMBRERO,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
296,Polyline,1092,548930,A,CPP,CPP,6339322,6339492,11-09-2001,400,4,775.409606,2001,LOCAL,TRSUB-TRANSMISSION MAIN,775.409606,0,7,0.0090274868,5,7.35,Low,3,0.0038689229,5,10.89,Low,16,1,0.25,59,12,0,15,Low,271.3933621,387.704803,1576,0.418209496,15,High,200,429.336,Medium,Very High,3,5,,0,0,I,CL,1,0,0,1,0,0,0,0,0,0,0,0,0,Fail (Pressure),38.7,2 (Low),2 (Low),15,0.0333752697,2.09E-13,0.1883228978,0,150,105,Moderately Low,Moderately Low,2,2,,SOMBRERO,WAY, ,MISSISSAUGA,No,0,0, ,YES,NO,5,7.5,15,0,0,0,120,52.5,Medium,Very Low,5,1,,470,586.836,RELINE - REHAB,RELINE - REHAB,2,2,,,Low
