W/O #,Service Request #,No. of Breaks,W/O Date,SRC,Asset Type,Mat,Dia,FROM NODE,TO NODE,Failure Type,Failure Cause,W/M Depth,Soil Type,UNIT,Street,Pres Zone,Zone,Tile,COMPKEY
  1111460,1419428,1,21/01/2011,WOLF,WMN,CI,150,6543004,605221,1.1,8.7,2.13 ,SHAL,2153,ONEIDA CR,2,Z16,0138,703836
   225170,1,1,14/12/2003,WOLF,WMN,CI,150,6543004,605221,1.1,8.7,1.80 ,CLAY,,ONEIDA CR,2,Z16,0138,703836
   225173,142729,1,13/12/2003,WOLF,WMN,CI,150,6543004,605221,1.3,8.5,1.80 ,CLAY,,ONEIDA CR,2,Z16,0138,703836
   166454,86391,1,08/02/2003,WOLF,WMN,CI,150,6543004,605221,1.1,8.7,1.50 ,CLAY,,ONEIDA CR,2,Z16,0138,703836
    79053,1,1,29/10/2001,WOLF,WMN,CI,150,6543004,605221,1.1,8.7,2.25 ,SHCL,,ONEIDA CR,2,Z16,0138,703836
   275473,1,1,02/12/1997,,WMN,CI,150,6543004,605221,1.3,8.5,0.00 ,,,ONEIDA CR,2,Z16,0138,703836
   268540,1,1,13/12/1990,,WMN,CI,150,6543004,605221,,,0.00 ,,,ONEIDA CR,2,Z16,0138,703836
  2131944,2401472,2,05/02/2015,WOLF,WMN,CI,200,6544564,605634,1.1,8.2,1.67 ,CLAY,863,LEXICON DR,2,Z20,0246,705302
   383131,472928,1,17/01/2006,WOLF,WMN,CI,200,6544564,605634,1.1,8.7,1.83 ,CLAY,,LEXICON DR,2,Z20,0246,705302
   279952,1,1,23/06/1998,,WMN,CI,200,6544564,605634,1.1,8.7,0.00 ,,,LEXICON DR,2,Z20,0246,705302
   268336,1,1,24/09/1990,,WMN,CI,200,6544564,605634,1.1,8.7,0.00 ,,,LEXICON DR,2,Z20,0246,705302
  1432449,1735894,1,04/08/2012,WOLF,WMN,CPP,400,6544624,592615,4.1,8.5,1.83 ,CLAY,1581,MATHESON BLVD,3,Z35E,0375,705318
   275009,1,1,24/05/1996,,WMN,PVC,300,6544790,604298,5.2,8.1,0.00 ,,,STAVEBANK RD,1,Z08,0071,705451
  1424458,1722937,1,14/07/2012,WOLF,WMN,CPP,400,6544944,593861,1.3,8.5,0.00 ,SAND,NO #,DERRY RD,5,Z46W,0506,705780
  1022657,1354111,1,02/09/2010,WOLF,WMN,DI,150,6545624,593437,4.1,8.6,1.83 ,GRAC,3015,SARACEN CT,4A,Z56,0432,706696
   632937,970392,1,16/09/2008,WOLF,WMN,DI,150,6545624,593437,4.1,8.5,1.83 ,CLAY,3011/15,SARACEN CT,4A,Z56,0432,706696
   267125,1,1,27/08/1980,,WMN,PVC,300,6548225,6569606,1.1,8.5,0.00 ,,,DUNDAS ST,2,Z22,0179,792512
   274959,1,1,27/03/1996,,WMN,CI,300,6548764,604575,1.1,8.7,0.00 ,,,MELTON DR,2,Z13,0144,710730
   712670,1038591,1,02/02/2009,WOLF,WMN,PVC,150,6549165,608422,1.1,8.3,3.35 ,CLAY,143,VISTA DR,4,Z39E,0363,711125
  1536074,1822522,1,31/12/2012,WOLF,WMN,CI,150,6551684,6538864,1.1,8.3,1.98 ,SAND,1247,BROADMOOR AVE,1,Z07,0089,713310
   268164,1,1,18/08/1983,,WMN,CPP,400,6551825,600342,1.3,8.1,0.00 ,,,LAKESHORE RD,1,Z08,0055,713492
  1801685,2087569,1,24/12/2013,WOLF,WMN,PVC,300,6552844,6552886,3.1,8.7,2.74 ,SAND,NO #,HURONTARIO ST,2,Z22,0180,714168
   190193,92421,1,07/06/2003,WOLF,WMN,CPP,400,6553845,606155,1.3,8.5,1.95 ,SHCL,,CEDARGLEN GATE,2,Z23,0157,714890
   280321,1,1,22/09/1999,,WMN,PVC,300,6554028,6563904,3.1,8.1,0.00 ,,,MAVIS RD,3,Z23,0178,749177
  2196161,2463034,1,23/04/2015,WOLF,WMN,DI,200,6556304,605076,1.3,8.5,2.13 ,,2616,MASON HGTS,2,Z15,0179,716889
   830174,1188316,1,17/10/2009,WOLF,WMN,DI,200,6556304,605076,1.3,8.5,1.83 ,CLAY,2590,MASON HGTS,2,Z15,0179,716889
   745319,1074723,1,14/04/2009,WOLF,WMN,DI,200,6556304,605076,1.3,8.5,2.13 ,SAND,2610,MASON HGTS,2,Z15,0179,716889
   239661,162343,1,19/02/2004,WOLF,WMN,DI,200,6556304,605076,1.3,8.5,3.00 ,SACL,,MASON HGTS,2,Z15,0179,716889
  2107588,2388248,1,16/01/2015,WOLF,WMN,CI,200,6556385,604984,1.3,8.7,1.83 ,CLAY,6495,STILLMEADOW RD,2,Z15,0159,716979
  1572256,1849959,1,25/02/2013,WOLF,WMN,CI,200,6556385,604984,1.1,8.7,2.44 ,CLAY,2560,STILLMEADOW RD,2,Z15,0159,716979
  1211989,1514977,1,16/07/2011,WOLF,WMN,CI,200,6556385,604984,4.1,8.7,3.05 ,CLAY,2588,STILLMEADOW RD,2,Z15,0159,716979
  1124515,1425961,1,05/02/2011,WOLF,WMN,CI,200,6556385,604984,1.1,8.7,1.83 ,CLAY,2542,STILLMEADOW RD,2,Z15,0159,716979
  1094746,1406251,1,23/12/2010,WOLF,WMN,CI,200,6556385,604984,1.1,8.5,2.44 ,CLAY,2588,STILLMEADOW RD,2,Z15,0159,716979
   525624,807729,1,10/12/2007,WOLF,WMN,CI,200,6556385,604984,1.1,8.3,1.83 ,SACL,2578,STILLMEADOW RD,2,Z15,0159,716979
    75360,1,1,13/10/2001,WOLF,WMN,CI,200,6556385,604984,1.1,8.7,1.80 ,CLAY,,STILLMEADOW RD,2,Z15,0159,716979
   268895,1,1,02/02/1991,,WMN,CI,200,6556385,604984,1.1,8.7,0.00 ,,,STILLMEADOW RD,2,Z15,0159,716979
   280544,1,1,24/12/1989,,WMN,CI,200,6556385,604984,1.1,8.7,0.00 ,,,STILLMEADOW RD,2,Z15,0159,716979
   269706,1,1,19/12/1985,,WMN,CI,200,6556385,604984,1.1,,0.00 ,,,STILLMEADOW RD,2,Z15,0159,716979
   267722,1,1,11/01/1982,,WMN,CI,200,6556385,604984,1.1,8.5,0.00 ,,,STILLMEADOW RD,2,Z15,0159,716979
   267455,1,1,16/02/1981,,WMN,CI,200,6556385,604984,1.1,8.6,0.00 ,,,STILLMEADOW RD,2,Z15,0159,716979
  2251223,2575793,1,29/07/2015,WOLF,WMN,DI,200,6556706,604987,1.3,8.5,1.98 ,CLAY,2370,STILLMEADOW RD,2,Z15,0139,717195
  2125903,2393532,1,24/01/2015,WOLF,WMN,DI,200,6556706,604987,,,0.00 ,,,STILLMEADOW RD,2,Z15,0139,717195
  2125816,2393532,1,24/01/2015,WOLF,WMN,DI,200,6556706,604987,,,2.64 ,CLAY,2366,STILLMEADOW RD,2,Z15,0139,717195
   424723,579201,1,13/08/2006,WOLF,WMN,DI,200,6556706,604987,1.3,8.7,2.43 ,CLAY,,STILLMEADOW RD,2,Z15,0139,717195
   285790,1,1,12/10/2004,WOLF,WMN,DI,200,6556706,604987,1.3,8.5,2.10 ,SAND,,STILLMEADOW RD,2,Z15,0139,717195
   220267,1,1,21/11/2003,WOLF,WMN,DI,200,6556706,604987,1.3,8.5,2.40 ,SAND,,STILLMEADOW RD,2,Z15,0139,717195
  2139937,2410044,1,20/02/2015,WOLF,WMN,CI,200,6558345,6533664,,,0.00 ,,1149,FLAGSHIP DR,2,Z20,0226,718711
  1842108,2139630,1,31/01/2014,WOLF,WMN,CI,200,6558345,6533664,,,0.00 ,,,FLAGSHIP DR,2,Z20,0226,718711
  1482297,1812539,1,11/12/2012,WOLF,WMN,CI,200,6558345,6533664,1.1,8.5,1.83 ,CLAY,1143,FLAGSHIP DR,2,Z20,0226,718711
   280698,1,1,23/02/1999,,WMN,CI,200,6558345,6533664,1.1,8.7,0.00 ,,,FLAGSHIP DR,2,Z20,0226,718711
   275627,1,1,08/03/1997,,WMN,CI,200,6558345,6533664,1.1,8.7,0.00 ,,,FLAGSHIP DR,2,Z20,0226,718711
   270755,1,1,09/11/1991,,WMN,CI,200,6558345,6533664,1.2,8.7,0.00 ,,,FLAGSHIP DR,2,Z20,0226,718711
   274750,1,1,06/10/1989,,WMN,CI,200,6558345,6533664,1.1,8.7,0.00 ,,,FLAGSHIP DR,2,Z20,0226,718711
  1923352,2210685,1,02/06/2014,WOLF,WMN,CI,150,6558347,605513,1.3,8.5,2.44 ,CLAY,1149/1153,SATURNIA CR,2,Z20,0226,718717
   285258,267494,1,07/10/2004,WOLF,WMN,CI,150,6558347,605513,1.1,8.7,1.80 ,CLAY,,SATURNIA CR,2,Z20,0226,718717
  1203668,1502447,2,27/06/2011,WOLF,WMN,DI,300,6559087,592652,1.3,8.5,2.13 ,CLAY,939,KAMATO RD,3,Z36E,0396,719979
  1198047,1495427,1,14/06/2011,WOLF,WMN,DI,300,6559087,592652,1.3,8.5,2.74 ,CLAY,925,KAMATO RD,3,Z36E,0396,719979
  1189516,1479982,1,24/05/2011,WOLF,WMN,DI,300,6559087,592652,1.3,8.5,2.44 ,CLAY,925,KAMATO RD,3,Z36E,0396,719979
  1130010,1431175,1,18/02/2011,WOLF,WMN,DI,300,6559087,592652,1.3,8.5,1.83 ,GRAC,939,KAMATO RD,3,Z36E,0396,719979
  1126860,1428902,3,13/02/2011,WOLF,WMN,DI,300,6559087,592652,1.3,8.7,2.13 ,SHAL,939,KAMATO RD,3,Z36E,0396,719979
   229848,151144,1,10/01/2004,WOLF,WMN,DI,300,6559087,592652,1.3,8.5,1.95 ,CLAY,,KAMATO RD,3,Z36E,0396,719979
    41930,1,1,21/04/2001,WOLF,WMN,DI,300,6559087,592652,1.3,8.5,2.40 ,CLAY,,KAMATO RD,3,Z36E,0396,719979
  1714223,1997261,1,22/10/2013,WOLF,WMN,DI,200,6559406,603212,1.1,8.5,2.44 ,CLAY,2399,FOLKWAY DR,3,Z32,0236,720537
   274253,1,1,09/10/1995,,WMN,DI,150,6559546,603202,1.3,8.5,0.00 ,,,SHADBUSH CT,3,Z25,0214,720771
   498973,734299,1,27/07/2007,WOLF,WMN,DI,150,6559685,6559704,1.3,8.5,1.83 ,CLAY,3551,PITCH PINE CR,3,Z25,0213,720979
   498965,734281,1,27/07/2007,WOLF,WMN,DI,150,6559685,6559704,1.3,8.5,1.83 ,SAND,3589,PITCH PINE CR,3,Z25,0213,720979
   355733,1,1,15/09/2005,WOLF,WMN,DI,150,6559685,6559704,1.1,8.7,7.00 ,CLAY,,PITCH PINE CR,3,Z25,0213,720979
   458597,643672,2,26/01/2007,WOLF,WMN,CI,150,6559825,602924,1.3,8.5,2.13 ,CLAY,2691,FRANKSTON RD,3,Z25,0171,721247
   820802,1175310,1,23/09/2009,WOLF,WMN,DI,150,6559827,602875,1.3,8.5,1.83 ,CLAY,3217,MOONEE RD,3,Z25,0171,721294
   382185,471522,1,12/01/2006,WOLF,WMN,DI,150,6559827,602875,1.3,8.5,2.13 ,CLAY,,MOONEE RD,3,Z25,0171,721294
   272191,1,1,04/10/1993,,WMN,DI,150,6559827,602875,1.3,8.5,0.00 ,,,MOONEE RD,3,Z25,0171,721294
  1993492,2314316,1,30/09/2014,WOLF,WMN,DI,150,6559830,602875,1.3,8.5,1.83 ,CLAY,2960,WINDJAMMER RD,3,Z25,0171,721325
  1916601,2196058,1,20/05/2014,WOLF,WMN,DI,150,6559830,602875,1.3,8.5,1.98 ,CLAY,2942,WINDJAMMER RD,3,Z25,0171,721325
  1696179,1975079,1,12/09/2013,WOLF,WMN,DI,150,6559885,6559845,1.1,8.5,1.52 ,CLAY,2408,MAINROYAL ST,3,Z25,0172,721498
   275128,1,1,06/08/1996,,WMN,DI,150,6559885,6559845,1.3,8.5,0.00 ,,,MAINROYAL ST,3,Z25,0172,721498
  2008596,2333181,1,28/10/2014,WOLF,WMN,DI,150,6559896,6559888,,,0.00 ,,,MARTINS PINE CR,3,Z25,0172,721528
   638391,984653,1,13/10/2008,WOLF,WMN,DI,150,6559896,6559888,1.3,8.5,1.83 ,CLAY,3327,MARTINS PINE CR,3,Z25,0172,721528
   630223,962560,2,03/09/2008,WOLF,WMN,DI,150,6559896,6559888,1.3,8.5,2.13 ,CLAY,3321,MARTINS PINE CR,3,Z25,0172,721528
   516368,787491,1,30/10/2007,WOLF,WMN,DI,150,6559896,6559888,1.3,8.5,1.82 ,CLAY,3429,MARTINS PINE CR,3,Z25,0172,721528
   367991,446417,1,11/11/2005,WOLF,WMN,DI,150,6559896,6559888,1.3,8.5,1.85 ,CLAY,,MARTINS PINE CR,3,Z25,0172,721528
   255328,1,1,05/05/2004,WOLF,WMN,DI,150,6559896,6559888,1.3,8.5,1.80 ,CLAY,,MARTINS PINE CR,3,Z25,0172,721528
   194612,1,1,26/06/2003,WOLF,WMN,DI,150,6559896,6559888,1.3,8.5,1.65 ,CLAY,,MARTINS PINE CR,3,Z25,0172,721528
   162685,1,1,24/01/2003,WOLF,WMN,DI,150,6559896,6559888,1.3,8.5,1.50 ,CLAY,,MARTINS PINE CR,3,Z25,0172,721528
   284469,1,1,08/07/1998,,WMN,DI,150,6559896,6559888,1.3,8.5,0.00 ,,,MARTINS PINE CR,3,Z25,0172,721528
   283396,1,1,25/08/1997,,WMN,DI,150,6559896,6559888,1.3,8.5,0.00 ,,,MARTINS PINE CR,3,Z25,0172,721528
   282865,1,1,04/12/1995,,WMN,DI,150,6559896,6559888,1.3,8.5,0.00 ,,,MARTINS PINE CR,3,Z25,0172,721528
   281632,1,1,14/08/1990,,WMN,DI,150,6559896,6559888,1.3,8.5,0.00 ,,,MARTINS PINE CR,3,Z25,0172,721528
   135346,77808,1,19/08/2002,WOLF,WMN,DI,150,6560075,603350,1.3,8.5,2.10 ,CLAY,,MARIGOLD CR,3,Z32,0213,721845
   130136,1,1,10/07/2002,WOLF,WMN,DI,150,6560075,603350,1.3,8.5,2.40 ,SACL,,MARIGOLD CR,3,Z32,0213,721845
  1023309,1354829,1,03/09/2010,WOLF,WMN,DI,150,6560094,603383,1.3,8.5,1.83 ,CLAY,4380,TREETOP CT,3,Z32,0255,721922
   284311,1,1,03/10/2004,WOLF,WMN,PVC,300,6560286,6560287,1.3,8.5,1.80 ,CLAY,,RIMINI MEWS,4,Z45W,0459,722136
   863188,1218535,1,19/12/2009,WOLF,WMN,DI,150,6561104,603309,1.3,8.5,2.44 ,CLAY,4243/4247,THOM GDNS,3,Z32,0235,742382
   272928,1,1,22/09/1994,,WMN,CPP,600,6562064,603190,1.1,8.7,0.00 ,,,SHERIDAN PARK DR,2,Z18,0113,518058
   269044,1,1,19/06/1991,,WMN,CPP,600,6562064,603190,1.3,8.5,0.00 ,,,SHERIDAN PARK DR,2,Z18,0113,518058
  1893812,2182625,1,20/04/2014,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,1.68 ,CLAY,93,ACHILL CR,3,Z22,0222,746148
  1668401,1931623,1,09/07/2013,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,1.83 ,CLAY,83,ACHILL CR,3,Z22,0222,746148
  1130025,1431568,1,19/02/2011,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,2.44 ,CLAY,81,ACHILL CR,3,Z22,0222,746148
  1032716,1366198,1,26/09/2010,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,2.13 ,CLAY,83/81,ACHILL CR,3,Z22,0222,746148
  1032705,1365998,1,25/09/2010,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,2.13 ,CLAY,83/81,ACHILL CR,3,Z22,0222,746148
  1020950,1351800,1,29/08/2010,WOLF,WMN,DI,150,6562400,6562406,1.3,8.7,1.98 ,CLAY,83,ACHILL CR,3,Z22,0222,746148
   763760,1094355,1,12/05/2009,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,2.13 ,CLAY,81,ACHILL CR,3,Z22,0222,746148
   209463,1,2,20/09/2003,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,1.80 ,CLAY,,ACHILL CR,3,Z22,0222,746148
   139190,1,1,12/09/2002,WOLF,WMN,DI,150,6562400,6562406,1.3,8.5,2.28 ,CLAY,,ACHILL CR,3,Z22,0222,746148
    75307,1,1,12/10/2001,WOLF,WMN,DI,150,6562400,6562406,,,0.00 ,,,ACHILL CR,3,Z22,0222,746148
   275598,1,1,13/09/1997,,WMN,DI,150,6562400,6562406,1.3,8.5,0.00 ,,,ACHILL CR,3,Z22,0222,746148
   404555,510887,1,25/04/2006,WOLF,WMN,PVC,300,6562517,6562515,1.3,8.5,1.83 ,SAND,,TRUSCOTT DR,2,Z10,0066,746365
   275227,1,1,27/11/1996,,WMN,CI,150,6562525,602231,1.1,8.7,0.00 ,,,ELITE RD,2,Z10,0083,746389
   271651,1,1,29/10/1992,,WMN,CI,150,6562525,602231,1.1,8.7,0.00 ,,,ELITE RD,2,Z10,0083,746389
  1854483,2149583,1,21/02/2014,WOLF,WMN,PVC,150,6563244,6563245,4.1,,2.13 ,SAND,3271,CARDROSS RD,2,Z19,0228,747815
  1167441,1450636,1,04/04/2011,WOLF,WMN,CI,150,6563246,605322,1.1,8.3,1.83 ,SAND,3274-78,MARLENE CT,2,Z19,0228,747813
   272659,1,1,27/01/1994,,WMN,CI,150,6563246,605322,1.1,8.7,0.00 ,,,MARLENE CT,2,Z19,0228,747813
  2253123,2581170,1,02/08/2015,WOLF,WMN,CI,150,6563284,605490,1.3,8.5,2.44 ,CLAY,946,STREAMWAY CR,2,Z20,0226,747856
  2190072,2458669,1,21/04/2015,WOLF,WMN,CI,150,6563284,605490,1.1,8.7,1.83 ,SHAL,1021,STREAMWAY CR,2,Z20,0226,747856
  1248751,1565237,1,18/10/2011,WOLF,WMN,CI,150,6563284,605490,1.1,8.7,1.83 ,SHAL,940,STREAMWAY CR,2,Z20,0226,747856
   517102,790102,1,02/11/2007,WOLF,WMN,CI,150,6563284,605490,1.1,8.7,1.83 ,CLAY,922,STREAMWAY CR,2,Z20,0226,747856
   370472,452164,1,23/11/2005,WOLF,WMN,CI,150,6563284,605490,1.1,8.5,6.00 ,CLAY,,STREAMWAY CR,2,Z20,0226,747856
   248490,1,2,04/04/2004,WOLF,WMN,CI,150,6563284,605490,1.1,8.7,1.80 ,SDST,,STREAMWAY CR,2,Z20,0226,747856
   159760,85107,1,14/01/2003,WOLF,WMN,CI,150,6563284,605490,1.1,8.7,1.80 ,CLAY,,STREAMWAY CR,2,Z20,0226,747856
   275457,1,1,07/11/1997,,WMN,CI,150,6563284,605490,1.1,8.7,0.00 ,,,STREAMWAY CR,2,Z20,0226,747856
   278929,1,1,16/02/1982,,WMN,CI,150,6563284,605490,1.1,8.6,0.00 ,,,STREAMWAY CR,2,Z20,0226,747856
   278719,1,1,06/02/1981,,WMN,CI,150,6563284,605490,1.1,,0.00 ,,,STREAMWAY CR,2,Z20,0226,747856
   272058,1,1,29/06/1993,,WMN,CI,300,6563385,605483,1.1,8.7,0.00 ,,,RUNNINGBROOK DR,2,Z20,0247,748036
  1425474,1725837,1,18/07/2012,WOLF,WMN,CI,300,6563410,605460,1.1,8.5,2.13 ,CLAY,1049,RUNNINGBROOK DR,2,Z20,0247,748079
   496238,728008,1,15/07/2007,WOLF,WMN,CI,300,6563410,605460,1.1,8.5,1.83 ,CLAY,1109,RUNNINGBROOK DR,2,Z20,0247,748079
   282015,1,1,24/05/1991,,WMN,CI,300,6563410,605460,1.1,8.7,0.00 ,,,RUNNINGBROOK DR,2,Z20,0247,748079
  1861990,2157134,1,09/03/2014,WOLF,WMN,DI,300,6564225,600449,1.3,8.5,2.44 ,CLAY,1114,WESTPORT CR,4,Z42W,0469,750264
   213556,1,1,14/10/2003,WOLF,WMN,DI,300,6564225,600449,1.3,8.5,1.80 ,CLST,,WESTPORT CR,4,Z42W,0469,750264
  1045496,1382486,1,29/10/2010,WOLF,WMN,DI,150,6565046,6565048,1.3,8.5,2.13 ,CLAY,3547,WOODHURST CR,3,Z25,0192,752924
  1023334,1355730,1,06/09/2010,WOLF,WMN,DI,150,6565046,6565048,1.3,8.5,1.83 ,CLAY,3473,WOODHURST CR,3,Z25,0192,752924
   521537,800839,3,23/11/2007,WOLF,WMN,DI,150,6565046,6565048,1.3,8.5,1.83 ,CLAY,3553,WOODHURST CR,3,Z25,0192,752924
   265238,1,1,29/06/2004,WOLF,WMN,DI,150,6565046,6565048,1.3,8.5,1.80 ,CLAY,,WOODHURST CR,3,Z25,0192,752924
   264794,1,1,27/06/2004,WOLF,WMN,DI,150,6565046,6565048,1.3,8.5,1.95 ,CLAY,,WOODHURST CR,3,Z25,0192,752924
  2244622,2561095,1,19/07/2015,WOLF,WMN,DI,150,6565186,603322,,,0.00 ,,2720,ROMARK MEWS,3,Z32,0214,753136
   488227,707828,1,04/06/2007,WOLF,WMN,DI,150,6565186,603322,1.3,8.5,1.98 ,CLAY,2706,ROMARK MEWS,3,Z32,0214,753136
   280545,1,1,30/12/1989,,WMN,CPP,400,6565584,608358,1.3,8.7,0.00 ,,,HURONTARIO ST,3,Z29,0243,755468
  1686451,1961063,1,20/08/2013,WOLF,WMN,DI,150,6565672,595474,1.3,8.5,2.64 ,GRAC,NO #,MCLAUGHLIN RD,4,Z37E,0346,513129
   500820,739686,2,08/08/2007,WOLF,WMN,DI,150,6565672,595474,1.3,8.5,3.05 ,CLAY,N/ceremoni,MCLAUGHLIN RD,4,Z37E,0346,513129
   273308,1,1,08/08/2004,WOLF,WMN,DI,150,6565672,595474,1.3,8.5,3.00 ,CLAY,,MCLAUGHLIN RD,4,Z37E,0346,513129
   516720,788617,1,31/10/2007,WOLF,WMN,DI,400,6565785,595049,1.3,8.5,1.83 ,CLAY,291,MISSISSAUGA RD,3,Z38W,0364,763113
  2196185,2448353,1,23/04/2015,WOLF,WMN,PVC,150,6565987,6565988,,,0.00 ,,MISSISSAUG,MISSISSAUGA RD,2,Z17,0114,764629
  2158617,2427543,1,22/03/2015,WOLF,WMN,PVC,150,6565987,6565988,,,1.83 ,SAND,SEVEN OAK,MISSISSAUGA RD,2,Z17,0114,764629
   473950,662332,1,23/03/2007,WOLF,WMN,PVC,250,6566084,594345,2.1,8.7,1.83 ,,,MIDDLEBURY DR,4,Z39W,0339,766986
  1180136,1463873,1,26/04/2011,WOLF,WMN,DI,300,6566375,6592918,1.3,8.5,2.13 ,CLAY,NO #,THE COLLEGEWAY ,3,Z25,0194,947630
   565571,888231,1,10/05/2008,WOLF,WMN,DI,300,6566375,6592918,1.3,8.5,2.13 ,SAND,2150,THE COLLEGEWAY ,3,Z25,0194,947630
   430624,593135,1,13/09/2006,WOLF,WMN,DI,300,6566381,603201,1.3,8.5,2.74 ,CLAY,,BURNHAMTHORPE RD,3,Z32,0215,772534
   421562,570253,1,25/07/2006,WOLF,WMN,DI,300,6566381,603201,1.3,8.7,2.13 ,CLAY,,BURNHAMTHORPE RD,3,Z32,0215,772534
   272690,1,1,02/02/1994,,WMN,DI,300,6566381,603201,2.1,8.7,0.00 ,,,BURNHAMTHORPE RD,3,Z32,0215,772534
  2131473,2399950,1,04/02/2015,WOLF,WMN,CI,150,6566420,603106,1.1,8.2,1.98 ,SHAL,2343,WADDING CR,3,Z18,0132,772837
  1840827,2138488,1,29/01/2014,WOLF,WMN,CI,150,6566420,603106,1.1,8.2,2.13 ,SHCL,2335,WADDING CR,3,Z18,0132,772837
  1310519,1604684,1,04/01/2012,WOLF,WMN,CI,150,6566420,603106,1.1,8.3,2.98 ,CLAY,2394,WADDING CR,3,Z18,0132,772837
   279976,1,1,23/07/1998,,WMN,CI,150,6566420,603106,1.1,8.7,0.00 ,,,WADDING CR,3,Z18,0132,772837
   288815,1,1,24/01/1984,,WMN,CI,150,6566420,603106,1.1,,0.00 ,,,WADDING CR,3,Z18,0132,772837
  2106985,2387367,1,15/01/2015,WOLF,WMN,CPP,400,6566437,602815,5.2,8.1,2.64 ,CLAY,MISS/IVY,MISSISSAUGA RD,2,Z24,0195,773204
   502303,745036,1,16/08/2007,WOLF,WMN,DI,200,6566464,603124,1.1,8.5,2.13 ,SHCL,2488,HORNSGATE DR,3,Z18,0131,773812
   267777,1,1,17/04/1982,,WMN,DI,200,6566464,603124,1.1,,0.00 ,,,HORNSGATE DR,3,Z18,0131,773812
  2137849,2388788,1,18/02/2015,WOLF,WMN,CI,200,6566487,603153,4.1,8.1,2.13 ,SHAL,2575,LIRUMA RD,3,Z18,0132,773954
  2137937,2388788,1,18/02/2015,WOLF,WMN,CI,200,6566487,603153,1.1,8.2,2.13 ,SHAL,2575,LIRUMA RD,3,Z18,0132,773954
  2136480,2406326,1,14/02/2015,WOLF,WMN,CI,200,6566487,603153,1.3,,3.30 ,,2565,LIRUMA RD,3,Z18,0132,773954
   268988,1,1,17/02/1991,,WMN,CI,200,6566487,603153,1.1,8.7,0.00 ,,,LIRUMA RD,3,Z18,0132,773954
  1565429,1841645,1,07/02/2013,WOLF,WMN,CI,150,6566489,603113,1.3,8.5,2.13 ,CLAY,2339,CLEARY CT,3,Z18,0132,773962
   306894,1,1,22/01/2005,WOLF,WMN,CPP301,2100,6566602,6566603,1.1,8.7,2.28 ,CLAY,,STANFIELD RD,2,Z13,0184,774649
   284244,265174,1,01/10/2004,WOLF,WMN,DI,300,6566925,6421027,1.3,8.5,2.40 ,CLAY,,MISSISSAUGA RD,3,Z31,0257,779894
  1690334,1966015,1,28/08/2013,WOLF,WMN,DI,300,6566927,605775,1.3,8.5,1.98 ,SACL,3121,KIRWIN AVE,2,Z21,0181,779967
  1185322,1467108,1,11/05/2011,WOLF,WMN,DI,300,6566927,605775,1.3,8.5,2.13 ,GRAC,3121,KIRWIN AVE,2,Z21,0181,779967
   344778,1,1,16/07/2005,WOLF,WMN,DI,300,6566927,605775,1.3,8.5,2.43 ,SAND,,KIRWIN AVE,2,Z21,0181,779967
   288339,1,1,22/12/1980,,WMN,CI,150,6566942,602703,1.1,8.6,0.00 ,,,SCAPA RD,3,Z18,0111,780082
  1808152,2127120,1,08/01/2014,WOLF,WMN,CI,150,6566960,6566964,1.1,,2.44 ,,2343,WOKING CR,3,Z18,0132,780230
  1437934,1747630,1,20/08/2012,WOLF,WMN,CI,150,6566960,6566964,1.1,8.3,2.13 ,SACL,2295,WOKING CR,3,Z18,0132,780230
   786980,1127855,1,06/07/2009,WOLF,WMN,CI,150,6566960,6566964,1.1,8.5,2.44 ,CLAY,2379,WOKING CR,3,Z18,0132,780230
   655110,1005728,1,23/11/2008,WOLF,WMN,CI,150,6566960,6566964,1.1,8.5,1.83 ,CLAY,2321,WOKING CR,3,Z18,0132,780230
   358650,1,1,01/10/2005,WOLF,WMN,CI,150,6566960,6566964,1.1,8.7,2.13 ,CLAY,,WOKING CR,3,Z18,0132,780230
   336954,368040,1,07/06/2005,WOLF,WMN,CI,150,6566960,6566964,1.1,8.7,2.74 ,CLAY,,WOKING CR,3,Z18,0132,780230
   300853,1,1,28/12/2004,WOLF,WMN,CI,150,6566960,6566964,1.1,8.7,2.10 ,CLAY,,WOKING CR,3,Z18,0132,780230
   149842,83018,1,23/11/2002,WOLF,WMN,CI,150,6566960,6566964,1.1,8.7,2.28 ,CLAY,,WOKING CR,3,Z18,0132,780230
   273952,1,1,22/02/1996,,WMN,CI,150,6566960,6566964,1.1,8.7,0.00 ,,,WOKING CR,3,Z18,0132,780230
   272898,1,1,24/07/1994,,WMN,CI,150,6566960,6566964,1.1,8.7,0.00 ,,,WOKING CR,3,Z18,0132,780230
   267470,1,1,27/03/1981,,WMN,CI,150,6566960,6566964,1.1,,0.00 ,,,WOKING CR,3,Z18,0132,780230
  2260700,2601806,1,18/08/2015,WOLF,WMN,PVC,300,6566963,6566965,5.1,,1.83 ,GRAV,2324,HOMELANDS DR,3,Z18,0112,780236
