W/O #,Service Request #,No. of Breaks,W/O Date,SRC,Asset Type,Mat,Dia,FROM NODE,TO NODE,Failure Type,Failure Cause,W/M Depth,Soil Type,UNIT,Street,Pres Zone,Zone,Tile,COMPKEY
  1348496,1623616,1,16/02/2012,WOLF,WMN,DI,300,592540,593044,1.3,8.5,2.74 ,CLAY,1305,CRESTLAWN DR,3,Z27,0331,515771
  1015779,1344864,2,16/08/2010,WOLF,WMN,DI,300,592540,593044,1.3,8.5,2.13 ,CLAY,1295,CRESTLAWN DR,3,Z27,0331,515771
   641555,991313,1,25/10/2008,WOLF,WMN,DI,300,592540,593044,1.3,8.5,2.44 ,CLAY,1255,CRESTLAWN DR,3,Z27,0331,515771
   641177,990385,1,23/10/2008,WOLF,WMN,DI,300,592540,593044,1.3,8.5,0.00 ,CLAY,1265,CRESTLAWN DR,3,Z27,0331,515771
   279121,253637,1,06/09/2004,WOLF,WMN,DI,300,592540,593044,1.3,8.5,3.00 ,SHCL,,CRESTLAWN DR,3,Z27,0331,515771
   248474,179280,2,04/04/2004,WOLF,WMN,DI,300,592540,593044,1.3,8.5,2.88 ,CLAY,,CRESTLAWN DR,3,Z27,0331,515771
   181776,89531,1,22/04/2003,WOLF,WMN,DI,300,592540,593044,1.3,8.5,1.80 ,CLAY,,CRESTLAWN DR,3,Z27,0331,515771
  1418172,1701757,1,19/06/2012,WOLF,WMN,CPP,500,592544,592545,1.3,8.5,4.57 ,CLAY,1205,EGLINTON AVE,3,Z36E,0330,515757
  1023378,1355773,1,06/09/2010,WOLF,WMN,DI,300,592548,592554,1.3,8.5,2.44 ,CLAY,1145,FEWSTER DR,3,Z27,0309,515777
    63263,1,1,31/07/2001,WOLF,WMN,DI,300,592548,592554,1.1,8.7,3.00 ,CLAY,,FEWSTER DR,3,Z27,0309,515777
  2144596,2413548,1,27/02/2015,WOLF,WMN,DI,300,592554,592542,1.3,8.5,3.05 ,SAND,1197,FEWSTER DR,3,Z27,0331,515778
  1431359,1735848,2,01/08/2012,WOLF,WMN,DI,300,592554,592542,1.2,8.5,2.13 ,SACL,1205,FEWSTER DR,3,Z27,0331,515778
  1416148,1700539,1,17/06/2012,WOLF,WMN,DI,300,592554,592542,1.3,8.5,1.83 ,CLAY,1205,FEWSTER DR,3,Z27,0331,515778
  1013065,1341061,2,09/08/2010,WOLF,WMN,DI,300,592554,592542,1.3,8.5,1.83 ,CLAY,1235,FEWSTER DR,3,Z27,0331,515778
   704552,1028492,1,08/01/2009,WOLF,WMN,DI,300,592554,592542,1.3,8.5,2.13 ,CLAY,1255,FEWSTER DR,3,Z27,0331,515778
   463633,648888,2,14/02/2007,WOLF,WMN,DI,300,592554,592542,1.3,8.5,2.40 ,CLAY,1205,FEWSTER DR,3,Z27,0331,515778
   416577,553608,1,28/06/2006,WOLF,WMN,DI,300,592554,592542,1.3,,2.50 ,CLAY,1197,FEWSTER DR,3,Z27,0331,515778
   357310,1,1,24/09/2005,WOLF,WMN,DI,300,592554,592542,1.3,8.5,1.83 ,CLAY,,FEWSTER DR,3,Z27,0331,515778
   348391,1,1,07/08/2005,WOLF,WMN,DI,300,592554,592542,1.3,8.5,2.44 ,CLAY,,FEWSTER DR,3,Z27,0331,515778
   294890,1,1,30/11/2004,WOLF,WMN,DI,300,592554,592542,1.3,8.5,1.80 ,CLAY,,FEWSTER DR,3,Z27,0331,515778
   252599,188982,1,24/04/2004,WOLF,WMN,DI,300,592554,592542,1.3,8.5,2.10 ,CLAY,,FEWSTER DR,3,Z27,0331,515778
   139743,1,1,17/09/2002,WOLF,WMN,DI,300,592554,592542,1.1,8.7,1.80 ,CLAY,,FEWSTER DR,3,Z27,0331,515778
   271645,1,1,18/08/1992,,WMN,DI,300,592554,592542,1.3,8.5,0.00 ,,,FEWSTER DR,3,Z27,0331,515778
   279791,1,1,02/12/1998,,WMN,PVC,300,592577,592603,1.2,8.7,0.00 ,,,ORBITOR DR,3,Z34E,0378,522391
  1363030,1620394,1,05/03/2012,WOLF,WMN,PVC,300,592583,592584,1.3,8.5,2.44 ,SACL,5080,SKYMARK AVE,3,Z34E,0379,515796
   378497,460987,1,23/12/2005,WOLF,WMN,PVC,300,592600,592582,1.2,8.7,1.83 ,CLAY,,ORBITOR DR,3,Z34E,0356,515803
  1231503,1514206,1,31/08/2011,WOLF,WMN,DI,300,592606,607272,1.2,8.5,1.83 ,GRAC,1905,SHAWSON DR,3,Z35E,0447,523738
  1203116,1457938,1,25/06/2011,WOLF,WMN,DI,400,592620,592623,1.2,8.5,3.66 ,SHCL,5130,CREEKBANK RD,3,Z35E,0376,515847
   358978,1,1,04/10/2005,WOLF,WMN,PHOEN,300,592620,607273,1.3,8.5,1.83 ,CLAY,,AIMCO BLVD,3,Z35E,0353,523743
   355535,421772,1,14/09/2005,WOLF,WMN,PHOEN,300,592620,607273,1.1,8.7,1.83 ,CLAY,,AIMCO BLVD,3,Z35E,0353,523743
   355547,421772,1,14/09/2005,WOLF,WMN,PHOEN,300,592620,607273,1.1,8.7,1.83 ,CLAY,,AIMCO BLVD,3,Z35E,0353,523743
   293548,287381,1,24/11/2004,WOLF,WMN,PHOEN,300,592620,607273,1.1,8.7,1.50 ,CLAY,,AIMCO BLVD,3,Z35E,0353,523743
   129539,1,1,07/07/2002,WOLF,WMN,PHOEN,300,592620,607273,1.3,8.5,1.80 ,CLAY,,AIMCO BLVD,3,Z35E,0353,523743
   272093,1,1,29/07/1993,,WMN,PHOEN,300,592620,607273,1.3,8.5,0.00 ,,,AIMCO BLVD,3,Z35E,0353,523743
  1176819,1457938,3,17/04/2011,WOLF,WMN,DI,400,592622,592620,1.1,8.5,2.44 ,SHCL,5130,CREEKBANK RD,3,Z35E,0353,515846
   283512,263837,1,29/09/2004,WOLF,WMN,DI,300,592626,607272,1.3,8.5,2.10 ,CLAY,,ATLANTIC DR,3,Z35E,0447,523874
   134399,1,1,12/08/2002,WOLF,WMN,DI,300,592641,592642,1.3,8.5,2.40 ,CLAY,,PANTERA DR,3,Z35W,0351,515852
   285685,268428,2,09/10/2004,WOLF,WMN,DI,300,592642,592704,1.3,8.5,1.65 ,CLAY,,PANTERA DR,3,,0351,515916
  1475648,1804817,1,26/11/2012,WOLF,WMN,DI,300,592649,6567570,1.3,8.5,1.83 ,CLAY,1111,BREVIK PL,3,Z35W,0397,784433
   130485,76134,1,14/07/2002,WOLF,WMN,CPP,400,592658,6567107,1.3,8.5,2.40 ,CLAY,,MAINGATE DR,3,Z35W,0351,781225
   130493,76134,1,14/07/2002,WOLF,WMN,CPP,400,592658,6567107,1.3,8.5,2.40 ,CLAY,,MAINGATE DR,3,Z35W,0351,781225
  1001674,1324589,2,11/07/2010,WOLF,WMN,CPP,400,592663,592664,1.3,8.5,2.13 ,GRAC,5320,BRADCO BLVD,3,Z35W,0375,515859
   272758,1,1,24/04/1994,,WMN,CPP,400,592663,592664,1.3,8.5,0.00 ,,,BRADCO BLVD,3,Z35W,0375,515859
  1567720,1844067,1,13/02/2013,WOLF,WMN,DI,300,592665,6578742,1.3,8.5,2.44 ,CLAY,5288,GENERAL RD,3,Z35W,0375,847061
   651039,996526,1,05/11/2008,WOLF,WMN,DI,300,592665,6578742,1.2,8.5,1.83 ,SACL,5240,GENERAL RD,3,Z35W,0375,847061
   205799,105218,1,28/08/2003,WOLF,WMN,DI,300,592665,6578742,1.1,8.7,1.80 ,CLAY,,GENERAL RD,3,Z35W,0375,847061
   204697,1,1,22/08/2003,WOLF,WMN,DI,300,592665,6578742,1.1,8.7,1.80 ,CLAY,,GENERAL RD,3,Z35W,0375,847061
   785766,1124088,1,30/06/2009,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.13 ,GRAC,5369,MAINGATE DR,3,Z35W,0374,515890
   638271,684121,1,10/10/2008,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.13 ,CLAY,5395,MAINGATE DR,3,Z35W,0374,515890
   625812,960522,2,29/08/2008,WOLF,WMN,DI,300,592667,592659,1.3,8.5,3.05 ,CLAY,5369,MAINGATE DR,3,Z35W,0374,515890
   593627,938036,1,24/07/2008,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.13 ,SACL,5395,MAINGATE DR,3,Z35W,0374,515890
   502137,743768,1,15/08/2007,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.13 ,CLAY,5319,MAINGATE DR,3,Z35W,0374,515890
   489483,710639,1,09/06/2007,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.28 ,CLAY,5339,MAINGATE DR,3,Z35W,0374,515890
   431197,593227,1,14/09/2006,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.74 ,CLAY,,MAINGATE DR,3,Z35W,0374,515890
   415987,551955,1,25/06/2006,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.89 ,CLAY,,MAINGATE DR,3,Z35W,0374,515890
   387315,1,1,02/02/2006,WOLF,WMN,DI,250,592667,592668,1.3,8.5,2.44 ,CLAY,,HAULTAIN CT,3,Z35W,0351,515861
   352407,1,1,28/08/2005,WOLF,WMN,DI,300,592667,592659,1.3,8.5,1.83 ,CLAY,,MAINGATE DR,3,Z35W,0374,515890
   236407,157448,2,03/02/2004,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.40 ,CLAY,,MAINGATE DR,3,Z35W,0374,515890
   229862,151137,1,10/01/2004,WOLF,WMN,DI,250,592667,592668,1.3,8.5,2.40 ,CLAY,,HAULTAIN CT,3,Z35W,0351,515861
   222472,1,2,02/12/2003,WOLF,WMN,DI,300,592667,592659,1.3,8.5,2.70 ,CLAY,,MAINGATE DR,3,Z35W,0374,515890
   203778,100820,2,18/08/2003,WOLF,WMN,DI,250,592667,592668,1.3,8.5,2.70 ,SAND,,HAULTAIN CT,3,Z35W,0351,515861
   280237,1,1,19/08/1999,,WMN,DI,300,592667,592659,1.3,8.5,0.00 ,,,MAINGATE DR,3,Z35W,0374,515890
   279683,1,1,15/11/1998,,WMN,DI,300,592667,592659,1.3,8.5,0.00 ,,,MAINGATE DR,3,Z35W,0374,515890
   279416,1,1,09/09/1998,,WMN,DI,300,592667,592659,1.1,8.7,0.00 ,,,MAINGATE DR,3,Z35W,0374,515890
   279888,1,1,02/06/1998,,WMN,DI,300,592667,592659,1.3,8.5,0.00 ,,,MAINGATE DR,3,Z35W,0374,515890
   276147,1,1,05/01/1998,,WMN,DI,250,592667,592668,1.3,8.5,0.00 ,,,HAULTAIN CT,3,Z35W,0351,515861
   274257,1,1,30/10/1995,,WMN,DI,250,592667,592668,1.3,8.5,0.00 ,,,HAULTAIN CT,3,Z35W,0351,515861
   282847,1,1,08/08/1995,,WMN,DI,250,592667,592668,1.3,8.5,0.00 ,,,HAULTAIN CT,3,Z35W,0351,515861
   272496,1,1,31/07/1988,,WMN,DI,250,592667,592668,1.1,,0.00 ,,,HAULTAIN CT,3,Z35W,0351,515861
   132797,1,1,29/07/2002,WOLF,WMN,DI,300,592671,592650,1.3,8.5,1.80 ,CLAY,,BREVIK PL,3,Z35W,0374,525965
  1421627,1711294,1,03/07/2012,WOLF,WMN,DI,300,592672,592673,1.3,8.5,2.74 ,CLAY,OPP 1090,AEROWOOD DR,3,Z35W,0397,522392
  1421645,1711294,1,03/07/2012,WOLF,WMN,DI,300,592672,592673,1.3,8.5,2.74 ,CLAY,1090,AEROWOOD DR,3,Z35W,0397,522392
   184708,90657,1,08/05/2003,WOLF,WMN,DI,300,592672,592673,1.3,8.5,1.80 ,CLAY,,AEROWOOD DR,3,Z35W,0397,522392
   171256,87258,1,01/03/2003,WOLF,WMN,DI,300,592672,592673,1.3,8.5,2.10 ,CLAY,,AEROWOOD DR,3,Z35W,0397,522392
   160798,1,1,18/01/2003,WOLF,WMN,DI,300,592672,592673,1.3,8.5,2.10 ,SACL,,AEROWOOD DR,3,Z35W,0397,522392
   211371,116858,2,01/10/2003,WOLF,WMN,DI,300,592673,592653,1.3,8.5,2.40 ,CLAY,,KAMATO RD,3,Z35W,0398,515894
   279799,1,1,02/12/1998,,WMN,DI,300,592673,592653,1.3,8.5,0.00 ,,,KAMATO RD,3,Z35W,0398,515894
   276139,1,1,18/02/1998,,WMN,CPP,400,592679,592677,1.3,8.5,0.00 ,,,AMBLER DR,3,Z35W,0421,522395
   280437,1,1,03/11/1988,,WMN,CPP,400,592679,592677,1.1,,0.00 ,,,AMBLER DR,3,Z35W,0421,522395
  1264640,1586757,2,30/11/2011,WOLF,WMN,DI,300,592683,6535504,1.3,8.5,2.13 ,CLAY,5815,DATSUN RD,3,Z35W,0446,694645
   827584,1179310,1,08/10/2009,WOLF,WMN,DIHYPC,400,592687,592610,4.1,8.5,3.05 ,,V/Chmbr,DIXIE RD,3,Z35W,0446,523184
   306458,1,1,20/01/2005,WOLF,WMN,DI,400,592690,592691,1.1,8.7,1.83 ,CLAY,,AEROWOOD DR,3,Z35W,0398,515871
  1051967,1391970,1,18/11/2010,WOLF,WMN,DI,300,592704,6558828,2.1,8.1,1.98 ,CLAY,5198,EVEREST DR,3,Z36E,0350,719502
   985711,1300103,1,30/05/2010,WOLF,WMN,DI,300,592704,6558828,1.3,8.5,1.83 ,CLAY,5198,EVEREST DR,3,Z36E,0350,719502
   808683,1159141,1,26/08/2009,WOLF,WMN,DI,300,592704,6558828,1.3,8.7,1.83 ,CLAY,5208,EVEREST DR,3,Z36E,0350,719502
   807983,1158315,1,25/08/2009,WOLF,WMN,DI,300,592704,6558828,1.3,8.5,2.13 ,CLAY,opp 5198,EVEREST DR,3,Z36E,0350,719502
   347854,1,1,03/08/2005,WOLF,WMN,DI,300,592704,6558828,1.3,8.5,2.44 ,CLAY,,EVEREST DR,3,Z36E,0350,719502
  1023722,1356350,1,07/09/2010,WOLF,WMN,CPP,750,592712,592654,1.3,8.1,0.91 ,CLAY,,TOMKEN RD,,,0421,515855
  2142147,2411904,1,24/02/2015,WOLF,WMN,CPP,400,592787,592790,,,0.00 ,,6291,NETHERHART RD,4,Z42E,0496,516008
  1847061,2145137,1,12/02/2014,WOLF,WMN,CPP,400,592787,592790,3.1,8.2,0.00 ,,6145,NETHERHART RD,4,Z42E,0496,516008
   828266,1184838,1,10/10/2009,WOLF,WMN,DI,300,592787,6586412,1.3,8.5,1.83 ,CLAY,1675,MEYERSIDE DR,4,Z42E,0496,879532
   519963,1,1,17/11/2007,WOLF,WMN,DI,300,592787,6586412,1.3,8.5,2.44 ,CLAY,1715,MEYERSIDE DR,4,Z42E,0496,879532
   287493,254810,1,20/10/2004,WOLF,WMN,CPP,400,592787,592790,1.1,8.7,2.40 ,CLAY,,NETHERHART RD,4,Z42E,0496,516008
   209205,112918,1,18/09/2003,WOLF,WMN,DI,300,592787,6586412,1.3,8.5,2.10 ,CLAY,,MEYERSIDE DR,4,Z42E,0496,879532
   280113,1,1,26/01/1999,,WMN,CPP,400,592787,592790,,8.5,0.00 ,,,NETHERHART RD,4,Z42E,0496,516008
   272859,1,1,04/05/1994,,WMN,CPP,400,592787,592790,1.3,8.5,0.00 ,,,NETHERHART RD,4,Z42E,0496,516008
   271408,1,1,06/04/1992,,WMN,CPP,400,592787,592790,4.1,8.5,0.00 ,,,NETHERHART RD,4,Z42E,0496,516008
   275240,1,1,19/12/1996,,WMN,CPP,400,592789,600419,1.3,8.1,0.00 ,,,BRITANNIA RD,4,Z42E,0471,516007
  1696547,1975469,1,13/09/2013,WOLF,WMN,DI,300,592792,592793,1.3,8.5,2.50 ,CLAY,NO #,VAN DEEMTER CT,4,Z42E,0521,515994
  1404377,1674355,1,13/05/2012,WOLF,WMN,DI,300,592792,592793,1.3,8.5,0.00 ,CLAY,NO #,VAN DEEMTER CT,4,Z42E,0521,515994
   981568,1293350,1,20/05/2010,WOLF,WMN,DI,300,592792,592793,1.3,8.5,4.27 ,CLAY,NO #,VAN DEEMTER CT,4,Z42E,0521,515994
   165958,86316,1,06/02/2003,WOLF,WMN,CPP,400,592793,592788,1.3,8.5,3.00 ,CLAY,,COURTNEYPARK DR,4,Z42E,0521,522397
   439762,1,1,01/11/2006,WOLF,WMN,PVC,300,592821,592859,1.2,8.7,1.83 ,CLAY,,LISGAR DR,5A,Z56,0454,515470
  1132740,1435017,1,28/02/2011,WOLF,WMN,PVC,300,592892,593458,2.1,8.5,1.83 ,,chamber,FOREST PARK DR,5,Z56,0505,526021
   699399,1021640,1,28/12/2008,WOLF,WMN,DI,300,593039,6567112,1.3,8.5,2.13 ,CLAY,1191,CRESTLAWN DR,3,Z27,0331,781260
   162656,85692,1,25/01/2003,WOLF,WMN,DI,300,593039,6567112,1.3,8.5,2.10 ,CLAY,,CRESTLAWN DR,3,Z27,0331,781260
    59746,1,1,12/07/2001,WOLF,WMN,DI,300,593039,592547,1.3,8.5,1.98 ,CLAY,,CRESTLAWN DR,3,Z27,0330,515772
    57943,1,1,29/06/2001,WOLF,WMN,DI,300,593039,6567112,1.3,8.5,1.98 ,CLAY,,CRESTLAWN DR,3,Z27,0331,781260
   274239,1,1,25/09/1995,,WMN,DI,300,593039,6567112,1.3,8.5,0.00 ,,,CRESTLAWN DR,3,Z27,0331,781260
   268702,1,1,09/12/1984,,WMN,DI,300,593039,6567112,1.3,8.5,0.00 ,,,CRESTLAWN DR,3,Z27,0331,781260
  1470955,1796577,1,11/11/2012,WOLF,WMN,PVC,300,593056,593060,4.1,8.5,1.83 ,CLAY,3292,TRELAWNY CIR,4A,Z56,0455,515290
   280552,1,1,01/02/1999,,WMN,COPP,50,593057,593058,,8.7,0.00 ,,,TRELAWNY CIR,4A,Z56,0455,515018
  1445533,1760722,1,10/09/2012,WOLF,WMN,PVC,200,593101,593103,1.2,8.6,2.74 ,CLAY,6611,MOCKINGBIRD LANE,5A,Z56,0455,515311
   993822,1311552,1,19/06/2010,WOLF,WMN,PVC,200,593111,593113,4.1,8.5,3.05 ,SACL,6672,MOCKINGBIRD LANE,5A,Z56,0480,515316
   280165,1,1,24/03/1999,,WMN,COPP,50,593131,593132,,8.7,0.00 ,,,MOCKINGBIRD LANE,5A,Z56,0455,515052
   407014,1,1,08/05/2006,WOLF,WMN,PVC,150,593146,593148,1.3,8.5,1.83 ,CLAY,,SNOW GOOSE LANE,5A,Z56,0455,515334
   158142,1,1,07/01/2003,WOLF,WMN,PVC,150,593146,593148,1.3,8.5,1.80 ,CLAY,,SNOW GOOSE LANE,5A,Z56,0455,515334
   157657,4766,1,06/01/2003,WOLF,WMN,COPP,50,593166,593167,1.3,8.5,1.80 ,CLAY,,SNOW GOOSE LANE,5A,Z56,0455,515069
  2201931,2447948,1,30/04/2015,WOLF,WMN,COPP,50,593238,593236,,,0.00 ,,3385,WATER LILY CT,4A,Z56,0406,515092
   205648,1,1,27/08/2003,WOLF,WMN,PVC,150,593318,593319,,,0.00 ,,,DUNROBIN WAY,5,Z55,0503,514827
  1977048,2291665,1,04/09/2014,WOLF,WMN,DI,150,593358,593360,1.3,8.5,1.68 ,CLAY,6979,HARRIS CR,5,Z56,0505,515183
   467467,653982,1,28/02/2007,WOLF,WMN,DI,150,593358,593360,1.3,8.5,6.50 ,CLAY,6951,HARRIS CR,5,Z56,0505,515183
  1893247,2179949,1,16/04/2014,WOLF,WMN,DI,150,593360,593358,1.3,8.5,1.98 ,CLAY,7008,CORDINGLEY CR,5,Z56,0505,515185
   835464,1192983,1,27/10/2009,WOLF,WMN,DI,150,593360,593358,1.3,8.5,1.98 ,CLAY,6984,CORDINGLEY CR,5,Z56,0505,515185
  1043733,1379893,1,25/10/2010,WOLF,WMN,DI,200,593435,593436,1.3,8.5,2.44 ,SACL,6355,EDENWOOD DR,4A,Z56,0431,515227
  1043742,1379893,1,25/10/2010,WOLF,WMN,DI,200,593435,593436,1.3,8.5,2.44 ,SACL,6355,EDENWOOD DR,4A,Z56,0431,515227
  1702104,1981809,1,25/09/2013,WOLF,WMN,DI,150,593436,6545624,1.3,8.5,2.44 ,SACL,3027,SARACEN CT,4A,Z56,0432,706695
   292416,270154,1,18/11/2004,WOLF,WMN,DI,150,593438,593441,1.3,8.5,1.80 ,CLAY,,KILBRIDE CR,4A,Z56,0407,514962
  1325425,1612708,1,21/01/2012,WOLF,WMN,DI,150,593456,593457,1.3,8.5,1.98 ,CLAY,6075,FULLERTON CR,4A,Z56,0407,514970
   444926,620914,1,25/11/2006,WOLF,WMN,DI,150,593456,593457,1.3,8.5,7.00 ,CLAY,6143,FULLERTON CR,4A,Z56,0407,514970
    99340,1,1,11/01/2002,WOLF,WMN,DI,150,593456,593457,1.3,8.5,2.28 ,CLAY,,FULLERTON CR,4A,Z56,0407,514970
    72776,1,1,28/09/2001,WOLF,WMN,DI,200,593457,593456,1.3,8.5,1.80 ,,,EDENWOOD DR,4A,Z56,0383,515242
  2215295,2440446,1,27/05/2015,WOLF,WMN,COPP,50,593498,593499,4.1,8.5,1.83 ,CLAY,3841,TRELAWNY CIR,5A,Z56,0480,514988
    28884,1,1,22/02/2001,WOLF,WMN,COPP,50,593504,593505,2.1,,0.00 ,,,TRELAWNY CIR,5A,Z56,0480,514991
  1860592,2154592,1,04/03/2014,WOLF,WMN,PVC,300,593506,593493,2.1,8.5,2.44 ,CLAY,3801,TRELAWNY CIR,5A,Z56,0480,515266
  1866201,2137120,1,18/03/2014,WOLF,WMN,COPP,50,593512,593513,3.1,8.5,2.74 ,SACL,3761-3766,TRELAWNY CIR,5A,Z56,0479,514995
   280163,1,1,23/03/1999,,WMN,PVC,300,593512,593514,2.1,8.7,0.00 ,,,TRELAWNY CIR,5A,Z56,0479,515272
  2196564,2463066,1,24/04/2015,WOLF,WMN,PVC,300,593550,593552,1.3,8.5,2.13 ,SAND,3348,TRELAWNY CIR,5A,Z56,0454,515287
  1423166,1711659,1,06/07/2012,WOLF,WMN,PVC,300,593617,596415,,,0.00 ,,,MISSISSAUGA RD,4,Z54E,0585,526035
  1428560,1733208,1,28/07/2012,WOLF,WMN,PVC,250,593658,593670,1.2,8.7,2.44 ,CLAY,2867,CROSSCURRENT DR,5,Z54W,0556,514765
   272851,1,1,29/04/1994,,WMN,PVC,200,593663,593660,2.1,8.7,0.00 ,,,GULFSTREAM WAY,5,Z54W,0556,514758
   272131,1,1,18/08/1993,,WMN,PVC,200,593663,593660,2.1,8.7,0.00 ,,,GULFSTREAM WAY,5,Z54W,0556,514758
  2196850,2463066,1,25/04/2015,WOLF,WMN,PVC,250,593670,593664,,,0.00 ,,2903,CROSSCURRENT DR,5,Z54W,0556,514766
   122974,1,1,18/05/2002,WOLF,WMN,DI,250,593676,593677,1.3,8.5,2.10 ,CLAY,,COPENHAGEN RD,5,Z54W,0531,522332
    82154,1,1,07/11/2001,WOLF,WMN,DI,150,593676,6569220,2.1,,1.80 ,CLAY,,COPENHAGEN RD,5,Z54W,0531,791073
  1962109,2273155,1,08/08/2014,WOLF,WMN,DI,150,593680,593681,,,0.00 ,,2898,QUETTA MEWS,5,Z54W,0531,522325
  1443157,1756681,1,04/09/2012,WOLF,WMN,DI,150,593680,593681,1.3,8.5,2.44 ,CLAY,2952,QUETTA MEWS,5,Z54W,0531,522325
   272744,1,1,13/03/1994,,WMN,DI,150,593680,593681,1.3,8.5,0.00 ,,,QUETTA MEWS,5,Z54W,0531,522325
  2139973,2411840,1,22/02/2015,WOLF,WMN,DI,150,593682,593683,,,0.00 ,,7133,BENDIGO CIR,5,Z54W,0531,522326
  1859082,2153028,1,28/02/2014,WOLF,WMN,DI,150,593682,593683,,8.5,2.44 ,CLAY,7139,BENDIGO CIR,5,Z54W,0531,522326
  1594918,1877344,1,17/04/2013,WOLF,WMN,DI,150,593682,593683,1.3,8.5,2.44 ,CLAY,7279,BENDIGO CIR,5,Z54W,0531,522326
   507938,1,1,17/09/2007,WOLF,WMN,DI,150,593682,593683,1.1,8.5,1.83 ,CLAY,7347,BENDIGO CIR,5,Z54W,0531,522326
   374179,1,1,07/12/2005,WOLF,WMN,DI,150,593682,593683,1.3,8.5,1.82 ,CLAY,,BENDIGO CIR,5,Z54W,0531,522326
   472222,1,1,19/03/2007,WOLF,WMN,DI,250,593685,593686,1.3,8.5,2.13 ,CLAY,7227,COPENHAGEN RD,5,Z54W,0531,514776
  1992342,2314024,1,28/09/2014,WOLF,WMN,DI,250,593686,593692,1.3,8.5,2.13 ,SAND,7153,COPENHAGEN RD,5,Z54W,0532,514781
   989804,1307255,1,10/06/2010,WOLF,WMN,DI,250,593693,593692,1.3,8.5,2.13 ,SAND,NO #,COPENHAGEN RD,5,Z54W,0532,514782
   811474,1163656,1,02/09/2009,WOLF,WMN,DI,250,593694,593695,1.3,8.5,2.44 ,SAND,No #,COPENHAGEN RD,5,Z54W,0532,514784
   283766,1,1,30/09/2004,WOLF,WMN,DI,250,593694,593695,1.3,8.5,1.80 ,SAND,,COPENHAGEN RD,5,Z54W,0532,514784
   131444,1,1,19/07/2002,WOLF,WMN,DI,150,593696,593695,1.3,8.5,1.80 ,SAND,,CADIZ CR,5,Z54W,0532,514785
  1066363,1403673,1,17/12/2010,WOLF,WMN,CPP,400,593710,593952,4.1,8.5,3.05 ,SAND,No #,DERRY RD,5,,0532,522304
   776044,1110991,1,09/06/2009,WOLF,WMN,PVC,150,593723,593724,5.2,8.4,1.83 ,CLAY,3371,SMOKE TREE RD,5,Z55,0529,514795
   986684,1301349,1,01/06/2010,WOLF,WMN,PVC,200,593741,593742,2.1,8.6,3.05 ,SACL,NO #,DERRY RD,5,,0504,514800
   272883,1,1,14/06/1994,,WMN,PVC,150,593761,593760,1.2,8.1,0.00 ,,,SALME DR,5,Z55,0531,514804
   788559,1130687,1,08/07/2009,WOLF,WMN,PVC,150,593764,6569609,1.2,8.7,1.83 ,SACL,3159,AUGUSTA DR,5,Z55,0530,792573
  1689583,1965287,1,27/08/2013,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,1.96 ,GRAC,2999/5,ARVIDA CIR,5,Z46W,0506,706151
  1660821,1919176,1,21/06/2013,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,1.83 ,SHCL,2995,ARVIDA CIR,5,Z46W,0506,706151
  1228220,1536802,1,24/08/2011,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,2.44 ,CLAY,2929,ARVIDA CIR,5,Z46W,0506,706151
   957738,1270321,1,10/04/2010,WOLF,WMN,DI,150,593827,6545164,1.3,8.7,1.99 ,CLAY,2963,ARVIDA CIR,5,Z46W,0506,706151
   918162,1234539,1,21/01/2010,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,1.98 ,CLAY,2981,ARVIDA CIR,5,Z46W,0506,706151
   840957,1198036,1,05/11/2009,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,2.13 ,CLAY,2989,ARVIDA CIR,5,Z46W,0506,706151
   500715,739677,1,08/08/2007,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,1.83 ,CLAY,2863,ARVIDA CIR,5,Z46W,0506,706151
   282671,262342,1,25/09/2004,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,1.80 ,GRAC,,ARVIDA CIR,5,Z46W,0506,706151
   142993,1,1,08/10/2002,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,1.98 ,CLAY,,ARVIDA CIR,5,Z46W,0506,706151
   134168,1,1,11/08/2002,WOLF,WMN,DI,150,593827,6545164,1.3,8.5,1.80 ,CLAY,,ARVIDA CIR,5,Z46W,0506,706151
   146969,1,1,05/11/2002,WOLF,WMN,DI,250,593829,593836,1.3,8.5,1.98 ,SACL,,GLEN ERIN DR,4,Z46W,0507,514480
   434938,601717,1,04/10/2006,WOLF,WMN,DI,250,593836,6572579,1.3,8.5,2.89 ,CLAY,,GLEN ERIN DR,4,Z46W,0506,806452
