OBJECTID_1 *,Shape,GRPCODE,OID_,GRPCODE_1,OBJECTID,GDO_GID,HANSEN_COM,WM_WATERMA,INFRA_STAT,WM_WATERM1,WMODEL_ID,WMODEL_ID_,WMODEL_ID1,WM_WATERM2,MATERIAL,FRM_NODE,TO_NODE,WPZ_ID,CAM_CATEGO,CAM_CATEG1,COMPKEY,INSTALL_DA,SERVSTAT,M_TYPE,DIAMETER,WPZ,INST_YR,ST_CLASS,YR2012,YR2031,Source,GISID,GRPCODE_12,GHD_Edit,Shape_Leng,YR_INSTALL,TRANS,PCSDesc,DCSDesc,PCScore,DCScore,SOIL,DRAINAGE,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,LT01,LT02,LT03,LT04,LT05,LT06,LT07,LT08,LT09,LT10,LT11,LT12,LT13,LT14,LT15,LT16,VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11,VT12,VT13,VT14,VT15,VT16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,SEVERITY,DURATION,RES01,RES02,RES03,RES04,RES05,RES06,RES07,RES08,RES09,RES10,RES11,RES12,RES13,RES14,RES15,RES16,RS01,RS02,RS03,RS04,RS05,RS06,RS07,RS08,RS09,RS10,RS11,RS12,RS13,RS14,RS15,RS16,MAXRISK,DNMMLD,Model_ID,GISIDForm,LEN_M,TOTCNSQS,TOTRISK,ST_NAME,ST_TYPE,ST_DIR,CITY,INSTDATE,Shape_Le_1,TM,DNM,TOT_LV,TOT_RES,A2031,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Pres_Zone,Tran_main,Remove_Seg,Crit_Rests,CritPres2D,CritConsSc,Crit_Res_1,CritPres7D,CCS2D,AdjNodes,ANBPCS,RFOCS,OPSC,MAFIP,PCU,NPA,DCS,Seg_ID,OPSC_NUM,OPSC_TEXT,DSC_NUM,DSC_TEXT,Demand_Met,Duration_1,Row_Labels,MaxTOTRISK,Grp_C_Risk,Age,Group_Mat,RiskThresh,Adj_Length,Dia_x_len,Dia_x_lenO,SOGR_HANSN,Ex_Hi_2031,Priority,SCORE,C06_Cost,C07_Cost,C08_Cost,SumCost,InsigSum,LowSum,MedSum,HighSum,ExtSum,InsigSum1A,LowSum1A,Shape_Length
4100,Polyline,P18,196,P18,4323,21366,660337,R,A,3,6520712, ,6518469,  PWL,  PVC,6418348,6518469, N4, ND,ISDISTRIBUTION MAIN - SMALL DIAMETE,0,1/0/1900 0:00,20A,CPP,400,4,1994,LOCAL,Y,Y, , ,P18, ,926.743453,1994,0,(Low),(Negligible),2,1,CL,W,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.25,0.25,0.25,4,2,1,4,3,3,2,1,1,2,0,3088.879883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,4.6,86.25,57.5,92,46,57.5,11.5,6.9,9.2,11.5,11.5,92,17.25,23,28.75,92,11692.7002,0,4448,926.743453,23,557.75,BANCROFT,DR, ,MISSISSAUGA,1/0/1900 0:00,56.493274,No,1.8245,24.25,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),37.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),1.4948,360,32.479722,1 (Negligible),P18,2,(Low),1,(Negligible),0,0,P18,557.75,P18 557.75,20,CPP,Low, , , , , ,0,557.75,175000,275000,5000,455000,0,455000,0,0,0,1275000,0,11.594384
3,Polyline,M08,1313,M08,3,11482,520928,R,A,6,00WM-D07-0063, ,  WN-D07-0042,  PWL,DI,606039,606040, Y2, NS,TRSUB-TRANSMISSION MAIN,5209,01-02-1966 0:00,01A,DI,600,2,1950,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,3,M08,Singular,40.215934,1966,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.25,0.1,1,1,4,2,1,4,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,3.8,71.25,47.5,76,38,47.5,9.5,28.5,7.6,9.5,9.5,19,5.7,76,95,95,0,14951,3,40.215934,19,546.25,DUNDAS,ST,W,MISSISSAUGA,01-02-1966 0:00,40.215934,No,2.8765,28.75,0,Yes,0,0, ,YES,Zone 2,NO,NO,Pass,Pass,1 (Negligible),Not run,Not run,Not run,NO,n/a,n/a,1 (Negligible),2.2257,360,0,1 (Negligible),M08,2,(Low),1,(Negligible),0,0,M08,546.25,M08 546.25,48,DI,Moderate, , , , , ,0,546.25,2500,275000,5000,282500,0,0,282500,0,0,1800000,0,40.215934
11,Polyline,W21,1248,W21,11,27050,714911,R,A,6,6558286, ,5930369,  PWL,DI,6553849,593036, N3, NS,TRSUB-TRANSMISSION MAIN,7149,01-11-1991 0:00,  A,DI,600,3,2010,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,11,W21,Singular,12.550247,2010,0,(Low),(Negligible),2,1,CL,I,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.1,1,0.75,3,2,1,3,2,1,2,1,1,1,0,1261.530029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3.4,63.75,42.5,6.8,34,42.5,8.5,25.5,6.8,8.5,8.5,6.8,5.1,68,63.75,68,4775.399902,36639,11,12.550247,17,396.1000061,EGLINTON,AVE,E,MISSISSAUGA,01-11-1991 0:00,12.550247,No,2.4625,23.299999,0,Yes,0,0, ,YES,Zone 3,NO,NO,Fail (Pressure),39.7,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.4563,360,13.265,1 (Negligible),W21,2,(Low),1,(Negligible),0,0,W21,396.100006,W21 396.100006103999,4,DI,Low, , , , , ,0,396.1000061,2500,275000,5000,282500,0,282500,0,0,0,455000,0,12.550247
107,Polyline,D14,1328,D14,107,7972,515846,R,A,4,00WM-H11-0022, ,  WN-H11-0003,  PWL,DI,592622,592620, N3, NS,TRSUB-TRANSMISSION MAIN,5158,25934,01A,DI,400,3,1971,LOCAL,X,X,TRSUB-TRANSMISSION MAIN,107,D14,Consolidated,265.29057,1971,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.1,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.25,0.1,1,0.75,3,2,1,3,2,3,2,1,1,2,0,1371.660034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,75,10,80,40,50,10,30,8,10,10,20,6,80,75,80,5192.299805,9768,107,265.29057,20,523,CREEKBANK,RD, ,MISSISSAUGA,25934,112.024239,No,0.8563,26.15,0,Yes,0,0, ,YES,Zone 3,NO,NO,Fail (Pressure),36.7,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.3106,360,14.423056,1 (Negligible),D14,2,(Low),1,(Negligible),0,0,D14,523,D14 523,43,DI,Moderate, , , , , ,0,523,175000,275000,5000,455000,0,0,455000,0,0,455000,0,112.024239
108,Polyline,D14,1328,D14,107,7972,515846,R,A,4,00WM-H11-0022, ,  WN-H11-0003,  PWL,DI,592622,592620, N3, NS,TRSUB-TRANSMISSION MAIN,5158,25934,01A,DI,400,3,1971,LOCAL,X,X,TRSUB-TRANSMISSION MAIN,107,D14,Consolidated,265.29057,1971,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.1,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.25,0.1,1,0.75,3,2,1,3,2,3,2,1,1,2,0,1371.660034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,75,10,80,40,50,10,30,8,10,10,20,6,80,75,80,5192.299805,9768,107,265.29057,20,523,CREEKBANK,RD, ,MISSISSAUGA,25934,112.024239,No,0.8563,26.15,0,Yes,0,0, ,YES,Zone 3,NO,NO,Fail (Pressure),36.7,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.3106,360,14.423056,1 (Negligible),D14,2,(Low),1,(Negligible),0,0,D14,523,D14 523,43,DI,Moderate, , , , , ,0,523,175000,275000,5000,455000,0,0,455000,0,0,455000,0,153.266331
122,Polyline,S33,1314,S33,122,8670,516946,R,A,4,00WM-D04-0061, ,  WN-D04-0039,  PWL,DI,600383,600384, N1, NS,TRSUB-TRANSMISSION MAIN,5169,01-01-1987 0:00,01A,DI,400,1,1987,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,122,S33,Singular,14.871402,1987,0,(Low),(Negligible),2,1,S,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.1,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.1,1,0.75,3,2,1,3,2,3,2,1,1,2,0,704.098022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,75,10,80,40,50,10,6,8,10,10,80,6,80,75,80,2665.300049,10898,122,14.871402,20,546,KANE,RD, ,MISSISSAUGA,01-01-1987 0:00,14.871402,No,2.6214,27.299999,0,Yes,0,0, ,YES,Zone 1,NO,NO,Fail (Pressure),39.2,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),3.8757,360,7.403611,1 (Negligible),S33,2,(Low),1,(Negligible),0,0,S33,546,S33 546,27,DI,Moderate, , , , , ,0,546,175000,275000,5000,455000,0,0,455000,0,0,455000,0,14.871402
123,Polyline,I17,1269,I17,123,8720,517049,R,A,4,00WM-D04-0019, ,  WN-D04-0012,  PWL,DI,600385,600319, N1, NS,TRSUB-TRANSMISSION MAIN,5170,1/0/1900 0:00,01A,DI,400,1,1987,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,123,I17,Singular,4.339009,1987,0,(Low),(Negligible),2,1,S,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.1,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.1,1,0.75,3,2,1,5,2,3,2,5,1,2,0,271.859009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,5.2,97.5,13,104,52,65,13,7.8,10.4,13,13,104,7.8,104,97.5,104,1029.099976,10998,123,4.339009,26,709.7999268,EASEMENT, , ,MISSISSAUGA,1/0/1900 0:00,4.339009,No,1.1844,27.299999,0,Yes,0,0, ,YES,Zone 1,NO,NO,Fail (Pressure),39.1,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),2.5518,360,2.858611,1 (Negligible),I17,2,(Low),1,(Negligible),0,0,I17,709.799927,I17 709.799926757999,27,DI,Moderate, , , , , ,0,709.7999268,175000,275000,750000,1200000,0,0,1200000,0,0,455000,0,4.339009
124,Polyline,U35,1264,U35,126,8890,517258,R,A,4,00WM-D03-0041, ,  WN-D03-0030,  PWL,DI,600400,602126, N1, NS,TRSUB-TRANSMISSION MAIN,5172,01-01-1979 0:00,01A,DI,400,1,1979,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,126,U35,Consolidated,553.209897,1979,0,(Low),(Negligible),2,1,CL,I,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,3,2,1,3,2,3,2,1,3,2,0,186.240997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,33,82.5,55,88,44,55,11,33,8.8,11,11,88,6.6,88,110,110,705,11221,126,553.209897,22,741.3999634,LAKESHORE,RD,W,MISSISSAUGA,01-01-1979 0:00,317.94839,No,11.382,33.700001,0,Yes,0,0, ,YES,Zone 1,NO,NO,Fail (Pressure),39.4,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),9.5243,360,1.958333,1 (Negligible),U35,2,(Low),1,(Negligible),0,0,U35,741.399963,U35 741.399963379,35,DI,Moderate, , , , , ,0,741.3999634,175000,275000,5000,455000,0,0,455000,0,0,2250000,0,65.495058
125,Polyline,U35,1264,U35,126,8890,517258,R,A,4,00WM-D03-0041, ,  WN-D03-0030,  PWL,DI,600400,602126, N1, NS,TRSUB-TRANSMISSION MAIN,5172,01-01-1979 0:00,01A,DI,400,1,1979,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,126,U35,Consolidated,553.209897,1979,0,(Low),(Negligible),2,1,CL,I,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,3,2,1,3,2,3,2,1,3,2,0,186.240997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,33,82.5,55,88,44,55,11,33,8.8,11,11,88,6.6,88,110,110,705,11221,126,553.209897,22,741.3999634,LAKESHORE,RD,W,MISSISSAUGA,01-01-1979 0:00,317.94839,No,11.382,33.700001,0,Yes,0,0, ,YES,Zone 1,NO,NO,Fail (Pressure),39.4,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),9.5243,360,1.958333,1 (Negligible),U35,2,(Low),1,(Negligible),0,0,U35,741.399963,U35 741.399963379,35,DI,Moderate, , , , , ,0,741.3999634,175000,275000,5000,455000,0,0,455000,0,0,2250000,0,169.766449
126,Polyline,U35,1264,U35,126,8890,517258,R,A,4,00WM-D03-0041, ,  WN-D03-0030,  PWL,DI,600400,602126, N1, NS,TRSUB-TRANSMISSION MAIN,5172,01-01-1979 0:00,01A,DI,400,1,1979,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,126,U35,Consolidated,553.209897,1979,0,(Low),(Negligible),2,1,CL,I,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,3,2,1,3,2,3,2,1,3,2,0,186.240997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,33,82.5,55,88,44,55,11,33,8.8,11,11,88,6.6,88,110,110,705,11221,126,553.209897,22,741.3999634,LAKESHORE,RD,W,MISSISSAUGA,01-01-1979 0:00,317.94839,No,11.382,33.700001,0,Yes,0,0, ,YES,Zone 1,NO,NO,Fail (Pressure),39.4,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),9.5243,360,1.958333,1 (Negligible),U35,2,(Low),1,(Negligible),0,0,U35,741.399963,U35 741.399963379,35,DI,Moderate, , , , , ,0,741.3999634,175000,275000,5000,455000,0,0,455000,0,0,2250000,0,317.94839
133,Polyline,P07,1229,P07,135,10621,519685,R,A,4,00WM-F07-0127,WM-F07-0127,  WN-F07-0086,  PWL,DI,604539,604541, N2, NS,TRSUB-TRANSMISSION MAIN,5196,01-01-1986 0:00,01A,DI,400,2,1986,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,135,P07,Consolidated,411.644689,1986,0,(Catastrophic) - Flow Failure,(Low),5,2,CL,I,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,4,5,2,5,2,1,3,5,1,1,0,93048.29688,3.8,265188,70716.70313,1325940,883959,1414330,707167,883959,1767920,530375,141433,176792,176792,1414330,106075,1414330,1767920,21.75,5.8,108.75,72.5,116,58,72.5,14.5,43.5,11.6,14.5,14.5,116,8.7,116,145,145,352226,13705,135,411.644689,29,`,DUNDAS,ST,E,MISSISSAUGA,01-01-1986 0:00,304.793258,No,3.7041,32.4,13047200,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,2.2476,360,978.405833,2 (Low),P07,5,(Catastrophic) - Flow Failure,2,(Low),352815.5,3.8,P07,1070.099976,P07 1070.09997559,28,DI,Extreme,411.6446886,164657.8755,164657.8755,#N/A,P07,4,`,2500,1250000,750000,2002500,0,0,0,0,2002500,905000,0,44.802858
134,Polyline,P07,1229,P07,135,10621,519685,R,A,4,00WM-F07-0127,WM-F07-0127,  WN-F07-0086,  PWL,DI,604539,604541, N2, NS,TRSUB-TRANSMISSION MAIN,5196,01-01-1986 0:00,01A,DI,400,2,1986,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,135,P07,Consolidated,411.644689,1986,0,(Catastrophic) - Flow Failure,(Low),5,2,CL,I,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,4,5,2,5,2,1,3,5,1,1,0,93048.29688,3.8,265188,70716.70313,1325940,883959,1414330,707167,883959,1767920,530375,141433,176792,176792,1414330,106075,1414330,1767920,21.75,5.8,108.75,72.5,116,58,72.5,14.5,43.5,11.6,14.5,14.5,116,8.7,116,145,145,352226,13705,135,411.644689,29,`,DUNDAS,ST,E,MISSISSAUGA,01-01-1986 0:00,304.793258,No,3.7041,32.4,13047200,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,2.2476,360,978.405833,2 (Low),P07,5,(Catastrophic) - Flow Failure,2,(Low),352815.5,3.8,P07,1070.099976,P07 1070.09997559,28,DI,Extreme,411.6446886,164657.8755,164657.8755,#N/A,P07,4,`,2500,1250000,750000,2002500,0,0,0,0,2002500,905000,0,5.001153
135,Polyline,P07,1229,P07,135,10621,519685,R,A,4,00WM-F07-0127,WM-F07-0127,  WN-F07-0086,  PWL,DI,604539,604541, N2, NS,TRSUB-TRANSMISSION MAIN,5196,01-01-1986 0:00,01A,DI,400,2,1986,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,135,P07,Consolidated,411.644689,1986,0,(Catastrophic) - Flow Failure,(Low),5,2,CL,I,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,4,5,2,5,2,1,3,5,1,1,0,93048.29688,3.8,265188,70716.70313,1325940,883959,1414330,707167,883959,1767920,530375,141433,176792,176792,1414330,106075,1414330,1767920,21.75,5.8,108.75,72.5,116,58,72.5,14.5,43.5,11.6,14.5,14.5,116,8.7,116,145,145,352226,13705,135,411.644689,29,`,DUNDAS,ST,E,MISSISSAUGA,01-01-1986 0:00,304.793258,No,3.7041,32.4,13047200,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,2.2476,360,978.405833,2 (Low),P07,5,(Catastrophic) - Flow Failure,2,(Low),352815.5,3.8,P07,1070.099976,P07 1070.09997559,28,DI,Extreme,411.6446886,164657.8755,164657.8755,#N/A,P07,4,`,2500,1250000,750000,2002500,0,0,0,0,2002500,905000,0,304.793258
136,Polyline,P07,1229,P07,135,10621,519685,R,A,4,00WM-F07-0127,WM-F07-0127,  WN-F07-0086,  PWL,DI,604539,604541, N2, NS,TRSUB-TRANSMISSION MAIN,5196,01-01-1986 0:00,01A,DI,400,2,1986,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,135,P07,Consolidated,411.644689,1986,0,(Catastrophic) - Flow Failure,(Low),5,2,CL,I,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,1,0.1,1,1,4,5,2,5,2,1,3,5,1,1,0,93048.29688,3.8,265188,70716.70313,1325940,883959,1414330,707167,883959,1767920,530375,141433,176792,176792,1414330,106075,1414330,1767920,21.75,5.8,108.75,72.5,116,58,72.5,14.5,43.5,11.6,14.5,14.5,116,8.7,116,145,145,352226,13705,135,411.644689,29,`,DUNDAS,ST,E,MISSISSAUGA,01-01-1986 0:00,304.793258,No,3.7041,32.4,13047200,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,2.2476,360,978.405833,2 (Low),P07,5,(Catastrophic) - Flow Failure,2,(Low),352815.5,3.8,P07,1070.099976,P07 1070.09997559,28,DI,Extreme,411.6446886,164657.8755,164657.8755,#N/A,P07,4,`,2500,1250000,750000,2002500,0,0,0,0,2002500,905000,0,26.429302
137,Polyline,M09,1317,M09,137,10799,519961,R,A,4,00WM-F07-0043, ,  WN-F07-0030,  PWL,DI,604735,604885, N2, NS,TRSUB-TRANSMISSION MAIN,5199,01-02-1979 0:00,01A,DI,400,2,1976,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,137,M09,Singular,53.333512,1976,0,(Low),(Negligible),2,1,S,W,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.1,0.1,0.75,0.1,1,0.5,0.5,0.1,0.1,0.1,0.1,0.75,1,0.1,1,1,3,2,1,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,3.4,63.75,8.5,68,34,42.5,8.5,5.1,6.8,8.5,63.75,68,5.1,68,85,85,0,13984,137,53.333512,17,540.5999756,KING,ST,E,MISSISSAUGA,01-02-1979 0:00,53.333512,No,0.9073,31.799999,0,Yes,0,0, ,YES,Zone 2,NO,NO,Pass,Pass,1 (Negligible),Not run,Not run,Not run,NO,n/a,n/a,1 (Negligible),1.981,360,0,1 (Negligible),M09,2,(Low),1,(Negligible),0,0,M09,540.599976,M09 540.599975586,38,DI,Moderate, , , , , ,0,540.5999756,2500,275000,5000,282500,0,0,282500,0,0,282500,0,53.333512
138,Polyline,M47,1276,M47,138,10802,519967,R,A,4,00WM-E07-0119, ,  WN-E07-0044,  PWL,DI,608500,604738, N2, NS,TRSUB-TRANSMISSION MAIN,5199,01-02-1979 0:00,01A,DI,400,2,1979,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,138,M47,Consolidated,156.216019,1979,0,(Low),(Negligible),2,1,S,W,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.1,1,0.5,0.5,0.1,0.1,0.1,0.1,0.75,1,0.1,1,1,3,2,1,3,2,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,75,10,80,40,50,10,6,8,10,75,80,6,80,100,100,0,13991,138,156.216019,20,675,KING,ST,E,MISSISSAUGA,01-02-1979 0:00,142.760202,No,0.4417,33.75,0,Yes,0,0, ,YES,Zone 2,NO,NO,Pass,Pass,1 (Negligible),Not run,Not run,Not run,NO,n/a,n/a,1 (Negligible),3.2037,360,0,1 (Negligible),M47,2,(Low),1,(Negligible),0,0,M47,675,M47 675,35,DI,Moderate, , , , , ,0,675,175000,275000,5000,455000,0,0,455000,0,0,332500,0,142.760202
139,Polyline,R28,1297,R28,141,10883,520073,R,A,4,00WM-D06-0166, ,  WN-D06-0119,  PWL,DI,605000,604930, N2, NS,TRSUB-TRANSMISSION MAIN,5200,01-01-1976 0:00,01A,DI,400,2,1976,COLLECTOR,Y,Y,TRSUB-TRANSMISSION MAIN,141,R28,Consolidated,810.667497,1976,0,(Low),(Negligible),2,1,S,W,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.1,1,1,4,2,1,4,2,1,2,1,1,1,0,960.213013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,76,38,47.5,9.5,5.7,7.6,9.5,9.5,76,5.7,76,95,95,3634.800049,14104,141,810.667497,19,592.8000488,PAISLEY,BLVD,W,MISSISSAUGA,01-01-1976 0:00,253.993213,No,3.2227,31.200001,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.9,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),3.1207,360,10.096667,1 (Negligible),R28,2,(Low),1,(Negligible),0,0,R28,592.800049,R28 592.800048827999,38,DI,Moderate, , , , , ,0,592.8000488,2500,275000,5000,282500,0,0,282500,0,0,2255000,0,186.419185
140,Polyline,R28,1297,R28,141,10883,520073,R,A,4,00WM-D06-0166, ,  WN-D06-0119,  PWL,DI,605000,604930, N2, NS,TRSUB-TRANSMISSION MAIN,5200,01-01-1976 0:00,01A,DI,400,2,1976,COLLECTOR,Y,Y,TRSUB-TRANSMISSION MAIN,141,R28,Consolidated,810.667497,1976,0,(Low),(Negligible),2,1,S,W,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,1,0.1,1,1,4,2,1,4,2,1,2,1,1,1,0,960.213013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,76,38,47.5,9.5,5.7,7.6,9.5,9.5,76,5.7,76,95,95,3634.800049,14104,141,810.667497,19,592.8000488,PAISLEY,BLVD,W,MISSISSAUGA,01-01-1976 0:00,253.993213,No,3.2227,31.200001,0,Yes,0,0, ,YES,Zone 2,NO,NO,Fail (Pressure),37.9,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),3.1207,360,10.096667,1 (Negligible),R28,2,(Low),1,(Negligible),0,0,R28,592.800049,R28 592.800048827999,38,DI,Moderate, , , , , ,0,592.8000488,2500,275000,5000,282500,0,0,282500,0,0,2255000,0,65.328029
