OBJECTID_1 *,Shape,GRPCODE,OID_,GRPCODE_1,OBJECTID,GDO_GID,HANSEN_COM,WM_WATERMA,INFRA_STAT,WM_WATERM1,WMODEL_ID,WMODEL_ID_,WMODEL_ID1,WM_WATERM2,MATERIAL,FRM_NODE,TO_NODE,WPZ_ID,CAM_CATEGO,CAM_CATEG1,COMPKEY,INSTALL_DA,SERVSTAT,M_TYPE,DIAMETER,WPZ,INST_YR,ST_CLASS,YR2012,YR2031,Source,GISID,GRPCODE_12,GHD_Edit,Shape_Leng,YR_INSTALL,TRANS,PCSDesc,DCSDesc,PCScore,DCScore,SOIL,DRAINAGE,WTR,ESA,WL,FLP,HWY,RWY,HPU,HEU,Hospital,Med_Centre,LT_CARE,School,HDL,LT01,LT02,LT03,LT04,LT05,LT06,LT07,LT08,LT09,LT10,LT11,LT12,LT13,LT14,LT15,LT16,VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11,VT12,VT13,VT14,VT15,VT16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,SEVERITY,DURATION,RES01,RES02,RES03,RES04,RES05,RES06,RES07,RES08,RES09,RES10,RES11,RES12,RES13,RES14,RES15,RES16,RS01,RS02,RS03,RS04,RS05,RS06,RS07,RS08,RS09,RS10,RS11,RS12,RS13,RS14,RS15,RS16,MAXRISK,DNMMLD,Model_ID,GISIDForm,LEN_M,TOTCNSQS,TOTRISK,ST_NAME,ST_TYPE,ST_DIR,CITY,INSTDATE,Shape_Le_1,TM,DNM,TOT_LV,TOT_RES,A2031,Hosp_Serv,Airp_Serv,New_Seg,Active_Ope,Pres_Zone,Tran_main,Remove_Seg,Crit_Rests,CritPres2D,CritConsSc,Crit_Res_1,CritPres7D,CCS2D,AdjNodes,ANBPCS,RFOCS,OPSC,MAFIP,PCU,NPA,DCS,Seg_ID,OPSC_NUM,OPSC_TEXT,DSC_NUM,DSC_TEXT,Demand_Met,Duration_1,Row_Labels,MaxTOTRISK,Grp_C_Risk,Age,Group_Mat,RiskThresh,Adj_Length,Dia_x_len,Dia_x_lenO,SOGR_HANSN,Ex_Hi_2031,Priority,SCORE,C06_Cost,C07_Cost,C08_Cost,SumCost,InsigSum,LowSum,MedSum,HighSum,ExtSum,InsigSum1A,LowSum1A,Shape_Length
1558,Polyline,K47,1151,K47,1567,29368,746352,R,A,4,6568117, ,6562512,  PWL,CPP,6529284,6562512, N5, NS,TRSUB-TRANSMISSION MAIN,7463,01-05-2000 0:00,01A,CPP,400,5,2000,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1569,K47,Consolidated,947.469342,2000,0,(Catastrophic) - Flow Failure,(Negligible),5,1,C,I,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,5,1,5,3,3,2,1,3,2,0,2090.229981,0.3,470.302002,940.604004,2351.51001,1567.670044,250.828003,1254.140015,1567.670044,313.535004,1881.209961,250.828003,313.535004,313.535004,250.828003,470.302002,627.06897,783.835998,21,42,105,70,11.2,56,70,14,84,11.2,14,14,11.2,21,28,35,105,7912.399902,39724,1569,947.469342,28,607.6000366,DERRY,RD,W,MISSISSAUGA,01-05-2000 0:00,190.444364,No,2.2273,21.700001,13607.40039,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,0.3325,360,21.978889,1 (Negligible),K47,5,(Catastrophic) - Flow Failure,1,(Negligible),4447.4,0.3,K47,607.600037,K47 607.600036620999,14,CPP,Moderate, , , , , ,0,607.6000366,175000,275000,5000,455000,0,0,455000,0,0,455000,0,27.563925
1559,Polyline,K47,1151,K47,1567,29368,746352,R,A,4,6568117, ,6562512,  PWL,CPP,6529284,6562512, N5, NS,TRSUB-TRANSMISSION MAIN,7463,01-05-2000 0:00,01A,CPP,400,5,2000,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1569,K47,Consolidated,947.469342,2000,0,(Catastrophic) - Flow Failure,(Negligible),5,1,C,I,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,5,1,5,3,3,2,1,3,2,0,2090.229981,0.3,470.302002,940.604004,2351.51001,1567.670044,250.828003,1254.140015,1567.670044,313.535004,1881.209961,250.828003,313.535004,313.535004,250.828003,470.302002,627.06897,783.835998,21,42,105,70,11.2,56,70,14,84,11.2,14,14,11.2,21,28,35,105,7912.399902,39724,1569,947.469342,28,607.6000366,DERRY,RD,W,MISSISSAUGA,01-05-2000 0:00,190.444364,No,2.2273,21.700001,13607.40039,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,0.3325,360,21.978889,1 (Negligible),K47,5,(Catastrophic) - Flow Failure,1,(Negligible),4447.4,0.3,K47,607.600037,K47 607.600036620999,14,CPP,Moderate, , , , , ,0,607.6000366,175000,275000,5000,455000,0,0,455000,0,0,455000,0,190.444364
1562,Polyline,K47,1151,K47,1567,29368,746352,R,A,4,6568117, ,6562512,  PWL,CPP,6529284,6562512, N5, NS,TRSUB-TRANSMISSION MAIN,7463,01-05-2000 0:00,01A,CPP,400,5,2000,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1569,K47,Consolidated,947.469342,2000,0,(Catastrophic) - Flow Failure,(Negligible),5,1,C,I,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,5,1,5,3,3,2,1,3,2,0,2090.229981,0.3,470.302002,940.604004,2351.51001,1567.670044,250.828003,1254.140015,1567.670044,313.535004,1881.209961,250.828003,313.535004,313.535004,250.828003,470.302002,627.06897,783.835998,21,42,105,70,11.2,56,70,14,84,11.2,14,14,11.2,21,28,35,105,7912.399902,39724,1569,947.469342,28,607.6000366,DERRY,RD,W,MISSISSAUGA,01-05-2000 0:00,190.444364,No,2.2273,21.700001,13607.40039,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,0.3325,360,21.978889,1 (Negligible),K47,5,(Catastrophic) - Flow Failure,1,(Negligible),4447.4,0.3,K47,607.600037,K47 607.600036620999,14,CPP,Moderate, , , , , ,0,607.6000366,175000,275000,5000,455000,0,0,455000,0,0,455000,0,338.114408
1563,Polyline,K47,1151,K47,1567,29368,746352,R,A,4,6568117, ,6562512,  PWL,CPP,6529284,6562512, N5, NS,TRSUB-TRANSMISSION MAIN,7463,01-05-2000 0:00,01A,CPP,400,5,2000,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1569,K47,Consolidated,947.469342,2000,0,(Catastrophic) - Flow Failure,(Negligible),5,1,C,I,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,5,1,5,3,3,2,1,3,2,0,2090.229981,0.3,470.302002,940.604004,2351.51001,1567.670044,250.828003,1254.140015,1567.670044,313.535004,1881.209961,250.828003,313.535004,313.535004,250.828003,470.302002,627.06897,783.835998,21,42,105,70,11.2,56,70,14,84,11.2,14,14,11.2,21,28,35,105,7912.399902,39724,1569,947.469342,28,607.6000366,DERRY,RD,W,MISSISSAUGA,01-05-2000 0:00,190.444364,No,2.2273,21.700001,13607.40039,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,0.3325,360,21.978889,1 (Negligible),K47,5,(Catastrophic) - Flow Failure,1,(Negligible),4447.4,0.3,K47,607.600037,K47 607.600036620999,14,CPP,Moderate, , , , , ,0,607.6000366,175000,275000,5000,455000,0,0,455000,0,0,455000,0,101.180887
1564,Polyline,K47,1151,K47,1567,29368,746352,R,A,4,6568117, ,6562512,  PWL,CPP,6529284,6562512, N5, NS,TRSUB-TRANSMISSION MAIN,7463,01-05-2000 0:00,01A,CPP,400,5,2000,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1569,K47,Consolidated,947.469342,2000,0,(Catastrophic) - Flow Failure,(Negligible),5,1,C,I,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.75,0.75,0.5,0.1,0.5,0.5,0.1,1,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,5,1,5,3,3,2,1,3,2,0,2090.229981,0.3,470.302002,940.604004,2351.51001,1567.670044,250.828003,1254.140015,1567.670044,313.535004,1881.209961,250.828003,313.535004,313.535004,250.828003,470.302002,627.06897,783.835998,21,42,105,70,11.2,56,70,14,84,11.2,14,14,11.2,21,28,35,105,7912.399902,39724,1569,947.469342,28,607.6000366,DERRY,RD,W,MISSISSAUGA,01-05-2000 0:00,190.444364,No,2.2273,21.700001,13607.40039,Yes,0,0, ,YES,Zone 5,NO,NO,Fail (Flow),n/a - flow failure,5 (Catastrophic) - Flow Failure,Not run,Not run,Not run,NO,n/a,n/a,5 (Catastrophic) - Flow Failure,0.3325,360,21.978889,1 (Negligible),K47,5,(Catastrophic) - Flow Failure,1,(Negligible),4447.4,0.3,K47,607.600037,K47 607.600036620999,14,CPP,Moderate, , , , , ,0,607.6000366,175000,275000,5000,455000,0,0,455000,0,0,455000,0,1.44744
1586,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,86.789361
1587,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,76.278083
1588,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,76.301508
1589,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,84.827287
1590,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,112.186619
1591,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,401.336972
1592,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,79.324833
1593,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,88.774041
1594,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,140.526307
1595,Polyline,Y07,509,Y07,1563,29288,746066,R,A,4,6567944, ,6562364,  PWL,CPP3,36420129,6562364, N4, NS,TRSUB-TRANSMISSION MAIN,7460,01-06-2007 0:00,01A,CPP3,400,4,2007,LOCAL,Y,Y,TRSUB-TRANSMISSION MAIN,1565,Y07,Consolidated,1408.300666,2007,0,(Low),(Negligible),2,1,CL,I,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,2,1,3,3,2,2,1,1,1,0,1966.790039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.25,3.8,71.25,47.5,7.6,38,47.5,9.5,28.5,7.6,9.5,9.5,7.6,14.25,19,23.75,71.25,7445.100098,39623,1565,1408.300666,19,359.1000366,NINTH,LINE, ,MISSISSAUGA,01-06-2007 0:00,201.659986,No,2.6807,18.9,0,Yes,0,0, ,YES,Zone 4,NO,NO,Fail (Pressure),38.5,2 (Low),Not run,Not run,Not run,NO,n/a,n/a,2 (Low),0.5461,360,20.680833,1 (Negligible),Y07,2,(Low),1,(Negligible),0,0,Y07,359.100037,Y07 359.100036621,7,CPP,Low, , , , , ,0,359.1000366,52500,275000,5000,332500,0,332500,0,0,0,2250000,0,33.968199
1598,Polyline,E40,1058,E40,1607,30825,765289,NAMP,A,4,6572203, ,6526264,  PWL,CPP3,36566018,6526264, N3, NS,TRSUB-TRANSMISSION MAIN,7652,01-12-2005 0:00,01A,CPP3,400,3,2005,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,1609,E40,Consolidated,800.529926,2005,0,(Severe),(Negligible),4,1,CL,P,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,4,1,4,3,3,2,1,3,2,0,29179.40039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,5.2,97.5,65,10.4,52,65,13,39,10.4,13,13,10.4,19.5,26,32.5,97.5,110456,41378,1609,800.529926,26,491.3999634,CONFEDERATION,PKWY, ,MISSISSAUGA,01-12-2005 0:00,334.167438,No,6.4811,18.9,0,Yes,0,0, ,YES,Zone 3,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,YES,4 (Severe),n/a,4 (Severe),1.8388,360,306.821944,1 (Negligible),E40,4,(Severe),1,(Negligible),0,0,E40,491.399963,E40 491.399963378999,9,CPP,Moderate, , , , , ,0,491.3999634,175000,275000,5000,455000,0,0,455000,0,0,825000,0,83.496483
1599,Polyline,E40,1058,E40,1607,30825,765289,NAMP,A,4,6572203, ,6526264,  PWL,CPP3,36566018,6526264, N3, NS,TRSUB-TRANSMISSION MAIN,7652,01-12-2005 0:00,01A,CPP3,400,3,2005,ARTERIAL,Y,Y,TRSUB-TRANSMISSION MAIN,1609,E40,Consolidated,800.529926,2005,0,(Severe),(Negligible),4,1,CL,P,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,5,5,3,4,5,5,4,3,4,5,0.75,0.1,0.75,0.5,0.1,0.5,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.25,0.25,0.25,3,4,1,4,3,3,2,1,3,2,0,29179.40039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,5.2,97.5,65,10.4,52,65,13,39,10.4,13,13,10.4,19.5,26,32.5,97.5,110456,41378,1609,800.529926,26,491.3999634,CONFEDERATION,PKWY, ,MISSISSAUGA,01-12-2005 0:00,334.167438,No,6.4811,18.9,0,Yes,0,0, ,YES,Zone 3,NO,NO,Fail (Pressure),37.2,2 (Low),Not run,Not run,Not run,YES,4 (Severe),n/a,4 (Severe),1.8388,360,306.821944,1 (Negligible),E40,4,(Severe),1,(Negligible),0,0,E40,491.399963,E40 491.399963378999,9,CPP,Moderate, , , , , ,0,491.3999634,175000,275000,5000,455000,0,0,455000,0,0,825000,0,334.167438
