COMPKEY,W/O #,Service Request #,No. Breaks,W/O Date,SRC,Asset Type,Mat,Dia,FROM NODE,TO NODE,Failure Type,Failure Cause,W/M Depth,Soil Type,UNIT,Street,Pres Zone,Zone,Tile
511360,    83311,1,1,09/11/2001,C_UT,WMN,DI,300,599385,599386,1.1,8.7,0.00 ,CLAY,,BRUCE BEER DR,6,B44,0923
516366,    79695,1,1,30/10/2001,C_UT,WMN,DI,150,600994,600997,1.3,8.7,0.00 ,CLAY,,SILLS RD,4,Z48W,0653
853850,    77155,1,1,20/10/2001,C_UT,WMN,DI,200,6580525,592317,1.1,8.7,0.00 ,CLAY,,REYNIER DR,6,B26,1059
526395,    73118,1,1,01/10/2001,C_UT,WMN,CPP,900,596823,596795,1.3,8.7,0.00 ,CLAY,,EAST DR,,,0746
746760,    72779,65431,2,29/09/2001,C_UT,WMN,DI,150,6562786,601032,,,0.00 ,,,PURNELL CT,4,Z48W,0627
746760,    72598,65341,1,27/09/2001,C_UT,WMN,DI,150,6562786,601032,1.1,8.7,0.00 ,CLAY,,PURNELL CT,4,Z48W,0627
774226,    69503,1,1,12/09/2001,C_UT,WMN,DI,150,6566549,598241,1.1,8.5,0.00 ,CLAY,,JACKSON RD,5,B47,0927
516371,    66627,1,1,21/08/2001,C_UT,WMN,DI,150,601002,601001,,,,,,COLLETT RD,4,Z48W,0653
775866,    65645,1,1,15/08/2001,C_UT,WMN,DI,150,599598,6566706,,,0.00 ,,,SALISBURY CIR,5,B43,0868
508053,    64797,1,1,11/08/2001,C_UT,WMN,DI,150,598951,598953,,,0.00 ,,,REIGATE AVE,5,B44,0869
657642,   402294,1,1,27/07/2001,V_UT,WMN,CPP,600,6515125,6515185,,,0.00 ,,,410 HWY,5,B61,0843
699954,    60856,1,1,18/07/2001,C_UT,WMN,CI,150,6539307,600621,,,0.00 ,,,CHIGWEL CT,4,Z48E,0630
699954,    59396,1,1,10/07/2001,C_UT,WMN,CI,150,6539307,600621,,,0.00 ,,,CHIGWEL CT,4,Z48E,0630
516622,    57757,1,1,28/06/2001,C_UT,WMN,CPP,400,592727,592726,,,,,,NORTHWEST DR,4,,0527
508650,    55453,1,1,19/06/2001,C_UT,WMN,DI,200,598603,598585,1.3,8.7,0.00 ,CLAY,,GREENMOUNT RD,5,B47,0874
516378,    53883,1,1,11/06/2001,C_UT,WMN,DI,150,601008,601001,,,,,,HAROLD SHEARD DR,4,Z48W,0653
515935,    51613,59973,1,02/06/2001,C_UT,WMN,DI,300,592719,592725,,,0.00 ,,,NASHUA DR,4,Z40E,0629
511612,    50363,1,1,28/05/2001,C_UT,WMN,DI,200,598566,598609,1.3,8.7,0.00 ,CLAY,,GLENVALE BLVD,5,B47,0901
914480,    42097,1,1,22/04/2001,C_UT,WMN,DI,150,6588089,599482,,,0.00 ,,,MOORE ST,5,B42,0866
914480,    42015,1,1,21/04/2001,C_UT,WMN,DI,150,6588089,599482,1.3,8.7,0.00 ,,,MOORE ST,5,B42,0866
884331,    29115,1,1,22/02/2001,C_UT,WMN,CI,300,592733,6587571,,,0.00 ,,,ORLANDO DR,4,Z40W,0551
715709,    29030,1,1,21/02/2001,C_UT,WMN,DI,300,6554924,601154,,,0.00 ,,,AIRPORT RD,4,Z49E,0627
516535,    27369,1,1,13/02/2001,C_UT,WMN,CPP,400,600661,601168,,,,,,TORBRAM RD,4,Z49W,0651
516502,    24075,1,1,29/01/2001,C_UT,WMN,PVC,300,601135,601153,,,,,,DERRY RD,4,Z49E,0627
936494,    23040,1,1,23/01/2001,C_UT,WMN,CPP301,400,6590642,6590641,,,0.00 ,,,ORENDA RD,5,B62,0768
512133,    61859,1,1,08/01/2001,C_UT,WMN,DI,300,596277,596278,,,0.00 ,,,MELANIE DR,4,B80,0722
512133,    62100,1,1,08/01/2001,C_UT,WMN,DI,300,596277,596278,,,0.00 ,,,MELANIE DR,4,B80,0722
665552,    64153,1,1,02/01/2001,C_UT,WMN,AC,150,6521145,596750,,,0.00 ,,,DUDLEY PL,5,B64,0771
665552,    64156,1,1,02/01/2001,C_UT,WMN,AC,150,6521145,596750,,,0.00 ,,,DUDLEY PL,5,B64,0771
698343,    19402,1,1,18/12/2000,WOLF,WMN,CPP,400,607030,6538244,,,0.00 ,,,GOREWAY DR,4,Z48E,0702
510586,    18767,1,1,06/12/2000,C_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    18765,1,1,06/12/2000,C_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    19631,1,1,05/12/2000,V_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    18510,1,1,05/12/2000,C_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    19638,1,1,05/12/2000,V_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    18652,1,1,05/12/2000,C_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    18651,1,1,05/12/2000,C_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    18650,1,1,05/12/2000,C_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    18622,1,1,05/12/2000,C_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
510586,    19641,1,1,05/12/2000,V_UT,WMN,CI,300,596974,596793,,,0.00 ,,,BRAMALEA RD,5,B64,0745
717855,    17350,1,1,25/11/2000,C_UT,WMN,PVC,300,6557566,601157,,,0.00 ,,,DERRY RD,4,Z49E,0600
508871,    12933,1,1,04/10/2000,C_UT,WMN,PVC,200,597975,597974,,,0.00 ,,,EMBLETON RD,5,,0781
508122,   281024,1,1,12/12/1999,,WMN,DI,150,599129,599130,1.3,8.5,0.00 ,,,LAWNDALE CR,5,B45,0925
882134,   281026,1,1,26/11/1999,,WMN,CI,250,6586966,597126,1.3,8.7,0.00 ,,,BARTLEY BULL PKWY,5,B60,0715
526578,   281023,1,1,22/11/1999,,WMN,DI,150,599377,599378,1.3,8.7,0.00 ,,,ABELL DR,6,B44,0895
516378,   281020,1,1,15/11/1999,,WMN,DI,150,601008,601001,1.3,8.7,0.00 ,,,HAROLD SHEARD DR,4,Z48W,0653
509576,   280971,1,1,20/09/1999,,WMN,DI,300,6325461,596874,1.3,8.7,0.00 ,,,SELBY RD,5,B61,0766
509678,   280921,1,1,10/08/1999,,WMN,DI,200,596962,596937,1.1,8.7,0.00 ,,,TILBURY CT,5,B62,0793
516416,   279986,1,1,05/08/1999,,WMN,DI,150,601058,601057,1.1,8.7,0.00 ,,,REINDEER DR,4,Z48W,0654
718147,   283792,1,1,13/07/1999,,WMN,PVC,150,600952,6557884,1.3,8.5,0.00 ,,,ANAKA DR,4,Z48W,0701
512133,   283709,1,1,23/06/1999,,WMN,DI,300,596277,596278,,8.7,0.00 ,,,MELANIE DR,4,B80,0722
507769,   281276,1,1,28/03/1999,,WMN,DI,150,599543,599540,1.3,8.7,0.00 ,,,SKELTON BLVD,5,B43,0894
775579,   281259,1,1,22/02/1999,,WMN,DI,150,6566678,598912,1.3,8.7,0.00 ,,,CHIPWOOD CR,5,B44,0869
516416,   281255,1,1,17/02/1999,,WMN,DI,150,601058,601057,1.3,8.7,0.00 ,,,REINDEER DR,4,Z48W,0654
526582,   281252,1,1,11/02/1999,,WMN,DI,150,598954,598952,1.3,8.5,0.00 ,,,SUTHERLAND AVE,5,B44,0869
714838,   281250,1,1,10/02/1999,,WMN,DI,150,6553768,6326307,1.3,8.5,0.00 ,,,RUTHERFORD RD,5,B44,0843
859724,   281153,1,1,19/01/1999,,WMN,AC,150,596729,6582361,1.1,8.5,0.00 ,,,ELVINA GATE,5,B64,0822
509678,   281143,1,1,14/01/1999,,WMN,DI,200,596962,596937,1.1,8.7,0.00 ,,,TILBURY CT,5,B62,0793
516283,   281059,1,1,08/01/1999,,WMN,CI,200,600649,600945,1.1,8.7,0.00 ,,,MORNING STAR DR,4,Z48E,0656
781586,   279984,1,1,04/01/1999,,WMN,CI,300,6567159,592760,1.1,8.5,0.00 ,,,ORLANDO DR,4,Z40W,0551
516378,   281279,1,1,03/01/1999,,WMN,DI,150,601008,601001,1.3,8.7,0.00 ,,,HAROLD SHEARD DR,4,Z48W,0653
916855,   281114,1,1,02/01/1999,,WMN,CI,300,6588598,596794,1.3,8.7,0.00 ,,,EAST DR,5,B64,0745
774288,   283677,1,1,25/12/1998,,WMN,DI,150,6566561,6566554,1.1,8.7,0.00 ,,,JEROME CR,5,B47,0955
946882,   275821,1,1,25/12/1998,,WMN,CI,300,592747,6592729,1.3,8.7,0.00 ,,,AIRPORT RD,4,Z40W,0500
509571,   283676,1,1,07/12/1998,,WMN,DI,300,597350,597351,1.2,8.7,0.00 ,,,HEART LAKE RD,5,B61,0793
511827,   275813,1,1,29/11/1998,,WMN,CI,150,597232,597233,1.1,8.7,0.00 ,,,CORE CR,5,B60,0739
511940,   283675,1,1,21/11/1998,,WMN,AC,150,596731,596732,1.3,8.5,0.00 ,,,EXETER PL,5,B64,0796
885815,   275777,1,1,11/11/1998,,WMN,DI,150,6587871,598954,1.1,8.5,0.00 ,,,SUTHERLAND AVE,5,B44,0869
509818,   275774,1,1,08/11/1998,,WMN,DI,300,596604,596606,1.3,8.5,0.00 ,,,KNIGHTSBRIDGE RD,5,B63,0846
691408,   275772,1,1,06/11/1998,,WMN,DI,200,6532430,597357,1.1,8.7,0.00 ,,,ORENDA RD,5,B61,0817
516416,   275709,1,1,14/10/1998,,WMN,DI,150,601058,601057,1.3,8.7,0.00 ,,,REINDEER DR,4,Z48W,0654
511835,   275686,1,1,10/10/1998,,WMN,PVC,150,597283,597281,1.3,8.5,0.00 ,,,KENNEDY RD,5,B60,0716
508005,   276068,1,1,29/09/1998,,WMN,DI,300,599386,598883,1.3,8.5,0.00 ,,,RUTHERFORD RD,6,B44,0923
508618,   276065,1,1,28/09/1998,,WMN,CI,150,598343,598367,1.3,8.5,0.00 ,,,TRILLIUM CT,5,,0955
940816,   276012,1,1,25/08/1998,,WMN,CI,200,6591236,6522273,1.1,8.5,0.00 ,,,BALMORAL DR,5,B63,0795
518358,   283673,1,1,14/08/1998,,WMN,DI,300,603212,603230,1.3,8.5,0.00 ,,,FOLKWAY DR,3,Z31,0236
865700,   275963,1,1,17/07/1998,,WMN,DI,150,6584002,6584100,1.3,8.5,0.00 ,,,FINERY CR,4,Z48E,0679
763650,   283671,1,1,28/06/1998,,WMN,DI,250,596846,6565837,2.1,8.5,0.00 ,,,SHAFTSBURY LANE,5,B65,0849
511552,   275941,1,1,04/06/1998,,WMN,DI,150,598146,598147,1.3,8.5,0.00 ,,,GLADESIDE PL,5,B47,0901
763650,   275935,1,1,30/05/1998,,WMN,DI,250,596846,6565837,1.3,8.7,0.00 ,,,SHAFTSBURY LANE,5,B65,0849
511835,   275927,1,1,24/05/1998,,WMN,PVC,150,597283,597281,1.3,8.5,0.00 ,,,KENNEDY RD,5,B60,0716
880559,   275884,1,1,13/05/1998,,WMN,DI,150,6586716,598683,1.1,8.5,0.00 ,,,HAWTHORN CR,5,B45,0870
885815,   288559,1,1,16/02/1998,,WMN,DI,150,6587871,598954,1.3,8.7,0.00 ,,,SUTHERLAND AVE,5,B44,0869
512001,   275843,1,1,10/02/1998,,WMN,PVC,150,596435,596436,1.2,8.1,0.00 ,,,CANARVAN CT,5,B74,0641
507700,   276082,1,1,08/02/1998,,WMN,DI,150,599152,599153,1.1,8.7,0.00 ,,,SOPHIA ST,5,B43,0841
507440,   288560,1,1,18/01/1998,,WMN,CI,150,600148,600038,1.1,8.7,0.00 ,,,SANFORD CR,5,B41,0838
526447,   275287,1,1,02/08/1997,,WMN,CI,250,597569,597122,1.1,8.7,0.00 ,,,BARTLEY BULL PKWY,5,B60,0715
507439,   275280,1,1,14/07/1997,,WMN,CI,150,599995,600148,1.1,8.7,0.00 ,,,SANFORD CR,5,B41,0839
509678,   283382,1,1,04/06/1997,,WMN,DI,200,596962,596937,1.3,8.7,0.00 ,,,TILBURY CT,5,B62,0793
509678,   275274,1,1,04/06/1997,,WMN,DI,200,596962,596937,1.3,8.7,0.00 ,,,TILBURY CT,5,B62,0793
508630,   275261,1,1,14/05/1997,,WMN,DI,150,598572,598571,5.1,8.6,0.00 ,,,GARSIDE CR,5,B47,0873
508564,   275245,1,1,11/04/1997,,WMN,COPP,50,598139,598140,5.1,8.4,0.00 ,,,GARRISON SQ,5,B47,0901
845161,   282980,1,1,24/12/1996,,WMN,PVC,300,597975,6577882,4.1,8.7,0.00 ,,,EMBLETON RD,5,B55,0782
516376,   282970,1,1,17/12/1996,,WMN,DI,150,601004,601008,1.3,8.7,0.00 ,,,REDBANK CR,4,Z48W,0653
507303,   274900,1,1,06/12/1996,,WMN,DI,150,600029,600030,1.1,8.7,0.00 ,,,CAMBRIDGE CR,5,B41,0838
691408,   274897,1,1,06/12/1996,,WMN,DI,200,6532430,597357,1.1,8.7,0.00 ,,,ORENDA RD,5,B61,0817
511068,   282884,1,1,28/10/1996,,WMN,PVC,150,599995,599996,1.1,8.7,0.00 ,,,MCCLURE AVE,5,B41,0839
511387,   274810,1,1,23/09/1996,,WMN,DI,150,598923,598921,1.3,8.7,0.00 ,,,GREENE DR,6,B44,0895
507754,   274771,1,1,17/09/1996,,WMN,PVC,300,599498,599501,1.1,8.5,0.00 ,,,VODDEN ST,5,B43,0868
716687,   274759,1,1,20/08/1996,,WMN,CI,150,597037,6556045,1.1,8.7,0.00 ,,,CLARKSON CT,5,B63,0821
507822,   274742,1,1,14/07/1996,,WMN,DI,150,599531,599163,1.3,8.7,0.00 ,,,KINGSWOOD DR,6,B43,0895
775493,   274740,1,1,10/07/1996,,WMN,DI,300,6566664,598970,1.3,8.7,0.00 ,,,VODDEN ST,6,B44,0896
526323,   282882,1,1,08/07/1996,,WMN,DI,400,599522,599263,4.1,8.7,0.00 ,,,LINKDALE RD,6,B43,0895
526323,   282881,1,1,04/07/1996,,WMN,DI,400,599522,599263,1.3,8.7,0.00 ,,,LINKDALE RD,6,B43,0895
715538,   288258,1,1,29/06/1996,,WMN,PVC,150,601020,6554706,1.3,8.5,0.00 ,,,VICTORY CR,4,Z48W,0653
515937,   274755,1,1,06/05/1996,,WMN,DI,300,592730,592731,1.3,8.7,0.00 ,,,CARAVELLE DR,4,Z40W,0575
507346,   274717,1,1,08/03/1996,,WMN,CI,150,600022,600026,1.3,8.5,0.00 ,,,KINGSMERE CR,5,B41,0814
517673,   274910,1,1,29/02/1996,,WMN,CI,150,602510,602489,1.3,8.5,0.00 ,,,PADSTOW CR,2,Z11,0064
715538,   282879,1,1,30/01/1996,,WMN,PVC,150,601020,6554706,1.3,8.5,0.00 ,,,VICTORY CR,4,Z48W,0653
511827,   274657,1,1,16/01/1996,,WMN,CI,150,597232,597233,1.1,8.5,0.00 ,,,CORE CR,5,B60,0739
516472,   282878,1,1,11/01/1996,,WMN,DI,300,601116,601117,1.3,8.5,0.00 ,,,DREW RD,4,,0652
542553,   274281,1,1,09/01/1996,,WMN,PVC,150,1604025,1603545,1.2,8.1,0.00 ,,,MCCOLL DR,8C,,1774
523161,   274642,1,1,06/01/1996,,WMN,PVC,150,601143,607027,1.1,8.7,0.00 ,,,NORTH ALARTON ST,4,Z49E,0626
525860,   274637,1,1,06/01/1996,,WMN,PVC,150,601145,601144,1.1,8.7,0.00 ,,,NORTH ALARTON ST,4,Z49E,0627
507346,   273369,1,1,29/11/1995,,WMN,CI,150,600022,600026,1.1,8.7,0.00 ,,,KINGSMERE CR,5,B41,0814
885787,   273368,1,1,27/11/1995,,WMN,CI,400,6587864,598957,,8.7,0.00 ,,,CRAWFORD DR,5,B44,0869
507306,   283500,1,1,26/11/1995,,WMN,PVC,150,600034,600036,1.1,8.7,0.00 ,,,CHESTNUT AVE,5,B41,0813
716849,   283495,1,1,20/11/1995,,WMN,AC,150,596757,6556225,1.1,8.7,0.00 ,,,DURHAM CR,5,B64,0770
507306,   273339,1,1,03/06/1995,,WMN,PVC,150,600034,600036,1.1,8.5,0.00 ,,,CHESTNUT AVE,5,B41,0813
511068,   283438,1,1,03/06/1995,,WMN,PVC,150,599995,599996,1.1,8.7,0.00 ,,,MCCLURE AVE,5,B41,0839
884331,   273353,1,1,03/06/1995,,WMN,CI,300,592733,6587571,1.1,8.5,0.00 ,,,ORLANDO DR,4,Z40W,0551
748291,   272582,1,1,29/09/1994,,WMN,DI,150,6563466,598838,1.3,8.5,0.00 ,,,MARCHBANK CR,6,B46,0981
507359,   272575,1,1,16/09/1994,,WMN,CI,150,600038,600027,1.1,8.7,0.00 ,,,GRETNA DR,5,B41,0838
700055,   283145,1,1,29/03/1994,,WMN,CI,250,600658,6539407,1.1,8.5,0.00 ,,,NETHERBRAE RD,4,Z48E,0629
516283,   283136,1,1,10/03/1994,,WMN,CI,200,600649,600945,1.1,8.7,0.00 ,,,MORNING STAR DR,4,Z48E,0656
946599,   272513,1,1,26/02/1994,,WMN,PVC,300,1051851,6592699,1.3,8.7,0.00 ,,,WALKER RD,8B,C04,1890
525860,   272443,1,1,14/02/1994,,WMN,PVC,150,601145,601144,1.3,8.5,0.00 ,,,NORTH ALARTON ST,4,Z49E,0627
516283,   283131,1,1,11/02/1994,,WMN,CI,200,600649,600945,1.1,8.5,0.00 ,,,MORNING STAR DR,4,Z48E,0656
916855,   283128,1,1,06/02/1994,,WMN,CI,300,6588598,596794,1.1,8.7,0.00 ,,,EAST DR,5,B64,0745
512165,   272409,1,1,22/01/1994,,WMN,PVC,150,599447,599725,1.1,8.5,0.00 ,,,MOORE ST,5,B42,0893
781585,   283111,1,1,06/01/1994,,WMN,CI,300,592735,6567159,1.1,8.7,0.00 ,,,ORLANDO DR,4,Z40W,0551
511612,   282619,1,1,13/12/1993,,WMN,DI,200,598566,598609,1.3,8.5,0.00 ,,,GLENVALE BLVD,5,B47,0901
511379,   271781,1,1,06/07/1993,,WMN,DI,150,599353,599351,1.3,8.5,0.00 ,,,ASHURST CR,6,B44,0951
862970,   271125,1,1,19/11/1992,,WMN,DI,300,596940,6583458,1.1,8.7,0.00 ,,,ORENDA RD,5,B62,0767
507348,   271120,1,1,17/10/1992,,WMN,CI,150,600027,600019,,,0.00 ,,,GRETNA DR,5,B41,0838
508547,   271124,1,1,11/10/1992,,WMN,DI,150,598597,598598,1.3,8.5,0.00 ,,,GREENWOOD CR,5,B47,0901
516377,   271050,1,1,24/08/1992,,WMN,DI,250,601007,601000,1.3,8.5,0.00 ,,,LANCASTER AVE,4,Z48W,0654
672095,   271091,1,1,22/07/1992,,WMN,PVC,150,6524265,598146,1.3,8.5,0.00 ,,,GAINSBOROUGH RD,5,B47,0928
746777,   270988,1,1,15/05/1992,,WMN,DI,150,601037,6562804,1.3,8.5,0.00 ,,,CODLIN AVE,4,Z48W,0628
516319,   270984,1,1,02/05/1992,,WMN,DI,150,601057,601058,1.3,8.5,0.00 ,,,REDFOX RD,4,Z48W,0654
658476,   270982,1,1,06/04/1992,,WMN,DI,200,597359,6516267,1.1,,0.00 ,,,HANSEN RD,5,B61,0843
526268,   271085,1,1,12/03/1992,,WMN,DI,150,597372,597369,1.3,8.5,0.00 ,,,ROSEVILLE DR,5,B59,0762
515937,   271123,1,1,11/03/1992,,WMN,DI,300,592730,592731,1.3,8.5,0.00 ,,,CARAVELLE DR,4,Z40W,0575
516319,   268687,1,1,29/12/1991,,WMN,DI,150,601057,601058,1.3,8.5,0.00 ,,,REDFOX RD,4,Z48W,0654
774288,   281807,1,1,23/12/1991,,WMN,DI,150,6566561,6566554,1.1,8.5,0.00 ,,,JEROME CR,5,B47,0955
516319,   268713,1,1,02/12/1991,,WMN,DI,150,601057,601058,1.3,8.5,0.00 ,,,REDFOX RD,4,Z48W,0654
516474,   268686,1,1,28/11/1991,,WMN,DI,300,601121,601122,1.3,8.5,0.00 ,,,BREN RD,4,Z49E,0675
509632,   268685,1,1,21/11/1991,,WMN,DI,300,596883,596861,1.1,8.5,0.00 ,,,ORENDA RD,5,B61,0792
508764,   281813,1,1,10/10/1991,,WMN,DI,200,598226,598345,1.1,8.5,0.00 ,,,JORDAN BLVD,5,B47,0956
509919,   268797,1,1,21/09/1991,,WMN,AC,150,596721,596720,1.1,8.5,0.00 ,,,EDENRIDGE DR,5,B64,0822
781840,   281809,1,1,20/09/1991,,WMN,PVC,250,6567195,596707,1.2,,0.00 ,,,EASTBOURNE DR,5,B64,0823
507303,   268677,1,1,25/07/1991,,WMN,DI,150,600029,600030,1.1,8.5,0.00 ,,,CAMBRIDGE CR,5,B41,0838
516416,   268660,1,1,19/07/1991,,WMN,DI,150,601058,601057,1.3,8.5,0.00 ,,,REINDEER DR,4,Z48W,0654
507350,   268634,1,1,16/04/1991,,WMN,CI,150,600027,600029,1.1,8.7,0.00 ,,,PARKWAY AVE,5,B41,0838
526557,   268601,1,1,12/03/1991,,WMN,CI,150,599725,599481,1.1,,0.00 ,,,MOORE ST,5,B42,0893
516536,   268776,1,1,26/01/1991,,WMN,DI,300,600670,600667,1.1,8.5,0.00 ,,,ANSON DR,4,Z49W,0625
716703,   268756,1,1,20/01/1991,,WMN,CI,150,6556064,597040,1.1,8.5,0.00 ,,,CHILTERN CT,5,B63,0821
863863,   281515,1,1,30/12/1990,,WMN,CI,300,601454,6583656,1.1,8.5,0.00 ,,,DIXIE RD,6,B10,1147
668836,   268026,1,1,06/08/1990,,WMN,DI,250,596803,6523046,1.1,8.2,0.00 ,,,EASTBOURNE DR,5,B64,0797
525442,   281513,1,1,17/03/1990,,WMN,PVC,200,608515,608512,5.1,8.1,0.00 ,,,MAYFIELD RD,6,C01,1244
523164,   268017,1,1,02/03/1990,,WMN,PVC,150,607027,601145,1.1,8.2,0.00 ,,,NORTH ALARTON ST,4,Z49E,0626
700091,   268014,1,1,03/02/1990,,WMN,CI,150,6539425,6539466,1.1,8.2,0.00 ,,,LADDIE CR,4,Z48E,0629
511925,   280563,1,1,14/01/1990,,WMN,DI,300,597053,597056,1.2,8.7,0.00 ,,,DIXIE RD,5,B63,0719
511827,   274833,1,1,09/01/1990,,WMN,CI,150,597232,597233,1.1,8.2,0.00 ,,,CORE CR,5,B60,0739
509695,   272966,1,1,18/12/1989,,WMN,CPP,900,596796,596971,1.1,,0.00 ,,,ORENDA RD,,,0720
755734,   280525,1,1,08/12/1989,,WMN,DI,300,6565670,596339,1.3,,0.00 ,,,CENTRAL PARK DR,5,B63,0821
509924,   272956,1,1,07/12/1989,,WMN,AC,150,596725,596726,1.1,,0.00 ,,,EDENBOROUGH DR,5,B64,0822
717234,   280521,1,1,02/10/1989,,WMN,CPP,400,601124,6556744,1.1,,0.00 ,,,THAMESGATE DR,4,Z49E,0676
717368,   272939,1,1,31/08/1989,,WMN,DI,150,600997,6556906,1.1,,0.00 ,,,CORAL DR,4,Z48W,0653
515972,   272935,1,1,03/07/1989,,WMN,CPP,400,592760,592731,1.3,,0.00 ,,,NORTHWEST DR,4,Z40W,0576
524063,   280513,1,1,22/04/1989,,WMN,CPP,400,607455,601167,1.3,,0.00 ,,,DREW RD,4,Z49W,0625
507738,   280507,1,1,14/04/1989,,WMN,CI,150,599500,599499,1.3,,0.00 ,,,GARFIELD CR,5,B43,0895
510455,   278071,1,1,13/01/1989,,WMN,CPP,400,599518,599510,1.1,,0.00 ,,,KENNEDY RD,5,B43,0868
509632,   272197,1,1,13/09/1988,,WMN,DI,300,596883,596861,1.1,,0.00 ,,,ORENDA RD,5,B61,0792
509417,   272137,1,1,15/08/1988,,WMN,CI,300,597604,597606,1.1,,0.00 ,,,BARTLEY BULL PKWY,5,B60,0740
511867,   272118,1,1,08/01/1988,,WMN,CI,150,597301,597302,1.1,,0.00 ,,,STERNE AVE,5,B60,0790
746777,   270364,1,1,30/12/1987,,WMN,DI,150,601037,6562804,,,0.00 ,,,CODLIN AVE,4,Z48W,0628
511896,   279819,1,1,03/12/1987,,WMN,CI,150,597022,597020,1.1,,0.00 ,,,ALTON CT,5,B63,0796
747694,   270458,1,1,20/10/1987,,WMN,AC,150,6563204,6563207,1.1,,0.00 ,,,FINCHLEY CR,5,B64,0848
882134,   270461,1,1,13/10/1987,,WMN,CI,250,6586966,597126,1.1,,0.00 ,,,BARTLEY BULL PKWY,5,B60,0715
507683,   289514,1,1,10/10/1987,,WMN,DI,150,599537,599535,1.3,8.5,0.00 ,,,NEWTON RD,5,B43,0894
507738,   270451,1,1,26/08/1987,,WMN,CI,150,599500,599499,1.1,,0.00 ,,,GARFIELD CR,5,B43,0895
717357,   270444,1,1,27/06/1987,,WMN,DI,150,600997,6556888,1.3,8.6,0.00 ,,,SILLS RD,4,Z48W,0653
523175,   270420,1,1,29/01/1987,,WMN,CI,300,601079,607030,1.3,8.5,0.00 ,,,MORNING STAR DR,4,,0678
509732,   266629,1,1,09/01/1987,,WMN,CPP,900,596919,596649,1.1,8.7,0.00 ,,,STEELES AVE,,,0720
511827,   269409,1,1,25/10/1986,,WMN,CI,150,597232,597233,1.1,,0.00 ,,,CORE CR,5,B60,0739
916855,   269690,1,1,18/10/1986,,WMN,CI,300,6588598,596794,1.3,8.5,0.00 ,,,EAST DR,5,B64,0745
862970,   279511,1,1,29/08/1986,,WMN,DI,300,596940,6583458,1.1,,0.00 ,,,ORENDA RD,5,B62,0767
511628,   288990,1,1,19/06/1986,,WMN,DI,200,598284,598311,,,0.00 ,,,PROFESSOR'S LAKE PKWY,6,B47,1010
506839,   269683,1,1,19/04/1986,,WMN,DI,150,592378,592315,1.1,,0.00 ,,,SPARKLETT CR,6,B26,1031
509919,   269682,1,1,04/04/1986,,WMN,AC,150,596721,596720,1.1,8.6,0.00 ,,,EDENRIDGE DR,5,B64,0822
516622,   269680,1,1,14/03/1986,,WMN,CPP,400,592727,592726,1.3,8.5,0.00 ,,,NORTHWEST DR,4,,0527
507795,   269661,1,1,27/01/1986,,WMN,PVC,150,599613,599616,1.2,,0.00 ,,,SWENNEN DR,6,B43,0922
507764,   279649,1,1,02/01/1986,,WMN,DI,400,599521,599533,1.1,,0.00 ,,,LINKDALE RD,6,B43,0895
865978,   269792,1,1,01/01/1986,,WMN,CI,150,6584163,601071,1.1,,0.00 ,,,HERMITAGE RD,4,Z48W,0654
717007,   269233,1,1,18/12/1985,,WMN,CI,150,6556406,597020,1.1,,0.00 ,,,AINTREE CR,5,B63,0795
718427,   269232,1,1,11/12/1985,,WMN,DI,150,600965,6558166,1.1,,0.00 ,,,TASMAN CT,4,Z48W,0701
510232,   279420,1,1,06/12/1985,,WMN,PVC,150,596172,596173,2.1,,0.00 ,,,SUGAR CREEK LANE,5,B76,0667
716913,   269326,1,1,29/03/1985,,WMN,CI,150,6556351,596635,1.1,,0.00 ,,,AVA CT,5,B63,0744
916855,   269323,1,1,25/03/1985,,WMN,CI,300,6588598,596794,1.3,8.5,0.00 ,,,EAST DR,5,B64,0745
716849,   269319,1,1,26/02/1985,,WMN,AC,150,596757,6556225,1.1,,0.00 ,,,DURHAM CR,5,B64,0770
716913,   269312,1,1,07/01/1985,,WMN,CI,150,6556351,596635,1.1,,0.00 ,,,AVA CT,5,B63,0744
510265,   268850,1,1,31/12/1984,,WMN,DI,150,596167,596164,1.2,8.2,0.00 ,,,MOSSBANK DR,5,B76,0667
516622,   268847,1,1,30/12/1984,,WMN,CPP,400,592727,592726,1.3,8.5,0.00 ,,,NORTHWEST DR,4,,0527
511548,   268845,1,1,26/12/1984,,WMN,DI,150,598626,598625,5.2,8.2,0.00 ,,,GRASSMERE CR,5,B47,0900
