COMPKEY,W/O #,Service Request #,No. Breaks,W/O Date,SRC,Asset Type,Mat,Dia,FROM NODE,TO NODE,Failure Type,Failure Cause,W/M Depth,Soil Type,UNIT,Street,Pres Zone,Zone,Tile
691408,   268836,1,1,09/10/1984,,WMN,DI,200,6532430,597357,1.1,,0.00 ,,,ORENDA RD,5,B61,0817
698224,   279146,1,1,14/07/1984,,WMN,CI,200,600945,6538164,1.3,8.5,0.00 ,,,MORNING STAR DR,4,Z48E,0656
511896,   268834,1,1,14/07/1984,,WMN,CI,150,597022,597020,1.1,,0.00 ,,,ALTON CT,5,B63,0796
883567,   279144,1,1,08/02/1984,,WMN,CI,150,601074,6587286,1.1,8.7,0.00 ,,,HERMITAGE RD,4,Z48W,0654
509864,   268293,1,1,16/01/1984,,WMN,AC,150,596721,596722,1.1,8.6,0.00 ,,,EARLSDALE CR,5,B64,0822
509417,   279143,1,1,14/01/1984,,WMN,CI,300,597604,597606,1.3,8.5,0.00 ,,,BARTLEY BULL PKWY,5,B60,0740
716849,   268212,1,1,03/01/1984,,WMN,AC,150,596757,6556225,1.1,,0.00 ,,,DURHAM CR,5,B64,0770
885815,   268005,1,1,12/09/1983,,WMN,DI,150,6587871,598954,1.1,8.7,0.00 ,,,SUTHERLAND AVE,5,B44,0869
526395,   267995,1,1,05/06/1983,,WMN,CPP,900,596823,596795,1.2,8.6,0.00 ,,,EAST DR,,,0746
508559,   267994,1,1,06/05/1983,,WMN,COPP,50,598129,598127,5.1,,0.00 ,,,GREENFIELD SQ,5,B47,0900
700091,   267993,1,1,25/04/1983,,WMN,CI,150,6539425,6539466,1.1,,0.00 ,,,LADDIE CR,4,Z48E,0629
517070,   279048,1,1,17/02/1983,,WMN,CI,150,601978,601979,1.1,8.6,0.00 ,,,PENFIELD RD,1,Z09,0085
511896,   279046,1,1,05/02/1983,,WMN,CI,150,597022,597020,1.1,8.6,0.00 ,,,ALTON CT,5,B63,0796
547372,   269316,1,1,25/01/1983,,WMN,CI,200,597014,597017,1.1,,0.00 ,,,ADDINGTON CR,5,B63,0795
778487,   279045,1,1,17/01/1983,,WMN,CI,150,6566822,1069098,1.1,8.6,0.00 ,,,HARDWICK DR,5,B60,0790
716849,   267949,1,1,06/01/1983,,WMN,AC,150,596757,6556225,1.1,8.2,0.00 ,,,DURHAM CR,5,B64,0770
511827,   278856,1,1,14/12/1982,,WMN,CI,150,597232,597233,1.1,8.6,0.00 ,,,CORE CR,5,B60,0739
511475,   278855,1,1,15/11/1982,,WMN,DI,150,598399,598400,3.2,,0.00 ,,,HILLDALE CR,5,B46,0899
508572,   267694,1,1,13/03/1982,,WMN,DI,150,598167,598168,5.1,,0.00 ,,,GREENDALE PL,5,B47,0927
510868,   267299,1,1,28/12/1981,,WMN,DI,150,592296,592295,1.1,,0.00 ,,,RAWLING CR,6,B26,1088
507827,   278702,1,1,28/09/1981,,WMN,DI,150,599168,599167,5.2,8.1,0.00 ,,,SKEGBY RD,6,B43,0922
716703,   278701,1,1,25/06/1981,,WMN,CI,150,6556064,597040,1.1,,0.00 ,,,CHILTERN CT,5,B63,0821
508909,   267252,1,1,04/03/1981,,WMN,PVC,150,597651,597652,,,0.00 ,,,PICKARD LANE,5,B58,0689
712561,   267250,1,1,04/03/1981,,WMN,CPP,500,592750,6550987,,,0.00 ,,,AIRPORT RD,4,Z41E,0601
791907,   266985,1,1,26/11/1980,,WMN,CI,300,6569426,597112,1.1,,0.00 ,,,BARTLEY BULL PKWY,5,B60,0716
716849,   266972,1,1,14/09/1980,,WMN,AC,150,596757,6556225,1.1,,0.00 ,,,DURHAM CR,5,B64,0770
509678,   278657,1,1,23/07/1980,,WMN,DI,200,596962,596937,2.1,8.1,0.00 ,,,TILBURY CT,5,B62,0793
