Mitigation_Matrix_Score,,CritPres2D,Tran_main,WL,TARGET_ENVMT_SCR,PAN,WTR,Performance_Level,Hosp_Serv,INFRA_STAT,HANSEN_COM,Condition_Score_Level,BRKS_FVYRS_Level,MI_SCR,STANDARD_CONFOR,Condition_level,Criticality_Score_Level,RiskThresh,FID,TRANS,TARGET_Criticality_SCR,BRKS_FVYRS,TARGET_Performance_Score_Level,TARGET_Mat_Fact,Criticality_Level,DIAMETER,FLP,Hospital,TARGET_Criticality_Level,Source,HL,ST_CLASS,HDL,Model_Mitigation,Criticality_SCR,Performance_Score_Level,HEAD_LOSS_SCR,Maintenance_Cost,School,Age,Med_Centre,BRKS_FVYRS_SCR_TARGET,Shape *,TARGET_Performanc_SCR,MI,TARGET_Model_ Mitigation,TARGET_Condition_Score_Level,RWY,Crit_Rests,CritConsSc,TARGET_Condition_Score,Condition_Score,TARGET_Condition_level,TARGET_RSL,FRM_NODE,TARGET_RSL_SCR,RSL_SCR,WPZ,INST_YR,New_Seg,Mat_Fact,HWY,ENVMT_SCR,TARGET_ACCESS_SCR,TotBrks,HEU,MATERIAL,OBJECTID,Operation_Cost,TotBrks_Lenght,R,QUALIT_SCR,Shape_Leng,Performanc_SCR,Active_Ope,DIA_SCR,f,TARGET_DIA_SCR,BRL_SCR_TARGET,TARGET_PAN,SOIL,INSTALL_DA,MATERIAL_CD,TARGET_MITIGATION_Score_Level,ST_DIR,ACCESS_SCR,LT_CARE,Airp_Serv,TARGET_Criticality_Score_Level,BRKS_FVYRS_SCR,BRK_Level,MITIGATION_Score_Level,REPLC_COST,TM,BRKS_FV_YRS_L,TO_NODE,LEN_M,TARGET_Performance_Level,TARGET_MITIGATION_Level_PAN,BRK_SCR,MI_Level,HPU,ESA,RSL_Level,ST_NAME,RSL,CITY,TARGET_QUALIT_SCR,MITIGATION_Level_PAN,ST_TYPE,OPSC,DRAINAGE
1,,39,NO,0,0,230,0,1,0,A,787383,Medium,Very High,10,0,3,Very Low,Moderate,3351,0,52.5,19,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0177837596,ARTERIAL,0,,30,Very Low,0,36.6118465,0,33,0,10.89,Polyline,0,0.039492474,,Moderately High,0,Fail (Pressure),2 (Low),340.336,200,4,24.75,6568262,10,5,5,1984, ,1,0,0,0,34,0,CPP,1728,25.62829255,0.4643305822,1.98E-14,0,73.223693,0,YES,5,0.0333752697,7.5,7.35,392.836,CL,01-01-1984,CPP,RELINE - REHAB,N,0,0,0,Very Low,5,Very High,DO NOTHING,1576,No,0.2594788547,599811,73.223693,1,2,5,Medium,0,0,Medium,MCLAUGHLIN,42,BRAMPTON,0,1,RD,2 (Low),I
1,,n/a - flow failure,NO,0,0,270,0,1,0,A,787399,Medium,Low,15,0,3,Very Low,High,3352,0,52.5,17,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2442374093,ARTERIAL,0,,30,Very Low,0,502.81733,0,33,0,10.89,Polyline,0,0.5423791,,Very High,1,Fail (Flow),5 (Catastrophic) - Flow Failure,384.836,240,5,24.75,599431,10,5,5,1984, ,1,0,0,0,20,0,CPP,1729,351.972131,0.0198879382,2.71E-13,0,1005.63466,0,YES,5,0.0333752697,7.5,7.35,437.336,CL,01-01-1984,CPP,RELINE - REHAB,N,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0169047475,6568264,1005.63466,1,2,5,High,0,0,Medium,MCLAUGHLIN,42,BRAMPTON,0,1,RD,5 (Catastrophic) - Flow Failure,I
1,,38.7,NO,0,0,110,0,1,0,A,787402,Very Low,Low,10,0,1,Very Low,Low,3353,0,52.5,0,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0062151768,ARTERIAL,0,,30,Very Low,0,12.7953315,0,8,0,6,Polyline,0,0.013802071,,Moderately High,1,Fail (Pressure),2 (Low),329.3,80,4,6,36568262,15,0,5,2009, ,1,0,0,0,0,0,CPP3,1730,8.95673205,0,6.91E-15,0,25.590663,0,YES,5,0.0333752697,7.5,6,381.8,CL,08-01-2009,CPP,RELINE - REHAB,N,0,0,0,Very Low,0,Low,DO NOTHING,1576,No,0,6568264,25.590663,1,2,0,Medium,0,0,Low,MCLAUGHLIN,67,BRAMPTON,0,1,RD,2 (Low),I
2,,39.9,NO,0,0,510,0,2,0,A,510455,Medium,Low,15,15,3,Medium,Low,3354,0,52.5,20,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1004979463,COLLECTOR,0,,120,Moderately Low,0,206.8974985,0,43,1,10.89,Polyline,105,0.223176236,,Moderately High,0,Fail (Pressure),2 (Low),340.336,240,4,32.25,599518,5,5,5,1974, ,1,0,15,0,27,0,CPP,483,144.828249,0.0652497014,1.12E-13,0,413.794997,150,YES,5,0.0333752697,7.5,7.35,497.836,CL,01-01-1974,CPP,RELINE - REHAB,N,0,1,0,Very Low,5,Low,RELINE - REHAB,1576,No,0.0483331122,599510,413.794997,2,2,5,High,0,0,Medium,KENNEDY,32,BRAMPTON,0,2,RD,2 (Low),I
2,,39.9,NO,0,0,510,0,2,0,A,510455,Medium,Medium,15,15,3,Medium,Low,3355,0,52.5,21,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1004979463,COLLECTOR,0,,120,Moderately Low,0,206.8974985,0,43,1,10.89,Polyline,105,0.223176236,,Moderately High,0,Fail (Pressure),2 (Low),340.336,240,4,32.25,599518,5,5,5,1974, ,1,0,15,0,35,0,CPP,483,144.828249,0.0845829463,1.12E-13,0,413.794997,150,YES,5,0.0333752697,7.5,7.35,497.836,CL,01-01-1974,CPP,RELINE - REHAB,N,0,1,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0507497678,599510,413.794997,2,2,5,High,0,0,Medium,KENNEDY,32,BRAMPTON,0,2,RD,2 (Low),I
2,,n/a - flow failure,NO,0,0,470,1,2,0,A,810340,Medium,Medium,15,15,3,Medium,Moderate,3356,0,52.5,4,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1701612774,LOCAL,0,,120,Moderately Low,0,350.3150455,0,6,0,10.89,Polyline,105,0.377877904,,Very High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,429.336,200,5,4.5,6573408,15,0,6,2011, ,1,0,15,0,6,0,CPP,1840,245.2205319,0.0085637201,1.89E-13,0,700.630091,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0057091467,6573407,700.630091,2,2,5,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
2,,n/a - flow failure,NO,0,0,470,1,2,0,A,810340,Medium,Low,15,15,3,Medium,Moderate,3357,0,52.5,11,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1701612774,LOCAL,0,,120,Moderately Low,0,350.3150455,0,6,0,10.89,Polyline,105,0.377877904,,Very High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,429.336,200,5,4.5,6573408,15,0,6,2011, ,1,0,15,0,24,0,CPP,1840,245.2205319,0.0342548804,1.89E-13,0,700.630091,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Low,RELINE - REHAB,1576,No,0.0157001535,6573407,700.630091,2,2,5,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
2,,n/a - flow failure,NO,0,0,470,1,2,0,A,810340,Medium,Medium,15,15,3,Medium,Moderate,3358,0,52.5,12,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1701612774,LOCAL,0,,120,Moderately Low,0,350.3150455,0,6,0,10.89,Polyline,105,0.377877904,,Very High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,429.336,200,5,4.5,6573408,15,0,6,2011, ,1,0,15,0,21,0,CPP,1840,245.2205319,0.0299730204,1.89E-13,0,700.630091,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0171274402,6573407,700.630091,2,2,5,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
1,,Not Balanced,NO,0,0,230,0,1,0,A,810199,Medium,Low,15,0,3,Very Low,Low,3359,0,52.5,10,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0507085539,COLLECTOR,0,,30,Very Low,0,104.394899,0,6,0,10.89,Polyline,0,0.112608711,,Very High,0,Not Balanced,5 (Catastrophic) - Not Balanced,429.336,200,5,4.5,6573416,15,0,6,2011, ,1,0,0,0,27,0,CPP,1834,73.0764293,0.1293166633,5.63E-14,0,208.789798,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Very High,DO NOTHING,1576,No,0.0478950605,6573413,208.789798,1,2,5,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,1,PKWY,5 (Catastrophic) - Not Balanced,I
3,,n/a - flow failure,NO,0,0,430,1,2,0,A,810226,Moderately Low,Medium,15,15,2,Medium,Moderate,3360,0,52.5,0,Moderately Low,0.25,5,400,1,0,1,TRSUB-TRANSMISSION MAIN,0.0984867295,LOCAL,0,,120,Moderately Low,0,202.756959,0,6,0,6,Polyline,105,0.218709918,,Very High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,385.815,160,5,4.5,6573413,15,0,6,2011, ,1,0,15,0,8,0,CPP,1835,141.9298713,0.0197280528,1.09E-13,0,405.513918,150,YES,5,0.0333752697,7.5,7.35,543.315,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,0,Medium,RELINE - REHAB,1576,No,0,6573426,405.513918,2,2,5,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,I
3,,n/a - flow failure,NO,0,0,430,1,2,0,A,810227,Moderately Low,Low,10,15,2,Medium,Moderate,3361,0,52.5,1,Moderately Low,0.25,5,400,1,0,1,TRSUB-TRANSMISSION MAIN,0.012022015,LOCAL,0,,120,Moderately Low,0,24.7500065,0,6,0,10.89,Polyline,105,0.026697342,,Very High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,384.836,160,5,4.5,SL6573426,15,0,6,2011, ,1,0,15,0,36,0,CPPI,1836,17.32500455,0.7272725363,1.34E-14,0,49.500013,150,YES,5,0.0333752697,7.5,7.35,542.336,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Very High,RELINE - REHAB,1576,No,0.0202020149,6573427,49.500013,2,2,5,Medium,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
3,,n/a - flow failure,NO,0,0,390,1,2,0,A,810228,Moderately Low,Very High,5,15,2,Medium,Moderate,3362,0,52.5,4,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.003521818,LOCAL,0,,120,Moderately Low,0,7.25045,0,6,0,10.89,Polyline,105,0.007820917,,Moderately High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,340.336,120,4,4.5,6573427,15,0,6,2011, ,1,0,15,0,18,0,CPP,1837,5.075315,1.241302264,3.91E-15,0,14.5009,150,YES,5,0.0333752697,7.5,7.35,497.836,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Very High,RELINE - REHAB,1576,No,0.2758449476,6573410,14.5009,2,2,5,Low,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
2,,n/a - flow failure,NO,0,0,470,1,2,0,A,810340,Medium,Medium,15,15,3,Medium,Moderate,3363,0,52.5,20,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1701612774,LOCAL,0,,120,Moderately Low,0,350.3150455,0,6,0,10.89,Polyline,105,0.377877904,,Very High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,429.336,200,5,4.5,6573408,15,0,6,2011, ,1,0,15,0,23,0,CPP,1840,245.2205319,0.0328275938,1.89E-13,0,700.630091,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0285457337,6573407,700.630091,2,2,5,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
3,,n/a - flow failure,NO,0,0,390,1,2,0,A,810340,Moderately Low,Low,15,15,2,Medium,Moderate,3364,0,52.5,0,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1701612774,LOCAL,0,,120,Moderately Low,0,350.3150455,0,6,0,6,Polyline,105,0.377877904,,Moderately High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,373.8,120,4,4.5,6573408,15,0,6,2011, ,1,0,15,0,0,0,CPP,1840,245.2205319,0,1.89E-13,0,700.630091,150,YES,5,0.0333752697,7.5,6,531.3,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,0,Low,RELINE - REHAB,1576,No,0,6573407,700.630091,2,2,0,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
2,,n/a - flow failure,NO,0,0,470,1,2,0,A,810340,Medium,Medium,15,15,3,Medium,Moderate,3365,0,52.5,6,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1701612774,LOCAL,0,,120,Moderately Low,0,350.3150455,0,6,0,10.89,Polyline,105,0.377877904,,Very High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,429.336,200,5,4.5,6573408,15,0,6,2011, ,1,0,15,0,17,0,CPP,1840,245.2205319,0.0242638736,1.89E-13,0,700.630091,150,YES,5,0.0333752697,7.5,7.35,586.836,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,RELINE - REHAB,1576,No,0.0085637201,6573407,700.630091,2,2,5,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
3,,n/a - flow failure,NO,0,0,390,1,2,0,A,810340,Moderately Low,Medium,15,15,2,Medium,Moderate,3366,0,52.5,0,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1701612774,LOCAL,0,,120,Moderately Low,0,350.3150455,0,6,0,6,Polyline,105,0.377877904,,Moderately High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,373.8,120,4,4.5,6573408,15,0,6,2011, ,1,0,15,0,0,0,CPP,1840,245.2205319,0,1.89E-13,0,700.630091,150,YES,5,0.0333752697,7.5,6,531.3,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,0,Medium,RELINE - REHAB,1576,No,0,6573407,700.630091,2,2,0,High,0,0,Low,WILLIAMS,69,BRAMPTON,0,2,PKWY,5 (Catastrophic) - Flow Failure,W
3,,n/a - flow failure,NO,0,0,430,1,2,0,A,813328,Moderately Low,Low,5,15,2,Medium,Moderate,3367,0,52.5,20,Moderately Low,0.25,5,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.0019025562,COLLECTOR,0,,120,Moderately Low,0,3.9168375,0,6,0,10.89,Polyline,105,0.004225015,,Moderately High,0,Fail (Flow),5 (Catastrophic) - Flow Failure,371.842,160,4,4.5,6573422,15,0,6,2011, ,1,0,15,0,32,0,CPP,1871,2.74178625,4.0849282106,2.11E-15,0,7.833675,150,YES,5,0.0333752697,7.5,10.89,529.342,CL,03-01-2011,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Low,RELINE - REHAB,1576,No,2.5530801316,6574394,7.833675,2,2,10,Low,0,0,Low,CREDITVIEW,69,BRAMPTON,0,2,RD,5 (Catastrophic) - Flow Failure,W
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3368,0,52.5,6,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,11,0,CPP3,1893,375.7108086,0.0102472431,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Medium,DO NOTHING,1576,No,0.0055894053,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3369,0,52.5,3,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,11,0,CPP3,1893,375.7108086,0.0102472431,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0027947027,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3370,0,52.5,4,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,11,0,CPP3,1893,375.7108086,0.0102472431,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Medium,DO NOTHING,1576,No,0.0037262702,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3371,0,52.5,5,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,8,0,CPP3,1893,375.7108086,0.0074525405,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0046578378,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3372,0,52.5,16,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,37,0,CPP3,1893,375.7108086,0.0344679996,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0149050809,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3373,0,52.5,1,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,36,0,CPP3,1893,375.7108086,0.033536432,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0009315676,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3374,0,52.5,21,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,32,0,CPP3,1893,375.7108086,0.0298101618,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0195629187,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3375,0,52.5,5,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,14,0,CPP3,1893,375.7108086,0.0130419458,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0046578378,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3376,0,52.5,2,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,2,0,CPP3,1893,375.7108086,0.0018631351,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0018631351,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3377,0,52.5,1,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,14,0,CPP3,1893,375.7108086,0.0130419458,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0009315676,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3378,0,52.5,20,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,38,0,CPP3,1893,375.7108086,0.0353995672,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0186313511,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.1,NO,0,0,230,0,1,0,A,833887,Medium,Low,15,0,3,Very Low,Low,3379,0,52.5,25,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.2607099439,ARTERIAL,0,,30,Very Low,0,536.7297265,0,7,0,10.89,Polyline,0,0.57895973,,Very High,0,Fail (Pressure),2 (Low),429.336,200,5,5.25,36537808,15,0,5,2010, ,1,0,0,0,40,0,CPP3,1893,375.7108086,0.0372627023,2.90E-13,0,1073.459453,0,YES,5,0.0333752697,7.5,7.35,481.836,CL,03-01-2010,CPP,RELINE - REHAB,W,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0232891889,6574803,1073.459453,1,2,5,High,0,0,Low,QUEEN,68,BRAMPTON,0,1,ST,2 (Low),I
1,,39.2,NO,0,0,230,0,1,0,A,835777,Medium,Medium,15,0,3,Very Low,Moderate,3380,0,52.5,0,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1154501603,ARTERIAL,0,,30,Very Low,0,237.679975,0,37,0,6,Polyline,0,0.256380684,,Moderately High,0,Fail (Pressure),2 (Low),341.315,200,4,27.75,601549,10,5,6,1980, ,1,0,0,0,17,0,CPP,1930,166.3759825,0.0357623733,1.28E-13,0,475.35995,0,YES,5,0.0333752697,7.5,7.35,393.815,CL,01-01-1980,CPP,RELINE - REHAB, ,0,0,0,Very Low,0,Low,DO NOTHING,1576,No,0,6575498,475.35995,1,2,5,High,0,0,Medium,VAN KIRK,38,BRAMPTON,0,1,DR,2 (Low),I
1,,39.2,NO,0,0,270,0,1,0,A,835777,Medium,Low,15,0,3,Very Low,Moderate,3381,0,52.5,4,Very Low,0.25,1,400,0,0,1,TRSUB-TRANSMISSION MAIN,0.1154501603,ARTERIAL,0,,30,Very Low,0,237.679975,0,37,0,10.89,Polyline,0,0.256380684,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,27.75,601549,10,5,6,1980, ,1,0,0,0,30,0,CPP,1930,166.3759825,0.0631100706,1.28E-13,0,475.35995,0,YES,5,0.0333752697,7.5,7.35,437.336,CL,01-01-1980,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Low,DO NOTHING,1576,No,0.0084146761,6575498,475.35995,1,2,5,High,0,0,Medium,VAN KIRK,38,BRAMPTON,0,1,DR,2 (Low),I
