Mitigation_Matrix_Score,,CritPres2D,Tran_main,WL,TARGET_ENVMT_SCR,PAN,WTR,Performance_Level,Hosp_Serv,INFRA_STAT,HANSEN_COM,Condition_Score_Level,BRKS_FVYRS_Level,MI_SCR,STANDARD_CONFOR,Condition_level,Criticality_Score_Level,RiskThresh,FID,TRANS,TARGET_Criticality_SCR,BRKS_FVYRS,TARGET_Performance_Score_Level,TARGET_Mat_Fact,Criticality_Level,DIAMETER,FLP,Hospital,TARGET_Criticality_Level,Source,HL,ST_CLASS,HDL,Model_Mitigation,Criticality_SCR,Performance_Score_Level,HEAD_LOSS_SCR,Maintenance_Cost,School,Age,Med_Centre,BRKS_FVYRS_SCR_TARGET,Shape *,TARGET_Performanc_SCR,MI,TARGET_Model_ Mitigation,TARGET_Condition_Score_Level,RWY,Crit_Rests,CritConsSc,TARGET_Condition_Score,Condition_Score,TARGET_Condition_level,TARGET_RSL,FRM_NODE,TARGET_RSL_SCR,RSL_SCR,WPZ,INST_YR,New_Seg,Mat_Fact,HWY,ENVMT_SCR,TARGET_ACCESS_SCR,TotBrks,HEU,MATERIAL,OBJECTID,Operation_Cost,TotBrks_Lenght,R,QUALIT_SCR,Shape_Leng,Performanc_SCR,Active_Ope,DIA_SCR,f,TARGET_DIA_SCR,BRL_SCR_TARGET,TARGET_PAN,SOIL,INSTALL_DA,MATERIAL_CD,TARGET_MITIGATION_Score_Level,ST_DIR,ACCESS_SCR,LT_CARE,Airp_Serv,TARGET_Criticality_Score_Level,BRKS_FVYRS_SCR,BRK_Level,MITIGATION_Score_Level,REPLC_COST,TM,BRKS_FV_YRS_L,TO_NODE,LEN_M,TARGET_Performance_Level,TARGET_MITIGATION_Level_PAN,BRK_SCR,MI_Level,HPU,ESA,RSL_Level,ST_NAME,RSL,CITY,TARGET_QUALIT_SCR,MITIGATION_Level_PAN,ST_TYPE,OPSC,DRAINAGE
2,,38.5,NO,0,9,750,0,4,0,A,521907,Medium,Low,15,15,3,Moderately High,Moderate,628,0,178.5,3,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0226082492,LOCAL,0,,210,Moderately High,15,400.397488,0,40,0,10.89,Polyline,210,0.31941611,,Moderately High,0,Fail (Pressure),2 (Low),295.836,240,4,30,606947,0,5,3,1977, ,1,0,15,9,11,0,CPP,2408,280.2782416,0.0137363499,2.51E-14,0,800.794976,300,YES,5,0.0294614908,7.5,7.35,684.336,CL,01-01-1977,CPP,RELINE - REHAB,W,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0037462772,606906,800.794976,3,2,5,High,0,1,Medium,RATHBURN,35,MISSISSAUGA,0,3,RD,2 (Low),I
2,,Not Balanced,NO,0,9,750,0,4,0,A,521877,Medium,Low,15,15,3,Moderately High,Moderate,629,0,178.5,18,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0176773514,LOCAL,0,,210,Moderately High,15,313.0701105,0,32,0,10.89,Polyline,210,0.249750909,,Very High,0,Not Balanced,5 (Catastrophic) - Not Balanced,384.836,240,5,24,606918,10,5,3,1985, ,1,0,15,9,20,0,CPP,2396,219.1490774,0.031941727,1.96E-14,0,626.140221,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1985,CPP,REPLACE,W,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0287475543,606855,626.140221,3,3,5,High,0,1,Medium,RATHBURN,43,MISSISSAUGA,0,3,RD,5 (Catastrophic) - Not Balanced,I
2,,37.9,NO,0,9,710,0,4,0,A,777896,Medium,Low,15,15,3,Moderately High,Moderate,630,0,178.5,3,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0379417941,ARTERIAL,0,,210,Moderately High,15,671.9582275,0,25,0,10.89,Polyline,210,0.536053021,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,18.75,6566765,10,0,3,1992, ,1,0,15,9,31,0,CPP,2633,470.3707593,0.0230669101,4.22E-14,0,1343.916455,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,04-01-1992,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0022322816,606770,1343.916455,3,3,5,High,0,1,Low,RATHBURN,50,MISSISSAUGA,0,3,RD,4 (Severe),I
2,,37.9,NO,0,9,710,0,4,0,A,777896,Medium,Low,15,15,3,Moderately High,Moderate,631,0,178.5,4,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0379417941,ARTERIAL,0,,210,Moderately High,15,671.9582275,0,25,0,10.89,Polyline,210,0.536053021,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,18.75,6566765,10,0,3,1992, ,1,0,15,9,16,0,CPP,2633,470.3707593,0.011905502,4.22E-14,0,1343.916455,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,04-01-1992,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0029763755,606770,1343.916455,3,3,5,High,0,1,Low,RATHBURN,50,MISSISSAUGA,0,3,RD,4 (Severe),I
2,,37.9,NO,0,9,710,0,4,0,A,777896,Medium,Low,15,15,3,Moderately High,Moderate,632,0,178.5,3,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0379417941,ARTERIAL,0,,210,Moderately High,15,671.9582275,0,25,0,10.89,Polyline,210,0.536053021,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,18.75,6566765,10,0,3,1992, ,1,0,15,9,6,0,CPP,2633,470.3707593,0.0044645632,4.22E-14,0,1343.916455,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,04-01-1992,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0022322816,606770,1343.916455,3,3,5,High,0,1,Low,RATHBURN,50,MISSISSAUGA,0,3,RD,4 (Severe),I
2,,Not Balanced,NO,0,9,750,0,4,0,A,521877,Medium,Low,15,15,3,Moderately High,Moderate,633,0,178.5,1,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0176773514,LOCAL,0,,210,Moderately High,15,313.0701105,0,32,0,10.89,Polyline,210,0.249750909,,Very High,0,Not Balanced,5 (Catastrophic) - Not Balanced,384.836,240,5,24,606918,10,5,3,1985, ,1,0,15,9,1,0,CPP,2396,219.1490774,0.0015970863,1.96E-14,0,626.140221,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1985,CPP,REPLACE,W,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0015970863,606855,626.140221,3,3,5,High,0,1,Medium,RATHBURN,43,MISSISSAUGA,0,3,RD,5 (Catastrophic) - Not Balanced,I
2,,Not Balanced,NO,0,9,750,0,4,0,A,521877,Medium,Low,15,15,3,Moderately High,Moderate,634,0,178.5,2,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0176773514,LOCAL,0,,210,Moderately High,15,313.0701105,0,32,0,10.89,Polyline,210,0.249750909,,Very High,0,Not Balanced,5 (Catastrophic) - Not Balanced,384.836,240,5,24,606918,10,5,3,1985, ,1,0,15,9,14,0,CPP,2396,219.1490774,0.0223592089,1.96E-14,0,626.140221,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1985,CPP,REPLACE,W,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0031941727,606855,626.140221,3,3,5,High,0,1,Medium,RATHBURN,43,MISSISSAUGA,0,3,RD,5 (Catastrophic) - Not Balanced,I
2,,38,NO,0,9,750,0,4,0,A,521861,Medium,Medium,15,15,3,Moderately High,Moderate,635,0,178.5,7,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0113670624,COLLECTOR,0,,210,Moderately High,15,201.3133875,0,35,0,10.89,Polyline,210,0.160597259,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,26.25,606902,10,5,3,1982, ,1,0,15,9,36,0,CPP,2393,140.9193713,0.0894128315,1.26E-14,0,402.626775,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1982,CPP,REPLACE, ,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0173858284,606869,402.626775,3,3,5,High,0,1,Medium,CREDITVIEW,40,MISSISSAUGA,0,3,RD,2 (Low),I
2,,38.5,NO,0,9,750,0,4,0,A,521907,Medium,Low,15,15,3,Moderately High,Moderate,636,0,178.5,5,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0226082492,LOCAL,0,,210,Moderately High,15,400.397488,0,40,0,10.89,Polyline,210,0.31941611,,Moderately High,0,Fail (Pressure),2 (Low),295.836,240,4,30,606947,0,5,3,1977, ,1,0,15,9,6,0,CPP,2408,280.2782416,0.0074925545,2.51E-14,0,800.794976,300,YES,5,0.0294614908,7.5,7.35,684.336,CL,01-01-1977,CPP,RELINE - REHAB,W,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0062437954,606906,800.794976,3,2,5,High,0,1,Medium,RATHBURN,35,MISSISSAUGA,0,3,RD,2 (Low),I
2,,38.4,NO,0,9.9,620,0,4,0,A,513900,Medium,Low,15,15,3,Medium,Moderate,637,0,121.8,4,Medium,0.25,5,600,0,0,3,TRSUB-TRANSMISSION MAIN,0.0404834465,ARTERIAL,1,,120,Moderately High,15,716.9714965,0,21,0,10.89,Polyline,210,0.571962245,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,15.75,594762,10,0,4,1996, ,1,0,15,0,10,1,CPP,2267,501.8800476,0.0069737779,4.50E-14,0,1433.942993,300,YES,5,0.0294614908,7.5,7.35,716.636,CL,01-01-1996,CPP,REPLACE, ,0,0,0,Medium,5,Low,RELINE - REHAB,2131,No,0.0027895112,594788,1433.942993,3,3,5,High,0,0,Low,THOMAS,54,MISSISSAUGA,0,2,ST,2 (Low),I
2,,38.2,NO,0,9,750,0,4,0,A,521694,Medium,Low,15,15,3,Moderately High,Moderate,638,0,178.5,5,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0289686425,COLLECTOR,0,,210,Moderately High,15,513.0415705,0,31,1,10.89,Polyline,210,0.409277649,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,23.25,606713,10,5,3,1986, ,1,0,15,9,8,0,CPP,2375,359.1290994,0.0077966392,3.22E-14,0,1026.083141,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1986,CPP,REPLACE,W,15,1,0,Moderately High,5,Low,REPLACE,2131,No,0.0048728995,606703,1026.083141,3,3,5,High,0,1,Medium,RATHBURN,44,MISSISSAUGA,0,3,RD,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,639,0,178.5,8,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,13,0,CPP,2259,506.8201366,0.0089775439,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0055246424,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,640,0,178.5,14,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,29,0,CPP,2259,506.8201366,0.0200268286,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0096681241,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
1,,38.5,NO,0,0,420,0,2,0,A,523117,Medium,Low,15,0,3,Very Low,Moderate,641,0,52.5,5,Moderately Low,0.25,1,600,0,0,1,TRSUB-TRANSMISSION MAIN,0.011366766,LOCAL,0,,30,Moderately Low,15,201.308138,0,35,0,10.89,Polyline,105,0.160593071,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,26.25,593936,10,5,4,1982, ,1,0,0,0,29,0,CPP,2423,140.9156966,0.0720288814,1.26E-14,0,402.616276,150,YES,5,0.0294614908,7.5,7.35,542.336,CL,05-01-1982,CPP,RELINE - REHAB, ,0,0,0,Very Low,5,Medium,RELINE - REHAB,2131,No,0.0124187727,607016,402.616276,2,2,5,High,0,0,Medium,WINSTON CHURCHILL,40,MISSISSAUGA,0,2,BLVD,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,642,0,178.5,3,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,18,0,CPP,2259,506.8201366,0.0124304453,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0020717409,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,643,0,178.5,1,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,1,0,CPP,2259,506.8201366,0.0006905803,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0006905803,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,644,0,178.5,7,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,17,0,CPP,2259,506.8201366,0.011739865,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0048340621,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,645,0,178.5,2,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,32,0,CPP,2259,506.8201366,0.0220985695,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0013811606,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,646,0,178.5,10,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,40,0,CPP,2259,506.8201366,0.0276232118,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.006905803,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
2,,37.7,NO,0,9,710,0,4,0,A,513305,Medium,Low,15,15,3,Moderately High,Moderate,647,0,178.5,15,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0408819318,COLLECTOR,0,,210,Moderately High,15,724.0287665,0,23,0,10.89,Polyline,210,0.577592165,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,17.25,595151,10,0,4,1994, ,1,0,15,9,29,0,CPP,2259,506.8201366,0.0200268286,4.54E-14,0,1448.057533,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1994,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0103587044,595150,1448.057533,3,3,5,High,0,1,Low,TERRY FOX,52,MISSISSAUGA,0,3,WAY,2 (Low),I
2,,37.5,NO,0,9,750,0,4,0,A,515631,Medium,Low,15,15,3,Moderately High,Moderate,648,0,178.5,1,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0373233863,ARTERIAL,0,,210,Moderately High,15,661.0060775,0,40,0,10.89,Polyline,210,0.52731597,,Moderately High,0,Fail (Pressure),2 (Low),295.836,240,4,30,1595834,0,5,4,1977, ,1,0,15,9,24,0,CPP3,2297,462.7042543,0.0181541447,4.15E-14,0,1322.012155,300,YES,5,0.0294614908,7.5,7.35,684.336,CL,01-01-1977,CPP,RELINE - REHAB, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0007564227,595833,1322.012155,3,2,5,High,0,1,Medium,KENNEDY,35,MISSISSAUGA,0,3,RD,2 (Low),I
2,,39.1,NO,0,9,750,1,4,0,A,523340,Medium,Low,15,15,3,Moderately High,Moderate,649,0,178.5,3,Medium,0.25,5,600,1,0,4,TRSUB-TRANSMISSION MAIN,0.041985872,LOCAL,0,,210,Moderately High,15,743.579811,1,27,0,10.89,Polyline,210,0.593188962,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,20.25,1607114,10,5,4,1990, ,1,0,15,9,35,0,CPP3,2432,520.5058677,0.0235347971,4.67E-14,0,1487.159622,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,06-01-1990,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0020172683,607115,1487.159622,3,3,5,High,0,1,Medium,BRISTOL,48,MISSISSAUGA,0,3,RD,2 (Low),I
2,,39.1,NO,0,9,750,1,4,0,A,523340,Medium,Low,15,15,3,Moderately High,Moderate,650,0,178.5,1,Medium,0.25,5,600,1,0,4,TRSUB-TRANSMISSION MAIN,0.041985872,LOCAL,0,,210,Moderately High,15,743.579811,1,27,0,10.89,Polyline,210,0.593188962,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,20.25,1607114,10,5,4,1990, ,1,0,15,9,40,0,CPP3,2432,520.5058677,0.026896911,4.67E-14,0,1487.159622,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,06-01-1990,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0006724228,607115,1487.159622,3,3,5,High,0,1,Medium,BRISTOL,48,MISSISSAUGA,0,3,RD,2 (Low),I
2,,39.1,NO,0,9,750,1,4,0,A,523340,Medium,Low,15,15,3,Moderately High,Moderate,651,0,178.5,2,Medium,0.25,5,600,1,0,4,TRSUB-TRANSMISSION MAIN,0.041985872,LOCAL,0,,210,Moderately High,15,743.579811,1,27,0,10.89,Polyline,210,0.593188962,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,20.25,1607114,10,5,4,1990, ,1,0,15,9,4,0,CPP3,2432,520.5058677,0.0026896911,4.67E-14,0,1487.159622,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,06-01-1990,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0013448456,607115,1487.159622,3,3,5,High,0,1,Medium,BRISTOL,48,MISSISSAUGA,0,3,RD,2 (Low),I
2,,39.1,NO,0,9,750,1,4,0,A,523340,Medium,Low,15,15,3,Moderately High,Moderate,652,0,178.5,8,Medium,0.25,5,600,1,0,4,TRSUB-TRANSMISSION MAIN,0.041985872,LOCAL,0,,210,Moderately High,15,743.579811,1,27,0,10.89,Polyline,210,0.593188962,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,20.25,1607114,10,5,4,1990, ,1,0,15,9,35,0,CPP3,2432,520.5058677,0.0235347971,4.67E-14,0,1487.159622,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,06-01-1990,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0053793822,607115,1487.159622,3,3,5,High,0,1,Medium,BRISTOL,48,MISSISSAUGA,0,3,RD,2 (Low),I
2,,Not Balanced,NO,0,9,710,0,4,0,A,512941,Medium,Low,15,15,3,Moderately High,Moderate,653,0,178.5,2,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0422722142,LOCAL,0,,210,Moderately High,15,748.6510005,1,22,0,10.89,Polyline,210,0.597234491,,Very High,0,Not Balanced,5 (Catastrophic) - Not Balanced,384.836,200,5,16.5,1595336,10,0,4,1995, ,1,0,15,9,16,0,CPP3,2248,524.0557004,0.010685887,4.70E-14,0,1497.302001,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1995,CPP,REPLACE,E,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0013357359,595794,1497.302001,3,3,5,High,0,1,Low,BRISTOL,53,MISSISSAUGA,0,3,RD,5 (Catastrophic) - Not Balanced,W
2,,Not Balanced,NO,0,9,710,0,4,0,A,512941,Medium,Low,15,15,3,Moderately High,Moderate,654,0,178.5,3,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0422722142,LOCAL,0,,210,Moderately High,15,748.6510005,1,22,0,10.89,Polyline,210,0.597234491,,Very High,0,Not Balanced,5 (Catastrophic) - Not Balanced,384.836,200,5,16.5,1595336,10,0,4,1995, ,1,0,15,9,36,0,CPP3,2248,524.0557004,0.0240432458,4.70E-14,0,1497.302001,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1995,CPP,REPLACE,E,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0020036038,595794,1497.302001,3,3,5,High,0,1,Low,BRISTOL,53,MISSISSAUGA,0,3,RD,5 (Catastrophic) - Not Balanced,W
2,,36.8,NO,0,9,710,0,4,0,A,512879,Medium,Medium,15,15,3,Moderately High,Moderate,655,0,178.5,12,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0136297785,COLLECTOR,0,,210,Moderately High,15,241.3866295,0,25,0,10.89,Polyline,210,0.192565589,,Very High,0,Fail (Pressure),2 (Low),384.836,200,5,18.75,603365,10,0,3,1992, ,1,0,15,9,32,0,CPP,3591,168.9706407,0.0662837044,1.51E-14,0,482.773259,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1992,CPP,REPLACE, ,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0248563892,595702,482.773259,3,3,5,High,0,1,Low,HWY 403,50,MISSISSAUGA,0,3, ,4 (Severe),I
2,,38.7,NO,0,9,750,0,4,0,A,523509,Medium,Low,15,15,3,Moderately High,Moderate,656,0,178.5,15,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0395173177,ARTERIAL,0,,210,Moderately High,15,699.861126,1,36,0,10.89,Polyline,210,0.558312489,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,27,607183,10,5,3,1981, ,1,0,15,9,30,0,CPP,2450,489.9027882,0.0214328235,4.39E-14,0,1399.722252,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1981,CPP,REPLACE,W,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0107164118,607184,1399.722252,3,3,5,High,0,1,Medium,EGLINTON,39,MISSISSAUGA,0,3,AVE,2 (Low),I
2,,36.9,NO,0,9,750,0,4,0,A,512732,Medium,Low,15,15,3,Moderately High,Moderate,657,0,178.5,30,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0236849437,LOCAL,0,,210,Moderately High,15,419.466005,0,28,0,10.89,Polyline,210,0.334627972,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,21,596075,10,5,3,1989, ,1,0,15,9,32,0,CPP,2238,293.6262035,0.0381437347,2.63E-14,0,838.93201,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1989,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0357597513,596083,838.93201,3,3,5,High,0,1,Medium,CREDITVIEW,47,MISSISSAUGA,0,3,RD,4 (Severe),W
2,,36.9,NO,0,9,750,0,4,0,A,512732,Medium,Low,15,15,3,Moderately High,Moderate,658,0,178.5,13,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0236849437,LOCAL,0,,210,Moderately High,15,419.466005,0,28,0,10.89,Polyline,210,0.334627972,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,21,596075,10,5,3,1989, ,1,0,15,9,19,0,CPP,2238,293.6262035,0.0226478425,2.63E-14,0,838.93201,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1989,CPP,REPLACE, ,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0154958922,596083,838.93201,3,3,5,High,0,1,Medium,CREDITVIEW,47,MISSISSAUGA,0,3,RD,4 (Severe),W
2,,36.9,NO,0,9,750,0,4,0,A,512732,Medium,Low,15,15,3,Moderately High,Moderate,659,0,178.5,6,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0236849437,LOCAL,0,,210,Moderately High,15,419.466005,0,28,0,10.89,Polyline,210,0.334627972,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,21,596075,10,5,3,1989, ,1,0,15,9,27,0,CPP,2238,293.6262035,0.0321837761,2.63E-14,0,838.93201,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,01-01-1989,CPP,REPLACE, ,15,0,0,Moderately High,5,Low,REPLACE,2131,No,0.0071519503,596083,838.93201,3,3,5,High,0,1,Medium,CREDITVIEW,47,MISSISSAUGA,0,3,RD,4 (Severe),W
2,,37.1,NO,0,9,750,0,4,0,A,512700,Medium,Low,15,15,3,Moderately High,Moderate,660,0,178.5,14,Medium,0.25,5,600,0,0,4,TRSUB-TRANSMISSION MAIN,0.0129737411,LOCAL,0,,210,Moderately High,15,229.76805,0,28,0,10.89,Polyline,210,0.183296896,,Very High,0,Fail (Pressure),2 (Low),384.836,240,5,21,596051,10,5,3,1989, ,1,0,15,9,29,0,CPP,2236,160.837635,0.0631071204,1.44E-14,0,459.5361,300,YES,5,0.0294614908,7.5,7.35,773.336,CL,30-01-1989,CPP,REPLACE, ,15,0,0,Moderately High,5,Medium,REPLACE,2131,No,0.0304655064,596018,459.5361,3,3,5,High,0,1,Medium,CREDITVIEW,47,MISSISSAUGA,0,3,RD,2 (Low),W
