fuzzy_criticality_model,naive_bayes_Condition_Score,naive_bayes_condition_model_nb_pred,fuzzy_Criticality_SCR,FID,fuzzy_condition_model,fuzzy_Condition_Score
30,88.0,,30,327,120,120
30,88.0,,30,324,120,120
120,88.0,,120,325,120,120
30,220.0,,30,3979,240,240
30,264.0,,30,3978,280,280
120,308.0,,120,328,320,320
30,220.0,,30,329,240,240
120,176.0,,120,3365,200,200
180,176.0,,180,3629,200,200
270,132.0,,270,3628,160,160
270,176.0,,270,3621,200,200
180,308.0,,180,2819,320,320
270,176.0,,270,3623,200,200
270,176.0,,270,3622,200,200
180,176.0,,180,3625,200,200
180,88.0,,180,3624,120,120
210,176.0,,210,1340,200,200
270,264.0,,270,2818,280,280
30,132.0,,30,2330,160,160
210,88.0,,210,2331,120,120
30,132.0,,30,2332,160,160
30,176.0,,30,2333,200,200
210,176.0,,210,2334,200,200
210,132.0,,210,2335,160,160
210,132.0,,210,2336,160,160
210,132.0,,210,1594,160,160
210,220.0,,210,2338,240,240
210,220.0,,210,2339,240,240
210,132.0,,210,1341,160,160
30,264.0,,30,3072,280,280
30,352.0,,30,3073,360,360
180,220.0,,180,1995,240,240
180,396.0,,180,2958,400,400
180,264.0,,180,2959,280,280
270,88.0,,270,3715,120,120
270,88.0,,270,3714,120,120
270,88.0,,270,3717,120,120
270,88.0,,270,3716,120,120
270,132.0,,270,3711,160,160
90,176.0,,90,3076,200,200
270,132.0,,270,3713,160,160
270,220.0,,270,3712,240,240
210,132.0,,210,1592,160,160
120,176.0,,120,3719,200,200
270,176.0,,270,3718,200,200
210,440.0,,210,3078,440,440
30,44.0,,30,3079,80,80
30,308.0,,30,2488,320,320
210,176.0,,210,2489,200,200
30,308.0,,30,2486,320,320
30,264.0,,30,2487,280,280
210,88.0,,210,2484,120,120
210,88.0,,210,2485,120,120
30,176.0,,30,2482,200,200
210,88.0,,210,2483,120,120
30,220.0,,30,2480,240,240
210,176.0,,210,1598,200,200
120,88.0,,120,3252,120,120
210,88.0,,210,2248,120,120
210,88.0,,210,2249,120,120
210,176.0,,210,2244,200,200
210,132.0,,210,2245,160,160
210,88.0,,210,2246,120,120
210,132.0,,210,2247,160,160
210,132.0,,210,2240,160,160
210,88.0,,210,2241,120,120
210,88.0,,210,2242,120,120
210,132.0,,210,2243,160,160
30,220.0,,30,995,240,240
120,176.0,,120,994,200,200
30,220.0,,30,997,240,240
30,220.0,,30,996,240,240
120,176.0,,120,991,200,200
120,176.0,,120,990,200,200
120,176.0,,120,993,200,200
120,176.0,,120,992,200,200
30,264.0,,30,999,280,280
30,220.0,,30,998,240,240
30,132.0,,30,120,160,160
30,88.0,,30,121,120,120
30,176.0,,30,122,200,200
30,352.0,,30,123,360,360
90,88.0,,90,124,120,120
90,88.0,,90,125,120,120
90,88.0,,90,126,120,120
90,88.0,,90,127,120,120
90,88.0,,90,128,120,120
90,88.0,,90,129,120,120
120,132.0,,120,3416,160,160
30,88.0,,30,3379,120,120
120,396.0,,120,3417,400,400
30,88.0,,30,3378,120,120
30,220.0,,30,3414,240,240
120,264.0,,120,2068,280,280
30,176.0,,30,2069,200,200
270,88.0,,270,2798,120,120
270,88.0,,270,2799,120,120
30,88.0,,30,3376,120,120
30,220.0,,30,2060,240,240
30,308.0,,30,2061,320,320
210,132.0,,210,2062,160,160
30,308.0,,30,2063,320,320
210,264.0,,210,2064,280,280
210,176.0,,210,2065,200,200
30,220.0,,30,2066,240,240
120,352.0,,120,2067,360,360
30,88.0,,30,3374,120,120
30,308.0,,30,3410,320,320
30,88.0,,30,3373,120,120
30,220.0,,30,3411,240,240
120,88.0,,120,3255,120,120
30,88.0,,30,3372,120,120
30,88.0,,30,3371,120,120
30,132.0,,30,3370,160,160
180,132.0,,180,3579,160,160
180,132.0,,180,3578,160,160
30,396.0,,30,3961,400,400
180,132.0,,180,3575,160,160
180,132.0,,180,3574,160,160
180,264.0,,180,3077,280,280
180,132.0,,180,3576,160,160
180,132.0,,180,3571,160,160
180,132.0,,180,3570,160,160
180,132.0,,180,3573,160,160
180,132.0,,180,3572,160,160
180,88.0,,180,2666,120,120
180,132.0,,180,2667,160,160
60,264.0,,60,2664,280,280
180,132.0,,180,2665,160,160
60,396.0,,60,2662,400,400
270,220.0,,270,2663,240,240
180,308.0,,180,2660,320,320
240,308.0,,240,2661,320,320
30,176.0,,30,1748,200,200
180,88.0,,180,2668,120,120
30,88.0,,30,1749,120,120
120,88.0,,120,3668,120,120
180,396.0,,180,2938,400,400
180,264.0,,180,2939,280,280
180,308.0,,180,2936,320,320
180,264.0,,180,2937,280,280
180,308.0,,180,2934,320,320
180,308.0,,180,2935,320,320
180,220.0,,180,2932,240,240
180,264.0,,180,2933,280,280
180,352.0,,180,2930,360,360
180,264.0,,180,2931,280,280
0,352.0,,0,3799,360,360
180,308.0,,180,3595,320,320
210,220.0,,210,1645,240,240
210,220.0,,210,1644,240,240
210,132.0,,210,1647,160,160
210,308.0,,210,1646,320,320
210,308.0,,210,1641,320,320
210,264.0,,210,1640,280,280
210,220.0,,210,1643,240,240
210,308.0,,210,1642,320,320
210,264.0,,210,1649,280,280
210,308.0,,210,1648,320,320
210,220.0,,210,1742,240,240
180,308.0,,180,3794,320,320
210,264.0,,210,1743,280,280
180,264.0,,180,3797,280,280
210,352.0,,210,579,360,360
210,176.0,,210,578,200,200
210,176.0,,210,573,200,200
210,132.0,,210,572,160,160
210,132.0,,210,571,160,160
210,132.0,,210,570,160,160
210,176.0,,210,577,200,200
210,132.0,,210,576,160,160
210,132.0,,210,575,160,160
210,132.0,,210,574,160,160
270,132.0,,270,2808,160,160
270,88.0,,270,2809,120,120
180,220.0,,180,3793,240,240
30,220.0,,30,3168,240,240
30,220.0,,30,3169,240,240
30,220.0,,30,2802,240,240
210,220.0,,210,1209,240,240
270,132.0,,270,2800,160,160
270,220.0,,270,2801,240,240
180,132.0,,180,2806,160,160
180,88.0,,180,2807,120,120
210,220.0,,210,2804,240,240
210,264.0,,210,1208,280,280
210,88.0,,210,1421,120,120
210,88.0,,210,1420,120,120
210,132.0,,210,1423,160,160
210,132.0,,210,1422,160,160
210,132.0,,210,1425,160,160
210,88.0,,210,1424,120,120
210,88.0,,210,1427,120,120
210,88.0,,210,1426,120,120
210,88.0,,210,1429,120,120
210,88.0,,210,1428,120,120
120,176.0,,120,3366,200,200
120,176.0,,120,3367,200,200
120,176.0,,120,3360,200,200
210,132.0,,210,2156,160,160
120,264.0,,120,3362,280,280
120,176.0,,120,3363,200,200
180,132.0,,180,731,160,160
180,132.0,,180,730,160,160
180,220.0,,180,733,240,240
270,132.0,,270,732,160,160
180,264.0,,180,735,280,280
180,352.0,,180,734,360,360
180,132.0,,180,737,160,160
180,220.0,,180,736,240,240
180,132.0,,180,739,160,160
180,132.0,,180,738,160,160
210,176.0,,210,2403,200,200
270,88.0,,270,4057,120,120
210,88.0,,210,1359,120,120
210,132.0,,210,1358,160,160
30,176.0,,30,469,200,200
30,88.0,,30,468,120,120
210,264.0,,210,1353,280,280
210,352.0,,210,1352,360,360
210,220.0,,210,1351,240,240
210,352.0,,210,1350,360,360
30,132.0,,30,461,160,160
30,88.0,,30,1356,120,120
210,132.0,,210,463,160,160
30,132.0,,30,462,160,160
270,176.0,,270,4054,200,200
30,88.0,,30,3393,120,120
210,308.0,,210,1273,320,320
210,132.0,,210,2158,160,160
210,176.0,,210,2159,200,200
210,220.0,,210,1519,240,240
210,264.0,,210,1518,280,280
30,88.0,,30,3392,120,120
210,220.0,,210,1515,240,240
210,220.0,,210,1514,240,240
210,176.0,,210,1517,200,200
210,176.0,,210,1516,200,200
210,132.0,,210,1274,160,160
210,176.0,,210,1510,200,200
210,220.0,,210,1513,240,240
210,220.0,,210,1512,240,240
30,220.0,,30,3031,240,240
120,264.0,,120,3439,280,280
120,88.0,,120,3395,120,120
210,220.0,,210,1735,240,240
210,132.0,,210,1275,160,160
270,132.0,,270,4058,160,160
90,220.0,,90,3184,240,240
30,132.0,,30,3185,160,160
90,220.0,,90,3186,240,240
90,132.0,,90,3187,160,160
30,132.0,,30,3180,160,160
30,132.0,,30,3181,160,160
30,132.0,,30,3182,160,160
30,132.0,,30,3183,160,160
120,220.0,,120,3188,240,240
30,176.0,,30,3189,200,200
210,88.0,,210,3214,120,120
30,88.0,,30,3397,120,120
30,132.0,,30,3109,160,160
210,176.0,,210,4019,200,200
210,176.0,,210,4018,200,200
120,132.0,,120,4013,160,160
180,220.0,,180,3783,240,240
210,220.0,,210,4011,240,240
210,176.0,,210,4010,200,200
210,132.0,,210,4017,160,160
210,176.0,,210,4016,200,200
210,132.0,,210,4015,160,160
120,88.0,,120,3396,120,120
30,88.0,,30,357,120,120
90,88.0,,90,356,120,120
30,88.0,,30,355,120,120
30,88.0,,30,354,120,120
30,88.0,,30,353,120,120
30,88.0,,30,352,120,120
30,88.0,,30,351,120,120
30,88.0,,30,350,120,120
120,220.0,,120,3984,240,240
120,220.0,,120,3985,240,240
120,308.0,,120,3986,320,320
120,308.0,,120,3987,320,320
30,220.0,,30,3980,240,240
270,44.0,,270,3981,80,80
30,88.0,,30,359,120,120
30,132.0,,30,358,160,160
30,220.0,,30,3107,240,240
270,88.0,,270,3612,120,120
270,88.0,,270,3613,120,120
270,132.0,,270,3614,160,160
210,88.0,,210,2323,120,120
210,264.0,,210,1447,280,280
210,88.0,,210,2321,120,120
210,88.0,,210,2320,120,120
210,132.0,,210,2327,160,160
210,132.0,,210,2326,160,160
210,88.0,,210,2325,120,120
210,176.0,,210,1446,200,200
210,176.0,,210,2329,200,200
210,88.0,,210,2328,120,120
210,88.0,,210,1445,120,120
120,88.0,,120,289,120,120
120,176.0,,120,288,200,200
210,132.0,,210,1444,160,160
30,220.0,,30,2830,240,240
270,176.0,,270,3619,200,200
30,88.0,,30,281,120,120
30,88.0,,30,280,120,120
30,88.0,,30,283,120,120
30,88.0,,30,282,120,120
120,88.0,,120,285,120,120
120,88.0,,120,284,120,120
120,132.0,,120,287,160,160
120,88.0,,120,286,120,120
180,220.0,,180,3760,240,240
180,352.0,,180,3761,360,360
180,308.0,,180,3762,320,320
180,352.0,,180,3763,360,360
180,308.0,,180,3764,320,320
210,176.0,,210,1441,200,200
180,440.0,,180,3766,480,480
180,220.0,,180,3767,240,240
180,352.0,,180,3768,360,360
180,220.0,,180,3769,240,240
210,176.0,,210,1116,200,200
210,220.0,,210,263,240,240
210,132.0,,210,262,160,160
210,220.0,,210,261,240,240
210,220.0,,210,260,240,240
210,132.0,,210,267,160,160
90,88.0,,90,266,120,120
210,132.0,,210,265,160,160
210,176.0,,210,264,200,200
30,88.0,,30,269,120,120
30,88.0,,30,268,120,120
210,264.0,,210,1562,280,280
30,220.0,,30,2499,240,240
210,88.0,,210,2498,120,120
210,352.0,,210,1563,360,360
180,220.0,,180,1980,240,240
120,132.0,,120,2491,160,160
210,88.0,,210,1564,120,120
210,176.0,,210,2493,200,200
120,132.0,,120,2492,160,160
30,176.0,,30,2495,200,200
210,176.0,,210,2192,200,200
30,264.0,,30,2497,280,280
210,132.0,,210,1565,160,160
210,132.0,,210,2193,160,160
210,88.0,,210,1566,120,120
210,220.0,,210,2259,240,240
120,88.0,,120,2258,120,120
120,352.0,,120,2257,360,360
210,132.0,,210,2256,160,160
210,220.0,,210,2255,240,240
210,88.0,,210,1567,120,120
30,132.0,,30,2253,160,160
210,220.0,,210,2252,240,240
30,264.0,,30,2251,280,280
210,176.0,,210,2250,200,200
120,88.0,,120,2477,120,120
210,132.0,,210,2476,160,160
210,308.0,,210,988,320,320
210,132.0,,210,989,160,160
210,132.0,,210,2473,160,160
210,220.0,,210,2472,240,240
210,264.0,,210,2471,280,280
210,176.0,,210,2470,200,200
180,220.0,,180,982,240,240
180,352.0,,180,983,360,360
180,352.0,,180,980,360,360
180,264.0,,180,981,280,280
180,440.0,,180,986,440,440
210,176.0,,210,987,200,200
180,220.0,,180,984,240,240
180,308.0,,180,985,320,320
90,352.0,,90,115,360,360
30,132.0,,30,114,160,160
30,132.0,,30,117,160,160
30,132.0,,30,116,160,160
120,132.0,,120,111,160,160
30,132.0,,30,110,160,160
30,132.0,,30,113,160,160
120,176.0,,120,112,200,200
30,176.0,,30,119,200,200
30,132.0,,30,118,160,160
120,132.0,,120,3432,160,160
270,132.0,,270,2785,160,160
270,88.0,,270,2784,120,120
270,132.0,,270,2787,160,160
270,132.0,,270,2786,160,160
30,220.0,,30,2781,240,240
30,440.0,,30,2780,440,440
270,132.0,,270,2783,160,160
270,220.0,,270,2782,240,240
270,176.0,,270,2789,200,200
270,220.0,,270,2788,240,240
270,88.0,,270,1797,120,120
30,352.0,,30,2079,360,360
30,352.0,,30,2078,360,360
30,220.0,,30,2073,240,240
30,220.0,,30,2072,240,240
30,220.0,,30,2071,240,240
30,308.0,,30,2070,320,320
210,220.0,,210,2077,240,240
210,220.0,,210,2076,240,240
210,132.0,,210,2075,160,160
30,264.0,,30,2074,280,280
270,220.0,,270,1796,240,240
210,88.0,,210,3221,120,120
120,88.0,,120,3508,120,120
120,88.0,,120,3509,120,120
120,132.0,,120,3500,160,160
30,176.0,,30,3501,200,200
120,88.0,,120,3502,120,120
120,88.0,,120,3503,120,120
30,132.0,,30,3504,160,160
120,88.0,,120,3505,120,120
120,88.0,,120,3506,120,120
120,88.0,,120,3507,120,120
180,88.0,,180,2671,120,120
180,264.0,,180,2670,280,280
180,88.0,,180,2673,120,120
180,88.0,,180,2672,120,120
180,88.0,,180,2675,120,120
180,88.0,,180,2674,120,120
180,132.0,,180,2677,160,160
180,88.0,,180,2676,120,120
270,220.0,,270,2679,240,240
60,396.0,,60,2678,400,400
210,88.0,,210,3220,120,120
180,396.0,,180,2929,400,400
180,220.0,,180,2928,240,240
210,132.0,,210,4027,160,160
180,308.0,,180,2921,320,320
180,308.0,,180,2920,320,320
180,308.0,,180,2923,320,320
180,308.0,,180,2922,320,320
180,308.0,,180,2925,320,320
180,308.0,,180,2924,320,320
180,308.0,,180,2927,320,320
180,308.0,,180,2926,320,320
30,88.0,,30,3394,120,120
240,176.0,,240,2907,200,200
180,220.0,,180,2906,240,240
210,220.0,,210,1630,240,240
210,176.0,,210,1631,200,200
210,132.0,,210,1632,160,160
210,132.0,,210,484,160,160
210,264.0,,210,1634,280,280
210,88.0,,210,1635,120,120
210,132.0,,210,1636,160,160
210,88.0,,210,1637,120,120
210,440.0,,210,1638,440,440
210,264.0,,210,1639,280,280
210,88.0,,210,3218,120,120
210,88.0,,210,3219,120,120
180,220.0,,180,1988,240,240
180,220.0,,180,1989,240,240
210,88.0,,210,3222,120,120
240,176.0,,240,2909,200,200
210,132.0,,210,568,160,160
210,132.0,,210,569,160,160
210,176.0,,210,2817,200,200
210,132.0,,210,2816,160,160
180,88.0,,180,2811,120,120
180,88.0,,180,2810,120,120
180,176.0,,180,2813,200,200
270,88.0,,270,2812,120,120
30,176.0,,30,560,200,200
30,176.0,,30,561,200,200
30,176.0,,30,562,200,200
30,176.0,,30,563,200,200
30,176.0,,30,564,200,200
30,176.0,,30,565,200,200
30,88.0,,30,566,120,120
210,176.0,,210,567,200,200
30,264.0,,30,3179,280,280
120,176.0,,120,3178,200,200
90,132.0,,90,3171,160,160
30,176.0,,30,3170,200,200
30,176.0,,30,3173,200,200
120,132.0,,120,3172,160,160
120,308.0,,120,3175,320,320
30,176.0,,30,3174,200,200
120,132.0,,120,3177,160,160
120,220.0,,120,3176,240,240
210,176.0,,210,1188,200,200
210,132.0,,210,1189,160,160
210,176.0,,210,1186,200,200
210,176.0,,210,1187,200,200
210,176.0,,210,1184,200,200
210,176.0,,210,1185,200,200
210,88.0,,210,1182,120,120
210,220.0,,210,1183,240,240
120,176.0,,120,1180,200,200
210,132.0,,210,1181,160,160
270,132.0,,270,726,160,160
270,132.0,,270,727,160,160
30,264.0,,30,724,280,280
240,132.0,,240,725,160,160
210,132.0,,210,722,160,160
210,132.0,,210,723,160,160
30,132.0,,30,720,160,160
210,132.0,,210,721,160,160
210,176.0,,210,1744,200,200
210,176.0,,210,1745,200,200
30,132.0,,30,1746,160,160
30,220.0,,30,1747,240,240
210,220.0,,210,1740,240,240
210,220.0,,210,1741,240,240
270,132.0,,270,728,160,160
180,132.0,,180,729,160,160
120,176.0,,120,1164,200,200
120,176.0,,120,1165,200,200
30,264.0,,30,1166,280,280
30,352.0,,30,1167,360,360
120,176.0,,120,1160,200,200
120,176.0,,120,1161,200,200
210,176.0,,210,1162,200,200
120,176.0,,120,1163,200,200
210,88.0,,210,3309,120,120
30,176.0,,30,1168,200,200
30,176.0,,30,1169,200,200
30,176.0,,30,3092,200,200
210,176.0,,210,3304,200,200
210,176.0,,210,1366,200,200
240,176.0,,240,2913,200,200
210,176.0,,210,3305,200,200
210,308.0,,210,48,320,320
210,132.0,,210,49,160,160
30,176.0,,30,46,200,200
30,220.0,,30,47,240,240
30,308.0,,30,44,320,320
30,176.0,,30,45,200,200
180,308.0,,180,42,320,320
30,132.0,,30,43,160,160
120,308.0,,120,40,320,320
180,308.0,,180,41,320,320
210,88.0,,210,1568,120,120
210,88.0,,210,1569,120,120
120,132.0,,120,1298,160,160
120,132.0,,120,1299,160,160
210,264.0,,210,1292,280,280
210,132.0,,210,1293,160,160
210,220.0,,210,1290,240,240
210,264.0,,210,1291,280,280
210,264.0,,210,1296,280,280
210,176.0,,210,1297,200,200
210,220.0,,210,1294,240,240
210,132.0,,210,1295,160,160
210,176.0,,210,1713,200,200
30,176.0,,30,474,200,200
210,308.0,,210,1712,320,320
30,132.0,,30,475,160,160
210,0.0,,210,1711,40,40
210,176.0,,210,2425,200,200
210,132.0,,210,1710,160,160
210,176.0,,210,1717,200,200
210,176.0,,210,1716,200,200
210,132.0,,210,1715,160,160
210,220.0,,210,1201,240,240
210,220.0,,210,1714,240,240
210,176.0,,210,472,200,200
210,132.0,,210,473,160,160
210,176.0,,210,1364,200,200
210,176.0,,210,1365,200,200
30,88.0,,30,1362,120,120
210,0.0,,210,1363,40,40
30,88.0,,30,1360,120,120
30,88.0,,30,1361,120,120
180,308.0,,180,3728,320,320
120,264.0,,120,478,280,280
30,132.0,,30,479,160,160
180,308.0,,180,2916,320,320
30,220.0,,30,3699,240,240
210,176.0,,210,1368,200,200
210,176.0,,210,1369,200,200
