RSL,DIAMETER,STANDARD_CONFOR,BRKS_FVYRS,MI,TotBrks,QUALIT_SCR,ENVMT_SCR,HEAD_LOSS_SCR,ACCESS_SCR
0.0,0.2132,0.0403,0.0169,0.0,0.0134,0.0432,0.0467,1.0,0.9375
