FID,TARGET_Performance_Level,performance_pred,TARGET_Criticality_Level,criticality_pred,condition_pred,TARGET_Condition_level,TARGET_MITIGATION_Level_PAN,mitigation_pred
8513,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
8510,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8511,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8518,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8519,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
12848,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
12849,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12842,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
12843,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
12840,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
12841,5.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0
12846,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
12847,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
12844,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12845,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
22621,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22620,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
22623,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
22622,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
22625,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22624,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22627,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22626,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22629,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22628,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
6928,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0
5718,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
18372,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
6925,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
1199,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
1198,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
6924,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1191,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
5451,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
1193,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
2712,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
2713,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
2710,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
2711,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
2716,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
2717,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
2714,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
2715,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
6926,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
1195,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
2718,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
2719,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0
1194,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1197,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
1196,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0
6921,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6920,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
9708,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
9709,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9700,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
9701,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9702,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
9703,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
9704,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
9705,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
9706,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9707,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6923,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6922,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3018,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3019,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0
11508,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
3012,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
3013,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3010,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
3011,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3016,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
3017,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3014,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
3015,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
4189,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0
4188,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
4181,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
4180,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0
4183,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
4182,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4185,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4184,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
4187,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4186,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
11500,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5949,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
14831,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11802,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11801,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11800,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
14835,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11806,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23239,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
23238,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
14837,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
23231,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23230,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23233,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
11804,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23235,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23234,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0
23237,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
23236,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
3904,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
3905,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
3906,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
3907,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
3900,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
3901,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0
3902,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
3903,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
3908,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
3909,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
6745,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
6744,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
6747,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
6746,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0
6741,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
6740,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0
6743,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6742,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
6749,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6748,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
5065,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5064,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
5067,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5066,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5061,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
5060,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
5063,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
5062,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
5069,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5068,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
4408,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4409,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
4404,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4405,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
4406,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4407,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
4400,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
4401,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
4402,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
4403,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
5393,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
5392,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
5391,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0
5390,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
5397,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
5396,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5395,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
5394,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5399,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0
5398,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
19841,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
7159,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7158,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0
7157,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7156,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
7155,5.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0
7154,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
7153,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
7152,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
7151,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
7150,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
18750,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0
18751,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
18752,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
18753,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
18754,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
18755,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
18756,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
18757,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
18758,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
18759,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8068,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
8069,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8066,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
8067,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
8064,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8065,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
8062,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8063,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
8060,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8061,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
7485,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7484,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0
7487,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7486,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
7481,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7480,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7483,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7482,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
7489,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7488,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
3834,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
23476,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23475,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
3837,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
23473,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23472,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
23471,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23470,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5836,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
5837,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
5834,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0
5835,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0
5832,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
5833,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
11258,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
11259,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11256,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11257,3.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0
11254,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
11255,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11252,5.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0
11253,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
5838,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
11251,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19009,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19008,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19003,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19002,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19001,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19000,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19007,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19006,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19005,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19004,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8128,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
11784,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11785,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11786,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
11787,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11780,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
11781,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
11782,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
11783,2.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0
11788,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
11789,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12789,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
17365,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
17366,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17367,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17360,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
17361,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17362,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
17363,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
12781,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
12780,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
12783,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
12782,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
17368,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
17369,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
12787,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
12786,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16947,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
16946,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16945,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
9149,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
16943,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7978,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16941,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
16940,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9142,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7974,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
9140,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7976,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
7971,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
9147,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16949,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7972,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
12257,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
379,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
12255,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12254,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12253,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12252,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12251,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12250,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
21181,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21180,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21183,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21182,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21185,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21184,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
12259,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
21186,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
17092,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
17093,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
20856,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20857,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
20850,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
20851,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20852,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20853,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
17098,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
17099,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
20858,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20859,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21457,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0
21456,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
21455,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
21454,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21453,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21452,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21451,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
370,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
373,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
21459,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21458,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
372,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
8899,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
8898,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8897,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8896,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
8895,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8894,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
8893,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8892,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
8891,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
8890,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20582,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
20583,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
20580,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
20581,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
20586,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
20587,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20584,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
20585,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
20588,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
20589,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
13126,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13127,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13124,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13125,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13122,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13123,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
13120,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13121,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13128,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13129,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
1595,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1594,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1597,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
1596,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1591,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
1590,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0
1593,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
1592,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
1599,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
1598,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
20326,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
20327,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
20324,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
20325,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20322,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
20323,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20320,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20321,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
20328,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20329,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
12865,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12490,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
23741,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
23740,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
23743,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0
23742,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23745,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0
23744,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23747,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23746,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23749,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0
23748,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
10979,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0
12495,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8307,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8306,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8305,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8304,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
8303,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
8302,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8301,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
8300,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
8309,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8308,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
9939,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9938,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9933,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
9932,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9931,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9930,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
9937,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9936,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
9935,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9934,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
12497,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
