FID,TARGET_Performance_Level,performance_pred,TARGET_Criticality_Level,criticality_pred,condition_pred,TARGET_Condition_level,TARGET_MITIGATION_Level_PAN,mitigation_pred
11542,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
11543,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11540,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
11541,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11546,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11547,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11544,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11545,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
11548,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
11549,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5988,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
5989,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
19399,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19398,5.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0
19397,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
19396,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19395,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
5981,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
5986,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5987,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
5984,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
5985,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16643,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19973,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19972,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19971,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19970,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19977,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
275,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
276,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
277,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
278,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16704,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16707,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19978,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16701,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16700,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16703,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16702,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
12019,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12018,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12015,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12014,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12017,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12016,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12011,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12010,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12013,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12012,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
17258,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17259,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17250,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17251,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
17252,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
17253,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17254,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17255,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17256,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17257,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
10709,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
10708,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9258,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9259,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
9256,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0
9257,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
10701,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9255,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0
9252,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
9253,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
9250,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9251,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21619,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21618,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
21615,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
21614,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
21617,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
21616,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
21611,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21610,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21613,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21612,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
1171,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0
5982,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0
5983,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
5980,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
19394,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
19393,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19392,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
19391,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
19390,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13058,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
13059,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
13052,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
13053,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13050,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
13051,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
13056,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
13057,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
13054,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
13055,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
20258,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
20259,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
20252,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20253,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20250,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
20251,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
20256,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
20257,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20254,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
20255,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
1177,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
1176,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
1175,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
1174,5.0,5.0,3.0,3.0,2.0,1.0,4.0,4.0
1173,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0
1172,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
23509,2.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0
23508,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
23507,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23506,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
23505,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
23504,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0
23503,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23502,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0
1179,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
23500,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12833,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12832,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12831,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12830,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
12837,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12836,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
12835,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12834,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0
8545,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8544,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
12839,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12838,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8541,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8540,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8543,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
8542,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
16886,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0
629,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
23126,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16887,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
22678,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22679,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22676,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22677,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22674,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22675,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
22672,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
22673,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
22670,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
22671,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15555,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
15554,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
8293,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8292,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0
15551,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
15550,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
15553,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8296,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
393,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
392,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
391,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
390,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
397,2.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0
396,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
395,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
394,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
399,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
398,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0
3748,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
3749,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
3746,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
3747,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
3744,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
3745,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
3742,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0
3743,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0
3740,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
3741,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
21930,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
21931,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
21932,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
21933,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
21934,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
21935,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21936,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
21937,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
21938,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0
21939,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
270,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
271,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
272,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
273,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
274,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
16708,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
6819,5.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0
6818,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0
19975,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
6811,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
15701,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
15702,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19974,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0
6815,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
15705,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
6817,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0
6816,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0
9757,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
16705,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9755,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9754,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
9753,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
9752,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9751,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0
9750,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19979,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
9759,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
9758,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
16706,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23266,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
23267,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23264,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23265,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
23262,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23263,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
23260,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23261,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
23268,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23269,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
10703,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
23753,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
10702,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9254,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
10700,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
10707,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
10706,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
10705,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
10704,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
6778,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
6779,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
6774,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
6775,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
6776,2.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0
6777,5.0,5.0,3.0,3.0,3.0,2.0,4.0,4.0
6770,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
6771,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
6772,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
6773,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
23751,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
23757,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5058,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5059,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0
5054,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
5055,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
5056,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5057,2.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0
5050,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5051,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5052,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5053,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
19096,5.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0
22291,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18893,2.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0
18892,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
18891,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
18890,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
18897,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0
18896,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0
18895,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
18894,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
18899,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0
18898,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
19090,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0
18769,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
18768,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
18761,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18760,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
18763,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18762,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
18765,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
18764,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
18767,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
18766,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8035,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
8034,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8037,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
8036,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8031,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
8030,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
8033,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
8032,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0
8039,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
8038,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
12589,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12588,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12583,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
12582,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
12581,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12580,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12587,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12586,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12585,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
12584,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13988,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
13989,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13984,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13985,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
13986,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
13987,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0
13980,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13981,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
13982,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13983,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13678,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13679,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13672,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13673,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13670,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13671,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13676,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13677,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
13674,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
13675,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16002,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
16003,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
16000,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
16001,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5869,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5868,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16004,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16005,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
5865,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0
5864,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5867,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
5866,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5861,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5860,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
5863,5.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0
5862,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0
17359,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17358,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
17355,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
17354,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
17357,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
17356,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
17351,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
17350,2.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0
17353,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
17352,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
19588,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19589,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19586,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19587,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19584,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19585,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
19582,2.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0
19583,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
19580,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
19581,2.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0
20869,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20868,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20865,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
20864,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
20867,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0
20866,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
20861,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20860,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20863,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
20862,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
5937,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
16115,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0
16116,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
5934,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
5933,5.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0
5932,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0
16112,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
16113,5.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0
9191,3.0,3.0,5.0,3.0,1.0,1.0,2.0,1.0
7945,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
9193,5.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0
9192,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7940,5.0,5.0,3.0,3.0,1.0,1.0,4.0,4.0
9194,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
7942,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
7943,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
9199,2.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0
9198,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7948,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
7949,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
16918,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16919,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0
16914,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
16915,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
16916,3.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0
