@relation untitled
@attribute string
@attribute CritPres2D real
@attribute BRKS_FVYRS_SCR real
@attribute WL real
@attribute PAN real
@attribute WTR real
@attribute Performance_Level string
@attribute Hosp_Serv real
@attribute INFRA_STAT string
@attribute HANSEN_COM real
@attribute Condition_Score_Level string
@attribute BRKS_FVYRS_Level string
@attribute MI_SCR real
@attribute STANDARD_CONFOR real
@attribute RiskThresh string
@attribute FID real
@attribute TRANS real
@attribute BRKS_FVYRS real
@attribute Criticality_Level string
@attribute DIAMETER real
@attribute FLP real
@attribute Hospital real
@attribute Source string
@attribute HL real
@attribute ST_CLASS string
@attribute HDL real
@attribute Criticality_SCR real
@attribute HEAD_LOSS_SCR real
@attribute Maintenance_Cost real
@attribute School real
@attribute MITIGATION_Level string
@attribute Age real
@attribute Shape_* string
@attribute MI real
@attribute RWY real
@attribute Crit_Rests string
@attribute CritConsSc string
@attribute Condition_Score real
@attribute FRM_NODE real
@attribute Med_Centre real
@attribute RSL_SCR real
@attribute WPZ real
@attribute INST_YR real
@attribute New_Seg string
@attribute Mat_Fact real
@attribute HWY real
@attribute ENVMT_SCR real
@attribute TotBrks real
@attribute HEU real
@attribute MATERIAL string
@attribute OBJECTID real
@attribute _Normalized_Quality_-_test_result_Score real
@attribute Operation_Cost real
@attribute TotBrks_Lenght real
@attribute R real
@attribute QUALIT_SCR real
@attribute Shape_Leng real
@attribute Performanc_SCR real
@attribute Active_Ope string
@attribute DIA_SCR real
@attribute f real
@attribute SOIL string
@attribute INSTALL_DA string
@attribute MATERIAL_CD string
@attribute ST_DIR string
@attribute ACCESS_SCR real
@attribute LT_CARE real
@attribute Airp_Serv real
@attribute Tran_main string
@attribute BRK_Level string
@attribute REPLC_COST real
@attribute TM string
@attribute BRKS_FV_YRS_L real
@attribute TO_NODE real
@attribute LEN_M real
@attribute BRK_SCR real
@attribute MI_Level string
@attribute HPU real
@attribute ESA real
@attribute RSL_Level string
@attribute ST_NAME string
@attribute RSL real
@attribute CITY string
@attribute ST_TYPE string
@attribute OPSC string
@attribute DRAINAGE string
@data
'',38.5,0.0,0.0,710.0,0.0,'Moderately_High',0.0,'A',521907.0,'Medium','Low',15.0,15.0,'Moderate',628.0,0.0,16.0,'Moderately_High',600.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.022608249,'LOCAL',0.0,210.0,15.0,400.397488,0.0,'REPLACE_IN_FUTURE',40.0,'Polyline',0.31941611,0.0,'Fail_(Pressure)','2_(Low)',200.0,606947.0,0.0,5.0,3.0,1977.0,'',1.0,0.0,15.0,92.0,0.0,'CPP',2408.0,0.0,280.2782416,11.48858356,2.51e-14,0.0,800.794976,300.0,'YES',5.0,0.029461491,'CL','1/1/1977','CPP','W',15.0,0.0,0.0,'NO','Medium',2131.0,'No',1.998014533,606906.0,800.794976,5.0,'High',0.0,1.0,'Medium','RATHBURN',35.0,'MISSISSAUGA','RD','2_(Low)','I'
'',39.0,5.0,0.0,350.0,0.0,'Very_Low',0.0,'A',508856.0,'Moderately_High','Medium',15.0,0.0,'Moderate',2009.0,0.0,81.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.087420361,'ARTERIAL',0.0,30.0,0.0,179.9743645,0.0,'MONITOR',50.0,'Polyline',0.194134784,0.0,'Fail_(Pressure)','2_(Low)',320.0,597946.0,0.0,15.0,5.0,1967.0,'',0.5,0.0,0.0,83.0,0.0,'DI',40.0,0.0,125.9820552,23.05883958,9.71e-14,0.0,359.948729,0.0,'YES',5.0,0.03337527,'C','1/1/1967','DI','',0.0,0.0,0.0,'NO','Medium',1576.0,'No',22.50320489,597954.0,359.948729,5.0,'High',0.0,0.0,'Very_High','AIRPORT',12.5,'BRAMPTON','RD','2_(Low)','I'
'',0.0,0.0,0.0,610.0,0.0,'Moderately_Low',0.0,'A',524427.0,'Medium','Low',15.0,0.0,'Extreme',2915.0,0.0,8.0,'Moderately_High',1800.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',3.75632e-05,'ARTERIAL',0.0,180.0,15.0,218.959549,0.0,'REPLACE_IN_FUTURE',56.0,'Polyline',0.145119389,0.0,'Fail_(Flow)','5_(Catastrophic)_-_Flow_Failure',280.0,607793.0,0.0,15.0,4.0,1961.0,'',0.5,0.0,15.0,66.0,0.0,'TMDI',3760.0,0.0,153.2716843,15.07127693,4.17e-17,0.0,437.919098,150.0,'NO',15.0,0.021751236,'CL','1/1/1954','DI','',0.0,0.0,0.0,'NO','Medium',2565.0,'Yes',1.826821446,607804.0,437.919098,5.0,'High',0.0,0.0,'Very_High','TOMKEN',9.5,'MISSISSAUGA','RD','5_(Catastrophic)_-_Flow_Failure','I'
'',0.0,0.0,0.0,600.0,1.0,'Moderately_Low',0.0,'',0.0,'Medium','Low',15.0,15.0,'Low',3813.0,0.0,1.0,'Moderately_High',400.0,0.0,0.0,'2012_COMP_Linear',0.183790646,'ARTERIAL',0.0,210.0,0.0,378.374148,0.0,'RELINE_-_REHAB',5.0,'Polyline',0.408144703,0.0,'Inactive/Closed','Inactive/Closed',240.0,0.0,0.0,15.0,6.0,2012.0,'',0.1,0.0,15.0,17.0,0.0,'PVC',3524.0,0.0,264.8619036,2.246453687,2.04e-13,0.0,756.748296,150.0,'NO',5.0,0.03337527,'CL','1/0/1900_0:00','PVC','',15.0,0.0,0.0,'NO','Low',1576.0,'No',0.132144335,0.0,756.748296,0.0,'High',0.0,0.0,'Very_High','EASEMENT',7.0,'BRAMPTON','','Inactive/Closed','I'
'',38.6,0.0,0.0,710.0,1.0,'Moderately_High',0.0,'A',525264.0,'Medium','Low',15.0,15.0,'High',1663.0,0.0,5.0,'Moderately_High',600.0,1.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.013029017,'ARTERIAL',1.0,210.0,15.0,230.747003,0.0,'REPLACE_IN_FUTURE',31.0,'Polyline',0.184077853,0.0,'Fail_(Pressure)','2_(Low)',200.0,606703.0,0.0,5.0,3.0,1986.0,'',1.0,0.0,15.0,80.0,1.0,'CPP',2487.0,0.0,161.5229021,17.33500305,1.45e-14,0.0,461.494006,300.0,'YES',5.0,0.029461491,'CL','1/1/1986','CPP','W',15.0,0.0,0.0,'NO','Medium',2131.0,'No',1.08343769,606701.0,461.494006,5.0,'High',0.0,1.0,'Medium','RATHBURN',44.0,'MISSISSAUGA','RD','2_(Low)','I'
'',38.8,0.0,0.0,340.0,0.0,'Moderately_Low',0.0,'A',509630.0,'Moderately_Low','Low',15.0,0.0,'Moderate',2591.0,0.0,5.0,'Very_Low',600.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.037673162,'ARTERIAL',0.0,30.0,15.0,667.2006925,0.0,'MONITOR',43.0,'Polyline',0.532257709,0.0,'Fail_(Pressure)','2_(Low)',160.0,596881.0,0.0,5.0,5.0,1974.0,'',1.0,1.0,0.0,132.0,0.0,'CPP',2182.0,0.0,467.0404848,9.892076064,4.19e-14,0.0,1334.401385,150.0,'YES',5.0,0.029461491,'C','1/8/1974','CPP','',0.0,0.0,0.0,'NO','Low',2131.0,'No',0.374699851,597324.0,1334.401385,0.0,'High',0.0,0.0,'Medium','HEART_LAKE',32.0,'BRAMPTON','RD','2_(Low)','I'
'',35.9,0.0,0.0,520.0,0.0,'Moderately_Low',0.0,'A',661179.0,'Moderately_Low','Low',15.0,15.0,'Moderate',1339.0,0.0,63.0,'Moderately_High',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.195325356,'ARTERIAL',1.0,210.0,0.0,402.120929,0.0,'RELINE_-_REHAB',38.0,'Polyline',0.433759885,0.0,'Fail_(Pressure)','2_(Low)',160.0,6519165.0,0.0,5.0,1.0,1979.0,'',1.0,0.0,15.0,65.0,1.0,'CPP',1180.0,0.0,281.4846503,8.082145856,2.17e-13,0.0,804.241858,150.0,'YES',5.0,0.03337527,'CL','1/1/1979','CPP','',15.0,0.0,0.0,'NO','Low',1576.0,'No',7.833464445,6519084.0,804.241858,0.0,'High',0.0,1.0,'Medium','ROYAL_WINDSOR',37.0,'MISSISSAUGA','DR','2_(Low)','I'
'',36.7,0.0,0.0,600.0,0.0,'Moderately_Low',0.0,'A',511989.0,'Medium','Low',15.0,15.0,'Moderate',2120.0,0.0,12.0,'Moderately_High',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.452857329,'LOCAL',0.0,210.0,0.0,932.3080925,0.0,'RELINE_-_REHAB',61.0,'Polyline',1.005662283,0.0,'Fail_(Pressure)','2_(Low)',240.0,596392.0,0.0,15.0,4.0,1956.0,'',1.0,1.0,15.0,138.0,0.0,'CPP',520.0,0.0,652.6156648,7.400986922,5.03e-13,0.0,1864.616185,150.0,'YES',5.0,0.03337527,'C','1/1/1956','CPP','',15.0,0.0,0.0,'NO','Low',1576.0,'No',0.64356408,596383.0,1864.616185,0.0,'High',0.0,1.0,'Very_High','DEERHURST',14.0,'BRAMPTON','DR','2_(Low)','I'
'',37.1,0.0,0.0,190.0,0.0,'Very_Low',0.0,'A',702305.0,'Moderately_Low','Low',15.0,0.0,'Low',2310.0,0.0,7.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.183811646,'LOCAL',0.0,30.0,0.0,378.4173825,0.0,'DO_NOTHING',15.0,'Polyline',0.408191339,0.0,'Fail_(Pressure)','2_(Low)',160.0,6541588.0,0.0,0.0,5.0,2002.0,'',1.0,0.0,0.0,114.0,0.0,'CPP',1354.0,0.0,264.8921678,15.06273301,2.04e-13,0.0,756.834765,0.0,'YES',5.0,0.03337527,'C','1/6/2002','CPP','S',0.0,0.0,0.0,'NO','Medium',1576.0,'No',0.924904659,6541592.0,756.834765,5.0,'High',0.0,0.0,'Low','KENNEDY',60.0,'BRAMPTON','RD','2_(Low)','I'
'',38.6,0.0,0.0,390.0,0.0,'Moderately_Low',0.0,'A',548925.0,'Moderately_Low','Low',15.0,15.0,'Low',291.0,0.0,14.0,'Medium',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.179553589,'COLLECTOR',0.0,120.0,0.0,369.65122,1.0,'MONITOR',16.0,'Polyline',0.398735453,0.0,'Fail_(Pressure)','2_(Low)',120.0,6339618.0,0.0,0.0,4.0,2001.0,'',1.0,0.0,15.0,60.0,0.0,'CPP',1088.0,0.0,258.755854,8.115758417,2e-13,0.0,739.30244,150.0,'YES',5.0,0.03337527,'CL','9/11/2001','CPP','W',0.0,0.0,0.0,'NO','Low',1576.0,'No',1.893676964,6339545.0,739.30244,0.0,'High',0.0,0.0,'Low','COURTNEYPARK',59.0,'MISSISSAUGA','DR','2_(Low)','I'
'',35.8,0.0,0.0,560.0,1.0,'Moderately_Low',0.0,'A',525009.0,'Medium','Low',15.0,15.0,'Moderate',259.0,0.0,1.0,'Moderately_High',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.125708786,'ARTERIAL',0.0,210.0,0.0,258.7996495,0.0,'RELINE_-_REHAB',36.0,'Polyline',0.279162059,0.0,'Fail_(Pressure)','2_(Low)',200.0,608340.0,0.0,5.0,2.0,1981.0,'',1.0,0.0,15.0,129.0,0.0,'CPP',976.0,0.0,181.1597547,24.922754,1.4e-13,0.0,517.599299,150.0,'YES',5.0,0.03337527,'CL','1/1/1981','CPP','',15.0,0.0,0.0,'NO','Medium',1576.0,'No',0.193199643,602946.0,517.599299,5.0,'High',0.0,1.0,'Medium','ERIN_MILLS',39.0,'MISSISSAUGA','PKWY','2_(Low)','I'
'',37.9,5.0,0.0,700.0,0.0,'Moderately_High',0.0,'A',509561.0,'Medium','Medium',15.0,15.0,'Low',3514.0,0.0,36.0,'Medium',600.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.007885719,'LOCAL',0.0,120.0,15.0,139.6579635,0.0,'REPLACE_IN_FUTURE',47.0,'Polyline',0.111411796,0.0,'Fail_(Pressure)','2_(Low)',280.0,597311.0,1.0,10.0,5.0,1970.0,'',1.0,0.0,15.0,49.0,0.0,'CPP',2173.0,0.0,97.76057445,17.54285927,8.76e-15,0.0,279.315927,300.0,'YES',5.0,0.029461491,'CL','1/1/1970','CPP','',0.0,1.0,0.0,'NO','Medium',2131.0,'No',12.8886313,597319.0,279.315927,5.0,'High',0.0,0.0,'High','JOHN',28.0,'BRAMPTON','ST','2_(Low)','I'
'',39.2,0.0,0.0,120.0,0.0,'Very_Low',0.0,'A',508069.0,'Moderately_Low','Low',10.0,0.0,'Low',3894.0,0.0,1.0,'Very_Low',300.0,0.0,0.0,'Water_Model',0.034247061,'COLLECTOR',0.0,0.0,0.0,15.238272,0.0,'DO_NOTHING',45.0,'Polyline',0.022122171,0.0,'Fail_(Pressure)','2_(Low)',120.0,599325.0,0.0,0.0,5.0,1972.0,'',0.5,0.0,0.0,4.0,0.0,'DI',4102.0,0.0,10.6667904,13.12484775,3.81e-14,0.0,30.476544,0.0,'YES',0.0,0.03664517,'CL','1/0/1900_0:00','DI','',0.0,0.0,0.0,'NO','Medium',1171.0,'No',3.281211938,598968.0,30.476544,5.0,'Medium',0.0,0.0,'Low','RUTHERFORD_RD_N',15.0,'BRAMPTON','','2_(Low)','I'
'',39.3,0.0,0.0,190.0,0.0,'Very_Low',0.0,'A',514756.0,'Moderately_Low','Low',15.0,0.0,'Moderate',110.0,0.0,3.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.044597694,'COLLECTOR',0.0,30.0,0.0,91.8143265,0.0,'DO_NOTHING',31.0,'Polyline',0.099038296,0.0,'Fail_(Pressure)','2_(Low)',160.0,593715.0,0.0,5.0,5.0,1986.0,'',1.0,0.0,0.0,3.0,0.0,'CPP',605.0,0.0,64.27002855,1.633731964,4.96e-14,0.0,183.628653,0.0,'YES',5.0,0.03337527,'Org','1/1/1986','CPP','',0.0,0.0,0.0,'NO','Low',1576.0,'No',1.633731964,593712.0,183.628653,0.0,'High',0.0,0.0,'Medium','MEADOWPINE',44.0,'MISSISSAUGA','BLVD','2_(Low)','VP'
'',0.0,0.0,0.0,190.0,0.0,'Very_Low',0.0,'A',516634.0,'Moderately_Low','Low',15.0,0.0,'Moderate',1539.0,0.0,55.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.384339431,'ARTERIAL',0.0,30.0,0.0,791.2486755,0.0,'DO_NOTHING',30.0,'Polyline',0.853504282,0.0,'Fail_(Flow)','5_(Catastrophic)_-_Flow_Failure',160.0,1592779.0,0.0,5.0,4.0,1987.0,'',1.0,0.0,0.0,77.0,0.0,'CPP3',723.0,0.0,553.8740729,4.865726944,4.27e-13,0.0,1582.497351,0.0,'YES',5.0,0.03337527,'C','1/1/1987','CPP','',0.0,0.0,0.0,'NO','Low',1576.0,'No',3.475519246,592748.0,1582.497351,0.0,'High',0.0,0.0,'Medium','AIRPORT',45.0,'MISSISSAUGA','RD','5_(Catastrophic)_-_Flow_Failure','P'
'',0.0,0.0,0.0,690.0,0.0,'Moderately_High',0.0,'A',718326.0,'Moderately_Low','Low',15.0,15.0,'Moderate',2799.0,1.0,6.0,'Very_High',2100.0,0.0,0.0,'RATRANSMISSION_MAIN',2.48294e-05,'ARTERIAL',0.0,270.0,15.0,325.3040165,1.0,'REPLACE_IN_FUTURE',12.0,'Polyline',0.234031667,0.0,'Not_Balanced','5_(Catastrophic)_-_Not_Balanced',120.0,16513586.0,0.0,0.0,4.0,2005.0,'',1.0,0.0,15.0,7.0,0.0,'TMCPP3',3391.0,0.0,227.7128116,1.075916626,2.76e-17,0.0,650.608033,300.0,'YES',15.0,0.020916838,'C','18-07-2005','CPP','',15.0,0.0,0.0,'YES','Low',2363.0,'Yes',0.922214251,6558051.0,650.608033,0.0,'High',0.0,0.0,'Low','AIRPORT',63.0,'BRAMPTON','RD','5_(Catastrophic)_-_Not_Balanced','I'
'',38.2,0.0,0.0,560.0,0.0,'Moderately_Low',0.0,'A',764418.0,'Medium','Low',15.0,15.0,'Low',1048.0,0.0,43.0,'Moderately_High',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.301721016,'LOCAL',0.0,210.0,0.0,621.16019,0.0,'RELINE_-_REHAB',6.0,'Polyline',0.6700332,0.0,'Fail_(Pressure)','2_(Low)',200.0,6555284.0,0.0,5.0,2.0,2011.0,'',0.5,0.0,15.0,137.0,0.0,'DI',235.0,0.0,434.812133,11.02775115,3.35e-13,0.0,1242.32038,150.0,'YES',5.0,0.03337527,'SL','1/1/1954','DI','W',15.0,0.0,0.0,'NO','Medium',1576.0,'No',3.46126496,6565943.0,1242.32038,5.0,'High',0.0,1.0,'Medium','QUEENSWAY',34.5,'MISSISSAUGA','','2_(Low)','I'
'',38.4,0.0,0.0,230.0,0.0,'Very_Low',0.0,'A',516666.0,'Medium','Low',15.0,0.0,'Low',1173.0,0.0,1.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.310891605,'ARTERIAL',0.0,30.0,0.0,640.0398985,0.0,'MONITOR',47.0,'Polyline',0.690398368,0.0,'Fail_(Pressure)','2_(Low)',200.0,601114.0,0.0,10.0,4.0,1970.0,'',1.0,0.0,0.0,8.0,0.0,'CONC',734.0,0.0,448.027929,0.624961039,3.45e-13,0.0,1280.079797,0.0,'YES',5.0,0.03337527,'C','1/1/1970','CPP','E',0.0,0.0,0.0,'NO','Low',1576.0,'No',0.07812013,592715.0,1280.079797,0.0,'High',0.0,0.0,'High','DERRY',28.0,'MISSISSAUGA','RD','2_(Low)','I'
'',34.2,0.0,0.0,640.0,1.0,'Moderately_High',0.0,'A',743527.0,'Moderately_Low','Low',15.0,15.0,'Moderate',814.0,0.0,32.0,'Moderately_High',750.0,1.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.00498283,'ARTERIAL',0.0,180.0,15.0,287.5288925,0.0,'REPLACE_IN_FUTURE',18.0,'Polyline',0.22619117,1.0,'Fail_(Pressure)','3_(Moderate)',160.0,16561573.0,0.0,0.0,4.0,1999.0,'',1.0,0.0,15.0,92.0,0.0,'CPP3',2962.0,0.0,201.2702248,15.99839223,5.54e-15,0.0,575.057785,300.0,'YES',15.0,0.027594581,'CL','1/2/1999','CPP','W',0.0,0.0,0.0,'NO','Medium',2161.0,'Yes',5.564658167,608410.0,575.057785,5.0,'High',0.0,0.0,'Low','BRITANNIA',57.0,'MISSISSAUGA','RD','3_(Moderate)','I'
'',37.9,5.0,0.0,350.0,0.0,'Very_Low',0.0,'A',658709.0,'Moderately_High','Medium',15.0,0.0,'Low',3946.0,0.0,52.0,'Very_Low',400.0,0.0,0.0,'LAKE_BASED_WATERMAIN',0.114371344,'COLLECTOR',0.0,30.0,0.0,235.4589895,0.0,'MONITOR',14.0,'Polyline',0.253984951,0.0,'Fail_(Pressure)','2_(Low)',320.0,6516266.0,0.0,15.0,5.0,2003.0,'',0.1,0.0,0.0,61.0,0.0,'PVC',4153.0,0.0,164.8212927,12.95342347,1.27e-13,0.0,470.917979,0.0,'YES',5.0,0.03337527,'CL','1/0/1900_0:00','PVC','',0.0,0.0,0.0,'NO','Medium',1576.0,'No',11.04226263,6516308.0,470.917979,5.0,'High',0.0,0.0,'Very_High','HANSEN_RD_S',6.1,'BRAMPTON','','2_(Low)','I'
'',0.0,0.0,0.0,590.0,0.0,'Moderately_Low',0.0,'A',524404.0,'Medium','Low',15.0,0.0,'High',2860.0,0.0,7.0,'Very_High',1800.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',7.76156e-05,'ARTERIAL',0.0,240.0,15.0,452.429023,0.0,'RELINE_-_REHAB',56.0,'Polyline',0.299855493,0.0,'Not_Balanced','5_(Catastrophic)_-_Not_Balanced',200.0,6576242.0,0.0,10.0,4.0,1961.0,'',1.0,0.0,15.0,24.0,0.0,'TMCPP',3737.0,0.0,316.7003161,2.652349737,8.62e-17,0.0,904.858046,150.0,'YES',15.0,0.021751236,'CL','1/1/1954','CPP','',10.0,0.0,0.0,'YES','Low',2565.0,'Yes',0.773602007,607779.0,904.858046,0.0,'High',0.0,0.0,'High','WESTPORT',19.0,'MISSISSAUGA','CR','5_(Catastrophic)_-_Not_Balanced','I'
'',38.3,0.0,0.0,470.0,0.0,'Moderately_Low',0.0,'A',744929.0,'Medium','Low',15.0,15.0,'Low',239.0,0.0,15.0,'Medium',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.104188632,'ARTERIAL',0.0,120.0,0.0,214.4956005,1.0,'RELINE_-_REHAB',3.0,'Polyline',0.231372158,0.0,'Fail_(Pressure)','2_(Low)',200.0,6561905.0,0.0,5.0,4.0,2014.0,'',0.5,0.0,15.0,45.0,0.0,'DI',232.0,0.0,150.1469204,10.48972564,1.16e-13,0.0,428.991201,150.0,'YES',5.0,0.03337527,'CL','1/2/1979','DI','',0.0,0.0,0.0,'NO','Medium',1576.0,'No',3.496575213,607058.0,428.991201,5.0,'High',0.0,0.0,'Medium','ERIN_MILLS',36.0,'MISSISSAUGA','PKWY','2_(Low)','I'
'',38.3,0.0,0.0,190.0,0.0,'Very_Low',0.0,'A',536689.0,'Moderately_Low','Low',15.0,0.0,'Low',456.0,0.0,78.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.201240612,'LOCAL',0.0,30.0,0.0,414.298806,0.0,'DO_NOTHING',16.0,'Polyline',0.44689592,0.0,'Fail_(Pressure)','2_(Low)',160.0,1071452.0,0.0,0.0,4.0,2001.0,'',1.0,1.0,0.0,87.0,0.0,'CPP',1038.0,0.0,290.0091642,10.4996682,2.24e-13,0.0,828.597612,0.0,'YES',5.0,0.03337527,'CL','17-09-2001','CPP','',0.0,0.0,0.0,'NO','Medium',1576.0,'No',9.41349563,1071517.0,828.597612,5.0,'High',0.0,0.0,'Low','FINANCIAL',59.0,'BRAMPTON','DR','2_(Low)','I'
'',0.0,5.0,0.0,670.0,0.0,'Moderately_Low',0.0,'A',524404.0,'Medium','Medium',15.0,0.0,'High',2947.0,0.0,106.0,'Very_High',1800.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',7.76156e-05,'ARTERIAL',0.0,240.0,15.0,452.429023,0.0,'REPLACE_IN_FUTURE',56.0,'Polyline',0.299855493,0.0,'Not_Balanced','5_(Catastrophic)_-_Not_Balanced',280.0,6576242.0,0.0,10.0,4.0,1961.0,'',1.0,0.0,15.0,108.0,0.0,'TMCPP',3737.0,0.0,316.7003161,11.93557381,8.62e-17,0.0,904.858046,150.0,'YES',15.0,0.021751236,'CL','1/1/1954','CPP','',10.0,0.0,0.0,'YES','Medium',2565.0,'Yes',11.71454467,607779.0,904.858046,5.0,'High',0.0,0.0,'High','WESTPORT',19.0,'MISSISSAUGA','CR','5_(Catastrophic)_-_Not_Balanced','I'
'',0.0,0.0,0.0,270.0,0.0,'Very_Low',0.0,'A',507918.0,'Medium','Low',15.0,0.0,'Moderate',3019.0,0.0,64.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.181462429,'LOCAL',0.0,30.0,0.0,373.580993,0.0,'MONITOR',42.0,'Polyline',0.402974421,0.0,'Fail_(Flow)','5_(Catastrophic)_-_Flow_Failure',240.0,608404.0,0.0,10.0,6.0,1975.0,'',0.5,0.0,0.0,92.0,0.0,'DI',26.0,0.0,261.5066951,12.31326027,2.02e-13,0.0,747.161986,0.0,'YES',5.0,0.03337527,'CL','1/1/1975','DI','',0.0,0.0,0.0,'NO','Medium',1576.0,'No',8.565746277,599321.0,747.161986,5.0,'High',0.0,0.0,'High','LINKDALE',16.5,'BRAMPTON','RD','5_(Catastrophic)_-_Flow_Failure','I'
'',0.0,5.0,0.0,350.0,0.0,'Very_Low',0.0,'A',835927.0,'Moderately_High','Medium',15.0,0.0,'Low',4002.0,0.0,50.0,'Very_Low',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.079237962,'COLLECTOR',0.0,30.0,0.0,163.1290655,0.0,'MONITOR',17.0,'Polyline',0.175964094,0.0,'Inactive/Closed','Inactive/Closed',320.0,0.0,0.0,10.0,5.0,2000.0,'',0.5,0.0,0.0,93.0,0.0,'DIHY',263.0,0.0,114.1903459,28.50503671,8.8e-14,0.0,326.258131,0.0,'NO',5.0,0.03337527,'C','1/7/2000','DI','',0.0,0.0,0.0,'NO','Low',1576.0,'No',15.32528855,6526886.0,326.258131,10.0,'High',0.0,0.0,'High','CASTLEMORE',29.0,'BRAMPTON','RD','Inactive/Closed','I'
'',0.0,0.0,0.0,420.0,0.0,'Moderately_Low',0.0,'A',811340.0,'Medium','Low',15.0,0.0,'Moderate',1756.0,0.0,21.0,'Very_Low',600.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.033474084,'LOCAL',0.0,30.0,15.0,592.834009,0.0,'RELINE_-_REHAB',78.0,'Polyline',0.47293187,0.0,'Fail_(Flow)','5_(Catastrophic)_-_Flow_Failure',240.0,6573561.0,0.0,15.0,4.0,1939.0,'',1.0,0.0,0.0,83.0,0.0,'CPP',2723.0,0.0,414.9838063,7.000273157,3.72e-14,0.0,1185.668018,150.0,'YES',5.0,0.029461491,'C','1/0/1900_0:00','CPP','E',0.0,0.0,0.0,'NO','Low',2131.0,'No',1.771153449,6573623.0,1185.668018,0.0,'High',0.0,0.0,'Very_High','BRITANNIA',-3.0,'MISSISSAUGA','RD','5_(Catastrophic)_-_Flow_Failure','I'
'',36.7,0.0,0.0,640.0,0.0,'Moderately_Low',0.0,'A',521998.0,'Medium','Low',15.0,15.0,'Low',1292.0,0.0,17.0,'Moderately_High',400.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',0.109122161,'LOCAL',0.0,210.0,0.0,224.652373,0.0,'REPLACE_IN_FUTURE',77.0,'Polyline',0.242328067,0.0,'Fail_(Pressure)','2_(Low)',280.0,605800.0,0.0,15.0,2.0,1940.0,'',1.0,0.0,15.0,102.0,0.0,'CPP',904.0,0.0,157.2566611,22.70174106,1.21e-13,0.0,449.304746,150.0,'YES',5.0,0.03337527,'CL','1/1/1940','CPP','',15.0,0.0,0.0,'NO','Medium',1576.0,'No',3.78362351,605480.0,449.304746,5.0,'High',0.0,1.0,'Very_High','CAWTHRA',-2.0,'MISSISSAUGA','RD','2_(Low)','P'
'',0.0,5.0,0.0,690.0,0.0,'Moderately_Low',0.0,'A',524427.0,'Very_High','Medium',15.0,0.0,'Extreme',2892.0,0.0,94.0,'Moderately_High',1800.0,0.0,0.0,'TRSUB-TRANSMISSION_MAIN',3.75632e-05,'ARTERIAL',0.0,180.0,15.0,218.959549,0.0,'REPLACE_IN_FUTURE',56.0,'Polyline',0.145119389,0.0,'Fail_(Flow)','5_(Catastrophic)_-_Flow_Failure',360.0,607793.0,0.0,15.0,4.0,1961.0,'',0.5,0.0,15.0,148.0,0.0,'TMDI',3760.0,0.0,153.2716843,33.79619676,4.17e-17,0.0,437.919098,150.0,'YES',15.0,0.021751236,'CL','1/1/1954','DI','',0.0,0.0,0.0,'NO','Low',2565.0,'Yes',21.46515199,607804.0,437.919098,10.0,'High',0.0,0.0,'Very_High','TOMKEN',9.5,'MISSISSAUGA','RD','5_(Catastrophic)_-_Flow_Failure','I'
