var,grade,bounds
ac,0,0.28,0.01,5.6
ac,10,4.2,7.83,11.82
ac,15,9.91,16.57,inf
pd,0,0.03,-0.05,299.92,500.1
pd,10,300.4,400.35,749.94,850.17
pd,15,649.91,750.25,inf
es,0,-0.08,-0.21,10.03
es,15,5.77,15.3,inf
out,2,0.13,2.31,2.97
out,3,1.85,3.18,4.65
out,4,3.5,4.83,6.06
out,5,4.85,6.71,7.98
out,6,6.96,7.93,inf
