var,grade,bounds
rl,0,45.0,53.0,54.0,inf
rl,20,0.0,0.0,12.0,20.0
rl,5,25.0,33.0,48.0,55.0
rl,15,10.0,17.0,28.0,35.0
tb,0,0.0,0.0,1.0,2.0
tb,20,8.0,9.0,10.0,inf
tb,5,0.0,2.0,4.5,6.0
tb,15,4.0,5.5,8.0,10.0
mi,10,0.01,0.02,0.04,0.05
mi,5,0.0,0.0,0.01,0.02
mi,15,0.04,0.045,0.06,inf
rb,0,0.0,0.0,0.5,1.0
rb,20,4.5,5.0,6.0,inf
rb,5,0.5,1.0,2.5,3.0
rb,15,2.5,3.0,4.5,5.0
out,1,0.0,0.0,1.75
out,2,0.0,1.75,3.25
out,3,1.75,3.25,5.0
out,4,3.25,5.0,6.5
out,5,5.0,6.5,8.0
out,6,6.5,8.0,10.0
out,7,8.0,10.0,inf
